Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredRASPositions
KT871990,1,82.469,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT871991,1,81.500,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
KT871993,1,82.111,1b,92.325,150-321,Yes,150;159;206;282;316;320;321
KT871994,1,80.880,1b,91.145,150-321,Yes,150;159;206;282;316;320;321
KT871999,1,82.290,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT872000,1,82.346,1b,93.172,150-321,Yes,150;159;206;282;316;320;321
KT872001,1,81.726,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT872003,1,80.598,1b,91.935,150-321,Yes,150;159;206;282;316;320;321
KT872004,1,82.469,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT872005,1,80.372,1b,91.935,150-321,Yes,150;159;206;282;316;320;321
KT872006,1,82.177,1b,93.002,150-321,Yes,150;159;206;282;316;320;321
KT872008,1,81.962,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872010,1,81.885,1b,91.535,150-321,Yes,150;159;206;282;316;320;321
KT872011,1,81.557,1b,92.104,150-321,Yes,150;159;206;282;316;320;321
KT872012,1,81.218,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT872013,1,81.951,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT872015,1,80.372,1b,91.258,150-321,Yes,150;159;206;282;316;320;321
KT872017,1,82.290,1b,93.228,150-321,Yes,150;159;206;282;316;320;321
KT872021,1,93.792,1a,93.623,150-321,Yes,150;159;206;282;316;320;321
KT872022,1,81.557,1b,91.822,150-321,Yes,150;159;206;282;316;320;321
KT872023,1,81.275,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT872024,1,81.490,1b,91.591,150-321,Yes,150;159;206;282;316;320;321
KT872025,1,81.998,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT872027,1,81.726,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
KT872029,1,82.572,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
KT872032,1,81.772,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT872033,1,81.885,1b,93.059,150-321,Yes,150;159;206;282;316;320;321
KT872034,1,81.500,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT872035,1,82.844,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT872036,1,82.290,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
KT872037,1,96.275,1a,95.711,150-321,Yes,150;159;206;282;316;320;321
KT872038,1,81.726,1b,91.371,150-321,Yes,150;159;206;282;316;320;321
KT872040,1,82.223,1b,93.228,150-321,Yes,150;159;206;282;316;320;321
KT872041,1,82.516,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT872042,1,81.716,1b,92.212,150-321,Yes,150;159;206;282;316;320;321
KT872044,1,93.849,1a,93.679,150-321,Yes,150;159;206;282;316;320;321
KT872045,1,80.756,1b,91.817,150-321,Yes,150;159;206;282;316;320;321
KT872046,1,81.038,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
KT872048,1,94.865,1a,94.413,150-321,Yes,150;159;206;282;316;320;321
KT872049,1,93.059,1a,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872050,1,81.500,1b,91.878,150-321,Yes,150;159;206;282;316;320;321
KT872051,1,81.331,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
KT872052,1,82.967,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT872054,1,82.167,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT872055,1,81.603,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
KT872056,1,82.064,1b,93.288,150-321,Yes,150;159;206;282;316;320;321
KT872058,1,80.982,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT872059,1,81.229,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT872060,1,81.951,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
KT872061,1,81.567,1b,91.874,150-321,Yes,150;159;206;282;316;320;321
KT872062,1,81.669,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
KT872065,1,81.828,1b,93.397,150-321,Yes,150;159;206;282;316;320;321
KT872066,1,81.264,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872068,1,81.839,1b,92.329,150-321,Yes,150;159;206;282;316;320;321
KT872069,1,95.880,1a,95.260,150-321,Yes,150;159;206;282;316;320;321
KT872070,1,94.413,1a,93.849,150-321,Yes,150;159;206;282;316;320;321
KT872074,1,81.772,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
KT872077,1,82.479,1b,92.841,150-321,Yes,150;159;206;282;316;320;321
KT872078,1,81.038,1b,92.381,150-321,Yes,150;159;206;282;316;320;321
KT872079,1,82.535,1b,92.381,150-321,Yes,150;159;206;282;316;320;321
KT872080,1,81.049,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
KT872082,1,81.962,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT872083,1,81.218,1b,91.653,150-321,Yes,150;159;206;282;316;320;321
KT872085,1,82.177,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT872086,1,82.413,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
KT872088,1,80.823,1b,92.559,150-321,Yes,150;159;206;282;316;320;321
KT872089,1,82.741,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872090,1,82.074,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT872091,1,80.700,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
KT872093,1,81.500,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT872095,1,80.756,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT872096,1,82.628,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872097,1,81.500,1b,91.653,150-321,Yes,150;159;206;282;316;320;321
KT872098,1,80.813,1b,91.761,150-321,Yes,150;159;206;282;316;320;321
KT872099,1,82.572,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
KT872102,1,82.054,1b,92.212,150-321,Yes,150;159;206;282;316;320;321
KT872103,1,93.284,1a,93.002,150-321,Yes,150;159;206;282;316;320;321
KT872105,1,82.741,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
KT872106,1,82.336,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT872107,1,82.064,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT872108,1,94.303,1a,93.965,150-321,Yes,150;159;206;282;316;320;321
KT872110,1,80.711,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
KT872111,1,82.121,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT872112,1,80.869,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT872113,1,82.516,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
KT872114,1,82.403,1b,93.288,150-321,Yes,150;159;206;282;316;320;321
KT872115,1,81.151,1b,92.325,150-321,Yes,150;159;206;282;316;320;321
KT872117,1,97.065,1a,96.275,150-321,Yes,150;159;206;282;316;320;321
KT872118,1,81.669,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
KT872119,1,95.316,1a,94.357,150-321,Yes,150;159;206;282;316;320;321
KT872120,1,82.074,1b,93.010,150-321,Yes,150;159;206;282;316;320;321
KT872121,1,81.398,1b,91.371,150-321,Yes,150;159;206;282;316;320;321
KT872122,1,94.360,1a,94.247,150-321,Yes,150;159;206;282;316;320;321
KT872123,1,81.726,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
KT872126,1,80.880,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT872128,1,81.849,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
KT872129,1,94.018,1a,93.567,150-321,Yes,150;159;206;282;316;320;321
KT872130,1,82.121,1b,93.683,150-321,Yes,150;159;206;282;316;320;321
KT872131,1,81.567,1b,91.822,150-321,Yes,150;159;206;282;316;320;321
KT872132,1,81.782,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
KT872133,1,82.403,1b,93.796,150-321,Yes,150;159;206;282;316;320;321
KT872134,1,82.131,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT872136,1,82.516,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT872139,1,81.885,1b,91.479,150-321,Yes,150;159;206;282;316;320;321
KT872140,1,80.541,1b,90.976,150-321,Yes,150;159;206;282;316;320;321
KT872141,1,81.387,1b,90.858,150-321,Yes,150;159;206;282;316;320;321
KT872143,1,81.726,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT872144,1,82.177,1b,91.648,150-321,Yes,150;159;206;282;316;320;321
KT872145,1,82.741,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872146,1,81.275,1b,92.099,150-321,Yes,150;159;206;282;316;320;321
KT872147,1,93.172,1a,92.833,150-321,Yes,150;159;206;282;316;320;321
KT872148,1,82.290,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
KT872149,1,80.023,1b,90.632,150-321,Yes,150;159;206;282;316;320;321
KT872151,1,81.782,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872153,1,93.849,1a,93.454,150-321,Yes,150;159;206;282;316;320;321
KT872154,1,81.613,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT872155,1,81.500,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
KT872157,1,82.121,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
KT872159,1,81.162,1b,91.991,150-321,Yes,150;159;206;282;316;320;321
KT872160,1,93.510,1a,93.228,150-321,Yes,150;159;206;282;316;320;321
KT872161,1,80.643,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT872162,1,81.275,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT872163,1,80.912,1b,92.104,150-321,Yes,150;159;206;282;316;320;321
KT872165,1,92.212,1a,91.874,150-321,Yes,150;159;206;282;316;320;321
KT872167,1,82.300,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
KT872168,1,82.403,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT872170,1,80.823,1b,91.822,150-321,Yes,150;159;206;282;316;320;321
KT872171,1,82.290,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT872172,1,81.998,1b,92.833,150-321,Yes,150;159;206;282;316;320;321
KT872173,1,80.485,1b,91.596,150-321,Yes,150;159;206;282;316;320;321
KT872174,1,81.613,1b,91.709,150-321,Yes,150;159;206;282;316;320;321
KT872175,1,81.726,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872176,1,81.433,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872177,1,81.680,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT872179,1,81.387,1b,92.104,150-321,Yes,150;159;206;282;316;320;321
KT872181,1,81.951,1b,92.160,150-321,Yes,150;159;206;282;316;320;321
KT872182,1,93.849,1a,92.889,150-321,Yes,150;159;206;282;316;320;321
KT872183,1,82.121,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
KT872184,1,82.008,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
KT872185,1,83.080,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT872187,1,81.782,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
KT872188,1,95.485,1a,95.372,150-321,Yes,150;159;206;282;316;320;321
KT872189,1,82.121,1b,93.909,150-321,Yes,150;159;206;282;316;320;321
KT872192,1,81.716,1b,92.212,150-321,Yes,150;159;206;282;316;320;321
KT872193,1,82.008,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
KT872195,1,81.567,1b,92.108,150-321,Yes,150;159;206;282;316;320;321
KT872197,1,81.387,1b,91.253,150-321,Yes,150;159;206;282;316;320;321
KT872198,1,81.669,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT872199,1,82.234,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
KT872200,1,95.090,1a,94.357,150-321,Yes,150;159;206;282;316;320;321
KT872202,1,81.659,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT872203,1,81.275,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
KT872204,1,82.187,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
KT872205,1,81.915,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT872206,1,81.895,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
KT872210,1,81.172,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872211,1,82.506,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
KT872212,1,80.541,1b,90.576,150-321,Yes,150;159;206;282;316;320;321
KT872213,1,82.054,1b,92.438,150-321,Yes,150;159;206;282;316;320;321
KT872214,1,80.485,1b,91.709,150-321,Yes,150;159;206;282;316;320;321
KT872215,1,96.275,1a,95.316,150-321,Yes,150;159;206;282;316;320;321
KT872217,1,82.244,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872219,1,82.064,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872221,1,81.782,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT872222,1,93.905,1a,93.341,150-321,Yes,150;159;206;282;316;320;321
KT872223,1,81.162,1b,91.479,150-321,Yes,150;159;206;282;316;320;321
KT872224,1,80.880,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
KT872225,1,81.398,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
KT872226,1,81.828,1b,92.664,150-321,Yes,150;159;206;282;316;320;321
KT872229,1,81.557,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT872230,1,82.628,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
KT872232,1,80.767,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT872233,1,81.716,1b,92.381,150-321,Yes,150;159;206;282;316;320;321
KT872235,1,94.244,1a,93.623,150-321,Yes,150;159;206;282;316;320;321
KT872236,1,83.023,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT872237,1,82.187,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872238,1,81.387,1b,91.366,150-321,Yes,150;159;206;282;316;320;321
KT872239,1,81.567,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT872240,1,81.433,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT872241,1,81.736,1b,92.052,150-321,Yes,150;159;206;282;316;320;321
KT872243,1,81.500,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT872244,1,82.177,1b,93.627,150-321,Yes,150;159;206;282;316;320;321
KT872245,1,80.643,1b,91.479,150-321,Yes,150;159;206;282;316;320;321
KT872246,1,81.828,1b,93.002,150-321,Yes,150;159;206;282;316;320;321
KT872247,1,81.941,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT872248,1,81.275,1b,91.479,150-321,Yes,150;159;206;282;316;320;321
KT872249,1,81.659,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
KT872250,1,82.346,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT872251,1,81.680,1b,91.991,150-321,Yes,150;159;206;282;316;320;321
KT872252,1,94.526,1a,94.413,150-321,Yes,150;159;206;282;316;320;321
KT872253,1,94.300,1a,93.454,150-321,Yes,150;159;206;282;316;320;321
KT872254,1,81.387,1b,90.858,150-321,Yes,150;159;206;282;316;320;321
KT872256,1,92.551,1a,92.269,150-321,Yes,150;159;206;282;316;320;321
KT872257,1,95.770,1a,95.051,150-321,Yes,150;159;206;282;316;320;321
KT872258,1,94.470,1a,93.962,150-321,Yes,150;159;206;282;316;320;321
KT872260,1,94.977,1a,94.074,150-321,Yes,150;159;206;282;316;320;321
KT872262,1,81.669,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT872263,1,81.003,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
KT872264,1,80.845,1b,91.704,150-321,Yes,150;159;206;282;316;320;321
KT872265,1,93.284,1a,92.777,150-321,Yes,150;159;206;282;316;320;321
KT872266,1,94.244,1a,94.131,150-321,Yes,150;159;206;282;316;320;321
KT872267,1,82.516,1b,92.325,150-321,Yes,150;159;206;282;316;320;321
KT872268,1,80.926,1b,91.761,150-321,Yes,150;159;206;282;316;320;321
KT872269,1,82.121,1b,93.115,150-321,Yes,150;159;206;282;316;320;321
KT872271,1,82.346,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
KT872274,1,93.965,1a,93.457,150-321,Yes,150;159;206;282;316;320;321
KT872275,1,82.187,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT872276,1,94.413,1a,93.736,150-321,Yes,150;159;206;282;316;320;321
KT872277,1,82.403,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT872278,1,81.613,1b,92.329,150-321,Yes,150;159;206;282;316;320;321
KT872279,1,81.433,1b,92.833,150-321,Yes,150;159;206;282;316;320;321
KT872280,1,80.767,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872281,1,82.167,1b,93.115,150-321,Yes,150;159;206;282;316;320;321
KT872282,1,82.346,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT872283,1,82.008,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT872284,1,81.557,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT872285,1,81.895,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872287,1,94.187,1a,93.736,150-321,Yes,150;159;206;282;316;320;321
KT872288,1,81.444,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
KT872289,1,95.147,1a,94.977,150-321,Yes,150;159;206;282;316;320;321
KT872290,1,83.089,1b,93.852,150-321,Yes,150;159;206;282;316;320;321
KT872291,1,82.177,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT872294,1,93.962,1a,93.849,150-321,Yes,150;159;206;282;316;320;321
KT872296,1,81.782,1b,93.172,150-321,Yes,150;159;206;282;316;320;321
KT872297,1,81.208,1b,91.591,150-321,Yes,150;159;206;282;316;320;321
KT872298,1,82.449,1b,93.172,150-321,Yes,150;159;206;282;316;320;321
KT872300,1,81.038,1b,91.027,150-321,Yes,150;159;206;282;316;320;321
KT872301,1,82.366,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT872302,1,81.105,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
KT872303,1,94.639,1a,94.131,150-321,Yes,150;159;206;282;316;320;321
KT872304,1,82.064,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT872305,1,81.494,1b,93.039,150-321,Yes,150;159;206;282;316;320;321
KT872306,1,81.444,1b,92.269,150-321,Yes,150;159;206;282;316;320;321
KT872308,1,82.008,1b,91.761,150-321,Yes,150;159;206;282;316;320;321
KT872311,1,81.680,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
KT872312,1,81.736,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872313,1,82.280,1b,93.679,150-321,Yes,150;159;206;282;316;320;321
KT872314,1,81.511,1b,92.329,150-321,Yes,150;159;206;282;316;320;321
KT872315,1,81.885,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872317,1,82.685,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
KT872318,1,82.854,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT872319,1,81.275,1b,91.817,150-321,Yes,150;159;206;282;316;320;321
KT872320,1,81.603,1b,92.438,150-321,Yes,150;159;206;282;316;320;321
KT872322,1,82.336,1b,91.704,150-321,Yes,150;159;206;282;316;320;321
KT872324,1,82.628,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT872325,1,81.716,1b,92.438,150-321,Yes,150;159;206;282;316;320;321
KT872326,1,81.659,1b,91.596,150-321,Yes,150;159;206;282;316;320;321
KT872327,1,94.695,1a,93.905,150-321,Yes,150;159;206;282;316;320;321
KT872328,1,81.613,1b,93.002,150-321,Yes,150;159;206;282;316;320;321
KT872329,1,81.387,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT872330,1,82.008,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
KT872331,1,82.306,1b,92.369,150-321,Yes,150;159;206;282;316;320;321
KT872332,1,94.187,1a,93.510,150-321,Yes,150;159;206;282;316;320;321
KT872333,1,81.613,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
KT872334,1,80.880,1b,92.104,150-321,Yes,150;159;206;282;316;320;321
KT872336,1,81.038,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT872339,1,81.628,1b,93.047,150-321,Yes,150;159;206;282;316;320;321
KT872340,1,82.403,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT872341,1,81.500,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872343,1,81.716,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT872344,1,93.341,1a,93.115,150-321,Yes,150;159;206;282;316;320;321
KT872345,1,92.607,1a,92.264,150-321,Yes,150;159;206;282;316;320;321
KT872347,1,81.669,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
KT872348,1,81.557,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
KT872350,1,81.839,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT872351,1,81.849,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT872353,1,81.557,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT872354,1,81.444,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
KT872355,1,81.444,1b,93.059,150-321,Yes,150;159;206;282;316;320;321
KT872356,1,94.187,1a,93.454,150-321,Yes,150;159;206;282;316;320;321
KT872357,1,82.121,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872358,1,82.290,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872359,1,80.305,1b,90.463,150-321,Yes,150;159;206;282;316;320;321
KT872361,1,81.726,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
KT872362,1,82.177,1b,94.021,150-321,Yes,150;159;206;282;316;320;321
KT872365,1,82.562,1b,93.341,150-321,Yes,150;159;206;282;316;320;321
KT872366,1,82.459,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872367,1,81.895,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT872368,1,82.592,1b,93.454,150-321,Yes,150;159;206;282;316;320;321
KT872371,1,81.003,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
KT872372,1,81.546,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT872373,1,94.526,1a,94.018,150-321,Yes,150;159;206;282;316;320;321
KT872374,1,81.557,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT872375,1,95.937,1a,95.372,150-321,Yes,150;159;206;282;316;320;321
KT872376,1,82.403,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
KT872377,1,81.998,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
KT872378,1,93.679,1a,93.454,150-321,Yes,150;159;206;282;316;320;321
KT872380,1,81.331,1b,92.160,150-321,Yes,150;159;206;282;316;320;321
KT872381,1,82.177,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT872382,1,96.332,1a,95.767,150-321,Yes,150;159;206;282;316;320;321
KT872383,1,81.772,1b,93.679,150-321,Yes,150;159;206;282;316;320;321
KT872384,1,96.445,1a,95.620,150-321,Yes,150;159;206;282;316;320;321
KT872387,1,81.546,1b,92.269,150-321,Yes,150;159;206;282;316;320;321
KT872389,1,96.275,1a,95.824,150-321,Yes,150;159;206;282;316;320;321
KT872390,1,80.756,1b,93.454,150-321,Yes,150;159;206;282;316;320;321
KT872391,1,94.977,1a,94.187,150-321,Yes,150;159;206;282;316;320;321
KT872393,1,81.669,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
KT872395,1,81.736,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT872397,1,81.208,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
KT872398,1,81.331,1b,90.976,150-321,Yes,150;159;206;282;316;320;321
KT872399,1,81.162,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT872400,1,81.557,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT872401,1,82.459,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
KT872403,1,95.034,1a,94.470,150-321,Yes,150;159;206;282;316;320;321
KT872404,1,81.444,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT872405,1,82.459,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT872408,1,82.516,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT872409,1,81.726,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT872411,1,81.387,1b,90.863,150-321,Yes,150;159;206;282;316;320;321
KT872412,1,95.880,1a,95.090,150-321,Yes,150;159;206;282;316;320;321
KT872413,1,80.947,1b,91.427,150-321,Yes,150;159;206;282;316;320;321
KT872414,1,82.562,1b,93.849,150-321,Yes,150;159;206;282;316;320;321
KT872415,1,82.459,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT872416,1,81.454,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
