Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredNS3RASPositions
KT870305,1,79.968,1b,89.429,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870306,1,79.441,1b,92.442,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870311,1,78.153,1b,87.262,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870312,1,79.589,1b,90.914,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870313,1,79.334,1b,91.173,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870314,1,79.683,1b,91.015,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870315,1,93.027,1a,93.133,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870317,1,91.337,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870318,1,94.717,1a,94.295,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870319,1,78.986,1b,89.218,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870321,1,80.337,1b,90.116,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870322,1,93.502,1a,93.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870325,1,79.483,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870328,1,90.544,1a,91.020,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870330,1,78.964,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870331,1,79.483,1b,90.174,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870332,1,77.414,1b,89.429,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870336,1,78.858,1b,90.544,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870341,1,79.292,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870342,1,79.567,1b,89.482,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870343,1,79.631,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870344,1,79.916,1b,90.803,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870345,1,79.378,1b,89.429,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870347,1,79.125,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870352,1,78.850,1b,89.641,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870353,1,79.747,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870354,1,78.914,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870355,1,78.839,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870357,1,91.706,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870359,1,79.028,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870362,1,79.398,1b,89.329,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870363,1,79.398,1b,91.279,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870369,1,79.208,1b,90.016,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870370,1,94.083,1a,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870372,1,91.337,1a,91.337,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870373,1,79.947,1b,91.015,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870377,1,79.778,1b,88.748,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870378,1,91.812,1a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870380,1,79.156,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870381,1,79.420,1b,90.169,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870382,1,80.158,1b,89.382,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870383,1,80.032,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870384,1,79.461,1b,89.641,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870385,1,79.514,1b,90.909,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870387,1,80.074,1b,92.230,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870391,1,79.789,1b,89.006,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870393,1,78.786,1b,90.433,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870395,1,91.125,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870397,1,91.072,1a,91.653,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870398,1,80.190,1b,91.121,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870399,1,80.000,1b,90.856,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870400,1,79.578,1b,90.486,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870404,1,78.534,1b,89.752,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870405,1,79.334,1b,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870406,1,79.125,1b,89.693,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870408,1,79.842,1b,90.433,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870412,1,91.442,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870413,1,78.861,1b,88.584,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870415,1,80.211,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870416,1,80.148,1b,90.645,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870417,1,80.011,1b,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870418,1,79.430,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870419,1,79.483,1b,91.759,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870420,1,78.786,1b,87.632,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870422,1,78.470,1b,90.433,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870423,1,79.747,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870425,1,79.378,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870426,1,79.219,1b,90.645,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870430,1,80.232,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870431,1,79.662,1b,89.376,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870435,1,79.556,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870439,1,79.598,1b,90.650,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870440,1,91.601,1a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870441,1,79.842,1b,89.746,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870442,1,90.703,1a,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870445,1,79.440,1b,90.016,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870448,1,79.092,1b,90.016,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870449,1,79.314,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870450,1,78.669,1b,89.323,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870451,1,92.340,1a,92.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870452,1,79.598,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870454,1,79.493,1b,90.174,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870455,1,79.683,1b,90.856,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870456,1,79.398,1b,91.121,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870458,1,79.017,1b,89.989,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870459,1,79.800,1b,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870462,1,78.100,1b,89.271,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870472,1,79.578,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870474,1,79.072,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870476,1,79.345,1b,90.433,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870477,1,80.412,1b,90.227,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870478,1,78.967,1b,90.486,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870479,1,79.736,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870481,1,94.400,1a,94.031,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870483,1,91.231,1a,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870484,1,79.683,1b,91.332,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870488,1,79.197,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870489,1,94.242,1a,94.189,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870491,1,79.842,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870492,1,92.763,1a,93.185,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870494,1,78.259,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870495,1,80.095,1b,91.173,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870496,1,78.764,1b,90.381,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870500,1,78.892,1b,90.132,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870501,1,79.905,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870504,1,78.259,1b,90.381,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870505,1,79.136,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870507,1,79.652,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870508,1,80.517,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870509,1,78.986,1b,88.695,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870512,1,78.756,1b,89.746,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870514,1,79.409,1b,89.382,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870517,1,78.511,1b,90.116,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870518,1,78.967,1b,90.486,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870521,1,92.182,1a,92.182,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870524,1,79.736,1b,90.122,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870530,1,79.409,1b,90.486,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870531,1,80.095,1b,90.074,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870532,1,78.945,1b,90.592,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870533,1,79.430,1b,90.592,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870534,1,79.662,1b,89.641,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870535,1,79.852,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870539,1,78.428,1b,89.393,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870540,1,92.865,1a,93.922,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870541,1,80.021,1b,90.645,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870542,1,79.715,1b,91.279,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870543,1,92.446,1a,92.604,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870544,1,79.514,1b,90.808,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870550,1,90.861,1a,90.544,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870551,1,79.430,1b,89.482,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870552,1,79.272,1b,89.329,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870553,1,79.178,1b,89.323,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870555,1,78.870,1b,90.391,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870557,1,79.483,1b,89.641,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870558,1,91.072,1a,91.389,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870562,1,79.567,1b,89.276,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870563,1,91.072,1a,91.442,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870564,1,80.201,1b,89.482,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870567,1,79.020,1b,91.649,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870571,1,79.367,1b,89.588,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870575,1,79.842,1b,90.909,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870576,1,78.089,1b,89.588,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870579,1,79.768,1b,91.231,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870582,1,93.819,1a,93.872,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870584,1,79.652,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870585,1,79.525,1b,91.543,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870587,1,78.605,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870588,1,79.916,1b,90.698,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870590,1,90.967,1a,91.284,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870591,1,79.430,1b,91.702,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870592,1,79.283,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870596,1,79.178,1b,91.015,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870598,1,80.643,1b,91.279,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870602,1,91.548,1a,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870604,1,79.810,1b,90.909,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870606,1,80.317,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870608,1,79.503,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870609,1,78.809,1b,91.279,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870610,1,79.367,1b,90.803,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870611,1,78.700,1b,91.337,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870613,1,79.156,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870614,1,78.986,1b,91.226,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870617,1,78.669,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870619,1,79.525,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870620,1,79.831,1b,91.755,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870622,1,79.219,1b,89.963,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870623,1,79.050,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870624,1,79.208,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870626,1,79.736,1b,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870627,1,79.884,1b,90.967,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870632,1,79.430,1b,89.641,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870633,1,79.389,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870636,1,79.736,1b,89.006,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870638,1,93.133,1a,93.925,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870639,1,78.809,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870641,1,79.810,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870642,1,94.295,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870644,1,79.145,1b,89.588,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870648,1,79.389,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870649,1,78.639,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870650,1,80.021,1b,90.803,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870651,1,79.208,1b,89.435,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870652,1,79.525,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870657,1,91.601,1a,91.442,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870658,1,80.337,1b,90.856,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870661,1,79.873,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870663,1,78.692,1b,89.910,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870664,1,94.031,1a,93.819,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870666,1,79.336,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870667,1,79.789,1b,91.226,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870670,1,79.705,1b,91.068,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870671,1,90.967,1a,91.284,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870672,1,78.809,1b,89.323,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870678,1,79.050,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870680,1,78.956,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870681,1,79.092,1b,89.752,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870682,1,78.428,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870683,1,80.601,1b,91.015,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870684,1,90.861,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870685,1,80.053,1b,91.068,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870686,1,79.525,1b,89.482,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870687,1,79.114,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870689,1,80.169,1b,91.596,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870692,1,80.127,1b,91.755,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870694,1,78.892,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870695,1,90.491,1a,91.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870696,1,78.417,1b,89.482,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870697,1,79.356,1b,88.537,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870700,1,79.547,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870703,1,79.747,1b,90.808,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870705,1,80.274,1b,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870707,1,78.353,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870711,1,79.250,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870713,1,79.389,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870719,1,80.190,1b,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870721,1,79.175,1b,89.805,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870722,1,79.694,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870726,1,80.232,1b,90.433,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870728,1,80.179,1b,90.803,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870729,1,78.809,1b,88.689,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870731,1,79.620,1b,90.856,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870733,1,79.673,1b,90.592,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870734,1,78.639,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870735,1,79.145,1b,90.433,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870736,1,79.178,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870737,1,79.894,1b,91.755,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870741,1,90.808,1a,91.442,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870744,1,79.114,1b,90.381,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870746,1,79.114,1b,89.588,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870748,1,79.281,1b,89.271,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870751,1,91.125,1a,91.495,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870752,1,79.567,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870754,1,79.228,1b,89.112,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870755,1,79.314,1b,91.226,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870759,1,79.178,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870760,1,79.820,1b,89.059,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870762,1,79.123,1b,89.435,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870763,1,79.725,1b,89.857,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870764,1,79.589,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870765,1,78.440,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870766,1,80.253,1b,90.227,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT870767,1,78.986,1b,90.169,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
