Gene,Accession,CometSubtype,BlastPerGeneSubtype,CompareCondition
NS5B,JF722586,2j,2d,Comet_vs_PerGene
NS5B,JF722587,2j,2v,Comet_vs_PerGene
NS5B,JF722590,2c,2f,Comet_vs_PerGene
NS5B,JF722593,2j,2v,Comet_vs_PerGene
NS5B,JF722596,2c,2d,Comet_vs_PerGene
NS5B,JF722597,2j,2f,Comet_vs_PerGene
NS5B,JF722598,2j,2v,Comet_vs_PerGene
NS5B,JF722600,2b,2t,Comet_vs_PerGene
NS5B,JF722603,2q,2v,Comet_vs_PerGene
NS5B,JF722609,2j,2v,Comet_vs_PerGene
NS5B,JF722610,2j,2f,Comet_vs_PerGene
NS5B,JF722612,2j,2v,Comet_vs_PerGene
NS5B,JF722613,2j,2v,Comet_vs_PerGene
NS5B,JF722618,2j,2m,Comet_vs_PerGene
NS5B,JF735110,2j,2r,Comet_vs_PerGene
NS5B,JF735112,2a,2u,Comet_vs_PerGene
NS5B,JF735116,2j,2a,Comet_vs_PerGene
NS5B,JF735117,2j,2f,Comet_vs_PerGene
NS5B,JF735118,2k,2q,Comet_vs_PerGene
NS5B,JF735119,2a,2u,Comet_vs_PerGene
NS5B,JF735124,"unassigned_1, 3a-3g",3h,Comet_vs_PerGene
NS5B,JF735125,"unassigned_1, 3i-3h-6h-6b",3i,Comet_vs_PerGene
NS5B,JF735127,4k,4b,Comet_vs_PerGene
NS5B,JF735128,"unassigned_1, 4v-4m-4p-4t-4a-3g-2b-1a-3h",4v,Comet_vs_PerGene
NS5B,JF735129,"unassigned_1, 4v-4k",4v,Comet_vs_PerGene
NS5B,JF735130,"unassigned_1, 4v-4o",4l,Comet_vs_PerGene
NS5B,JF735131,"unassigned_1, 4v-4g",4l,Comet_vs_PerGene
NS5B,JF735132,4v,4p,Comet_vs_PerGene
NS5B,JF735134,4k,4b,Comet_vs_PerGene
NS5B,JF735135,4a,4c,Comet_vs_PerGene
NS5B,JF735136,"unassigned_1, 4v-4g",4s,Comet_vs_PerGene
NS5B,JF735138,4k,4b,Comet_vs_PerGene
NS5B,JF779679,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5B,JN038189,4d,4o,Comet_vs_PerGene
NS5B,JN168947,4l,4b,Comet_vs_PerGene
NS5B,JN203143,4a,4c,Comet_vs_PerGene
NS5B,JN203145,4a,4m,Comet_vs_PerGene
NS5B,JN642780,1a,1e,Comet_vs_PerGene
NS5B,JN642783,4a,4m,Comet_vs_PerGene
NS5B,JN642784,4v,4c,Comet_vs_PerGene
NS5B,JN642786,4v,4r,Comet_vs_PerGene
NS5B,JN642788,4v,4m,Comet_vs_PerGene
NS5B,JN642790,4v,4m,Comet_vs_PerGene
NS5B,JN642791,4a,4c,Comet_vs_PerGene
NS5B,JN642792,4f,4a,Comet_vs_PerGene
NS5B,JN642794,4v,4m,Comet_vs_PerGene
NS5B,JN642795,4v,4r,Comet_vs_PerGene
NS5B,JN642800,4v,4m,Comet_vs_PerGene
NS5B,JN642806,4v,4m,Comet_vs_PerGene
NS5B,JN642811,4v,4a,Comet_vs_PerGene
NS5B,JN642814,4v,4a,Comet_vs_PerGene
NS5B,JN642818,4a,4f,Comet_vs_PerGene
NS5B,JN642819,4v,4r,Comet_vs_PerGene
NS5B,JN642820,4v,4m,Comet_vs_PerGene
NS5B,JN642822,4f,4b,Comet_vs_PerGene
NS5B,JN642824,4f,4w,Comet_vs_PerGene
NS5B,JN642826,4v,4c,Comet_vs_PerGene
NS5B,JN642828,4v,4a,Comet_vs_PerGene
NS5B,JN642829,2j,2r,Comet_vs_PerGene
NS5B,JN642830,4v,4r,Comet_vs_PerGene
NS5B,JN642832,4v,4m,Comet_vs_PerGene
NS5B,JN642833,4v,4c,Comet_vs_PerGene
NS5B,JN642834,4f,4a,Comet_vs_PerGene
NS5B,JN642835,1b,1i,Comet_vs_PerGene
NS5B,JN642836,4v,4c,Comet_vs_PerGene
NS5B,JN642838,2j,2r,Comet_vs_PerGene
NS5B,JN642841,2j,2q,Comet_vs_PerGene
NS5B,JN642842,4v,4r,Comet_vs_PerGene
NS5B,JN642844,4v,4m,Comet_vs_PerGene
NS5B,JN642845,4v,4a,Comet_vs_PerGene
NS5B,JN642846,4v,4p,Comet_vs_PerGene
NS5B,JN642847,4v,4m,Comet_vs_PerGene
NS5B,JN642848,4v,4f,Comet_vs_PerGene
NS5B,JN642849,4v,4m,Comet_vs_PerGene
NS5B,JN642853,4a,4m,Comet_vs_PerGene
NS5B,JN642854,4v,4d,Comet_vs_PerGene
NS5B,JN642857,4v,4t,Comet_vs_PerGene
NS5B,JN642858,4v,4a,Comet_vs_PerGene
NS5B,JN642859,4v,4m,Comet_vs_PerGene
NS5B,JN642861,4v,4f,Comet_vs_PerGene
NS5B,JN642862,4v,4m,Comet_vs_PerGene
NS5B,JN642863,4v,4a,Comet_vs_PerGene
NS5B,JN642864,4v,4d,Comet_vs_PerGene
NS5B,JN642865,4v,4d,Comet_vs_PerGene
NS5B,JN642866,4v,4a,Comet_vs_PerGene
NS5B,JN642867,4v,4a,Comet_vs_PerGene
NS5B,JN642868,4v,4a,Comet_vs_PerGene
NS5B,JN642871,4v,4m,Comet_vs_PerGene
NS5B,JN642872,4v,4a,Comet_vs_PerGene
NS5B,JN642873,4v,4a,Comet_vs_PerGene
NS5B,JN642874,4a,4m,Comet_vs_PerGene
NS5B,JN642875,4a,4c,Comet_vs_PerGene
NS5B,JN642876,4v,4l,Comet_vs_PerGene
NS5B,JN642877,4d,4a,Comet_vs_PerGene
NS5B,JN642878,4v,4f,Comet_vs_PerGene
NS5B,JN642883,4v,4a,Comet_vs_PerGene
NS5B,JN642884,4v,4c,Comet_vs_PerGene
NS5B,JN642885,4a,4c,Comet_vs_PerGene
NS5B,JN642886,4v,4m,Comet_vs_PerGene
NS5B,JN642887,4v,4a,Comet_vs_PerGene
NS5B,JN642888,4v,4m,Comet_vs_PerGene
NS5B,JN642889,4a,4c,Comet_vs_PerGene
NS5B,JN642890,4f,4d,Comet_vs_PerGene
NS5B,JN642891,4v,4m,Comet_vs_PerGene
NS5B,JN642892,4v,4a,Comet_vs_PerGene
NS5B,JN642893,4v,4a,Comet_vs_PerGene
NS5B,JN642894,4v,4f,Comet_vs_PerGene
NS5B,JN642895,4v,4m,Comet_vs_PerGene
NS5B,JN642897,4g?,4g,Comet_vs_PerGene
NS5B,JN642898,4v,4m,Comet_vs_PerGene
NS5B,JN642899,4f,4d,Comet_vs_PerGene
NS5B,JN642900,4v,4p,Comet_vs_PerGene
NS5B,JN642901,4v,4c,Comet_vs_PerGene
NS5B,JN642903,4v,4d,Comet_vs_PerGene
NS5B,JN642904,4v,4a,Comet_vs_PerGene
NS5B,JN642907,4v,4p,Comet_vs_PerGene
NS5B,JN642908,4v,4p,Comet_vs_PerGene
NS5B,JN642909,4v,4m,Comet_vs_PerGene
NS5B,JN642912,4v,4a,Comet_vs_PerGene
NS5B,JN642913,4v,4d,Comet_vs_PerGene
NS5B,JN642914,4v,4a,Comet_vs_PerGene
NS5B,JN642919,4f,4d,Comet_vs_PerGene
NS5B,JN642922,4v,4m,Comet_vs_PerGene
NS5B,JN642930,4f,4a,Comet_vs_PerGene
NS5B,JN642931,4v,4d,Comet_vs_PerGene
NS5B,JN642932,4v,4l,Comet_vs_PerGene
NS5B,JN642933,4v,4t,Comet_vs_PerGene
NS5B,JN642935,4v,4a,Comet_vs_PerGene
NS5B,JN642936,4a,4t,Comet_vs_PerGene
NS5B,JN642937,4l,4t,Comet_vs_PerGene
NS5B,JN642939,4v,4c,Comet_vs_PerGene
NS5B,JN642943,4l,4m,Comet_vs_PerGene
NS5B,JN642945,4v,4f,Comet_vs_PerGene
NS5B,JN642946,4v,4p,Comet_vs_PerGene
NS5B,JN642949,4v,4m,Comet_vs_PerGene
NS5B,JN642951,4a,4c,Comet_vs_PerGene
NS5B,JN642952,4v,4p,Comet_vs_PerGene
NS5B,JN642953,4v,4a,Comet_vs_PerGene
NS5B,JN642954,4v,4f,Comet_vs_PerGene
NS5B,JN642955,4v,4a,Comet_vs_PerGene
NS5B,JN642956,4v,4d,Comet_vs_PerGene
NS5B,JN642957,4v,4f,Comet_vs_PerGene
NS5B,JN642958,4v,4f,Comet_vs_PerGene
NS5B,JN642959,4v,4a,Comet_vs_PerGene
NS5B,JN642960,4v,4c,Comet_vs_PerGene
NS5B,JN642964,4v,4r,Comet_vs_PerGene
NS5B,JN642965,4v,4a,Comet_vs_PerGene
NS5B,JN642966,2j,2u,Comet_vs_PerGene
NS5B,JN642967,4v,4f,Comet_vs_PerGene
NS5B,JN642968,4v,4d,Comet_vs_PerGene
NS5B,JN642969,4v,4d,Comet_vs_PerGene
NS5B,JN642972,4v,4c,Comet_vs_PerGene
NS5B,JN642973,4f,4c,Comet_vs_PerGene
NS5B,JN642974,2a,2u,Comet_vs_PerGene
NS5B,JN642975,4v,4m,Comet_vs_PerGene
NS5B,JN642976,4d,4c,Comet_vs_PerGene
NS5B,JN642978,4v,4r,Comet_vs_PerGene
NS5B,JN642980,4v,4m,Comet_vs_PerGene
NS5B,JN642982,4v,4r,Comet_vs_PerGene
NS5B,JN642983,4v,4c,Comet_vs_PerGene
NS5B,JQ272557,2b,2a,Comet_vs_PerGene
NS5B,JQ318407,2j,2a,Comet_vs_PerGene
NS5B,JQ318415,6q,8a,Comet_vs_PerGene
NS5B,JQ318416,2j,2q,Comet_vs_PerGene
NS5B,JQ318419,2a,2d,Comet_vs_PerGene
NS5B,JQ318420,4k,4l,Comet_vs_PerGene
NS5B,JQ318422,4v,4s,Comet_vs_PerGene
NS5B,JQ318423,4a,4c,Comet_vs_PerGene
NS5B,JQ318424,6h,8a,Comet_vs_PerGene
NS5B,JQ318428,6h,8a,Comet_vs_PerGene
NS5B,JQ318432,4a,4s,Comet_vs_PerGene
NS5B,JQ318437,1a,1m,Comet_vs_PerGene
NS5B,JQ318441,2q,2r,Comet_vs_PerGene
NS5B,JQ318444,1b,1d,Comet_vs_PerGene
NS5B,JQ318446,6b,6xd,Comet_vs_PerGene
NS5B,JQ318450,1l,1o,Comet_vs_PerGene
NS5B,JQ318452,1l,1m,Comet_vs_PerGene
NS5B,JQ318454,6l,2m,Comet_vs_PerGene
NS5B,JQ318455,1a,1k,Comet_vs_PerGene
NS5B,JQ318456,1a,1d,Comet_vs_PerGene
NS5B,JQ318460,2j,2t,Comet_vs_PerGene
NS5B,JQ318462,1l,1m,Comet_vs_PerGene
NS5B,JQ318465,4v,4s,Comet_vs_PerGene
NS5B,JQ318466,4v,4q,Comet_vs_PerGene
NS5B,JQ318467,2j,2a,Comet_vs_PerGene
NS5B,JQ318469,2q,2u,Comet_vs_PerGene
NS5B,JQ318472,1a,1k,Comet_vs_PerGene
NS5B,JQ318473,1c,1k,Comet_vs_PerGene
NS5B,JQ318474,1b,1d,Comet_vs_PerGene
NS5B,JQ318475,1a,1n,Comet_vs_PerGene
NS5B,JQ318478,1b,1d,Comet_vs_PerGene
NS5B,JQ318480,2k,2f,Comet_vs_PerGene
NS5B,JQ318482,6h,8a,Comet_vs_PerGene
NS5B,JQ318490,1a,1m,Comet_vs_PerGene
NS5B,JQ318495,1l,1k,Comet_vs_PerGene
NS5B,JQ318497,2j,2u,Comet_vs_PerGene
NS5B,JQ318500,2a,2t,Comet_vs_PerGene
NS5B,JQ318501,2j,2t,Comet_vs_PerGene
NS5B,JQ318502,4v,4l,Comet_vs_PerGene
NS5B,JQ318503,4g,4w,Comet_vs_PerGene
NS5B,JQ318504,2j,2r,Comet_vs_PerGene
NS5B,JQ318510,2j,2r,Comet_vs_PerGene
NS5B,JQ318519,6b,6xd,Comet_vs_PerGene
NS5B,JQ318525,2j,2t,Comet_vs_PerGene
NS5B,JQ318530,6q,3d,Comet_vs_PerGene
NS5B,JQ318536,2j,2d,Comet_vs_PerGene
NS5B,JQ318541,4d,4v,Comet_vs_PerGene
NS5B,JQ318546,2b,2t,Comet_vs_PerGene
NS5B,JQ318556,4v,4q,Comet_vs_PerGene
NS5B,JQ318561,1b,1d,Comet_vs_PerGene
NS5B,JQ318569,6e,6xc,Comet_vs_PerGene
NS5B,JQ318571,4l,4s,Comet_vs_PerGene
NS5B,JQ650333,2c,2v,Comet_vs_PerGene
NS5B,JQ650334,2j,2v,Comet_vs_PerGene
NS5B,JQ650335,2a,2v,Comet_vs_PerGene
NS5B,JQ650336,2j,2v,Comet_vs_PerGene
NS5B,JQ650337,2j,2v,Comet_vs_PerGene
NS5B,JQ650338,2j,2v,Comet_vs_PerGene
NS5B,JQ650339,2j,2v,Comet_vs_PerGene
NS5B,JQ650340,2j,2v,Comet_vs_PerGene
NS5B,JQ650341,2j,2v,Comet_vs_PerGene
NS5B,JQ650342,2j,2v,Comet_vs_PerGene
NS5B,JQ650343,2j,2f,Comet_vs_PerGene
NS5B,JQ650346,2j,2v,Comet_vs_PerGene
NS5B,JQ650347,2c,2k,Comet_vs_PerGene
NS5B,JQ679028,2j,2a,Comet_vs_PerGene
NS5B,JQ679029,2j,2a,Comet_vs_PerGene
NS5B,JQ679030,2a,2d,Comet_vs_PerGene
NS5B,JQ679034,2j,2d,Comet_vs_PerGene
NS5B,JQ679035,2a,2d,Comet_vs_PerGene
NS5B,JQ679036,2j,2a,Comet_vs_PerGene
NS5B,JQ679037,1a,1l,Comet_vs_PerGene
NS5B,JQ679038,1a,1l,Comet_vs_PerGene
NS5B,JQ679039,1c,1k,Comet_vs_PerGene
NS5B,JQ679040,1c,1a,Comet_vs_PerGene
NS5B,JQ679041,1l,1j,Comet_vs_PerGene
NS5B,JQ679042,1l,1m,Comet_vs_PerGene
NS5B,JQ679044,1l,1o,Comet_vs_PerGene
NS5B,JQ679045,1l,1k,Comet_vs_PerGene
NS5B,JQ679046,1b,1l,Comet_vs_PerGene
NS5B,JQ679048,1a,1c,Comet_vs_PerGene
NS5B,JQ679049,1l,1c,Comet_vs_PerGene
NS5B,JQ679050,1l,1d,Comet_vs_PerGene
NS5B,JQ679051,1b,1m,Comet_vs_PerGene
NS5B,JQ679053,1c,1o,Comet_vs_PerGene
NS5B,JQ679054,1c,1o,Comet_vs_PerGene
NS5B,JQ679055,1c,1o,Comet_vs_PerGene
NS5B,JQ679056,1c,1o,Comet_vs_PerGene
NS5B,JQ679057,1c,1o,Comet_vs_PerGene
NS5B,JQ679058,1c,1o,Comet_vs_PerGene
NS5B,JQ679060,1b,1d,Comet_vs_PerGene
NS5B,JQ679061,1c,1o,Comet_vs_PerGene
NS5B,JQ679062,1c,1o,Comet_vs_PerGene
NS5B,JQ679064,1c,1o,Comet_vs_PerGene
NS5B,JQ679065,1l,1o,Comet_vs_PerGene
NS5B,JQ679068,1a,1d,Comet_vs_PerGene
NS5B,JQ679069,1a,1d,Comet_vs_PerGene
NS5B,JQ679070,1b,1d,Comet_vs_PerGene
NS5B,JQ679071,1b,1d,Comet_vs_PerGene
NS5B,JQ679072,1b,1d,Comet_vs_PerGene
NS5B,JQ679073,1b,1d,Comet_vs_PerGene
NS5B,JQ679074,1b,1d,Comet_vs_PerGene
NS5B,JQ679075,1b,1d,Comet_vs_PerGene
NS5B,JQ679076,1b,1d,Comet_vs_PerGene
NS5B,JQ679077,1b,1d,Comet_vs_PerGene
NS5B,JQ679078,1b,1d,Comet_vs_PerGene
NS5B,JQ679079,1c,1d,Comet_vs_PerGene
NS5B,JQ679080,1b,1d,Comet_vs_PerGene
NS5B,JQ679081,1b,1d,Comet_vs_PerGene
NS5B,JQ679082,1b,1d,Comet_vs_PerGene
NS5B,JQ679084,1b,1a,Comet_vs_PerGene
NS5B,JQ679085,1a,1h,Comet_vs_PerGene
NS5B,JQ679087,1h,1d,Comet_vs_PerGene
NS5B,OP555741,"unassigned_1, 4d-3g-2b-6k-2b-6k-1a-6k-6d-6k",4d,Comet_vs_PerGene
NS5B,OP555742,"unassigned_1, 4d-4a-4n-4g-4n-4k-4g-4w-3g-3h-6h-6d-6h-6d",4d,Comet_vs_PerGene
NS5B,OP555743,"unassigned_1, 4d-2j-2a-2m-2a",2a,Comet_vs_PerGene
NS5B,OP555744,"unassigned_1, 4d-2j-2a-2m-2a",2a,Comet_vs_PerGene
NS5B,OP555745,"unassigned_1, 4d-2j-2a-2m-2a",2a,Comet_vs_PerGene
NS5B,PX361034,"unassigned_1, 1l-2a",1l,Comet_vs_PerGene
NS5B,PX376057,"unassigned_1, 1l-2k-2j-2a-2q",1l,Comet_vs_PerGene
NS5B,PX376058,"unassigned_1, 1l-2a",1l,Comet_vs_PerGene
NS5B,PX376059,"unassigned_1, 1l-4v-4f",1l,Comet_vs_PerGene
NS5B,PX386811,"unassigned_1, 1a-3a",1a,Comet_vs_PerGene
NS5B,PX386926,2j,2q,Comet_vs_PerGene
NS5B,PX386968,"unassigned_1, 3h-6a",3h,Comet_vs_PerGene
NS5B,PX445001,"unassigned_1, 1h-4f",1h,Comet_vs_PerGene
NS5B,PX445002,"unassigned_1, 1e-4a-4w-4f",1e,Comet_vs_PerGene
NS5B,PX445003,"unassigned_1, 1h-4f-4l-4f",1h,Comet_vs_PerGene
NS5B,PX445004,"unassigned_1, 1e-4f-4w-4f-4p",1e,Comet_vs_PerGene
NS5B,PX446221,"unassigned_1, 1l-2k-2a",1l,Comet_vs_PerGene
NS5B,PX446959,"unassigned_1, 1l-4f",1l,Comet_vs_PerGene
NS5B,PX446960,"unassigned_1, 1l-4f",1l,Comet_vs_PerGene
NS5B,EU246937,"unassigned_1, 6n-6o-6e-6a-6o",6n,Comet_vs_PerGene
NS5B,EU420973,4k,8a,Comet_vs_PerGene
NS5B,EU420974,6a,6xd,Comet_vs_PerGene
NS5B,EU420975,6j,8a,Comet_vs_PerGene
NS5B,EU420978,6e,6f,Comet_vs_PerGene
NS5B,EU420979,6a,6d,Comet_vs_PerGene
NS5B,EU420980,6a,6xd,Comet_vs_PerGene
NS5B,EU420981,6e,6xf,Comet_vs_PerGene
NS5B,EU420982,6a,6xd,Comet_vs_PerGene
NS5B,EU420983,6h,1l,Comet_vs_PerGene
NS5B,EU420984,6a,6xd,Comet_vs_PerGene
NS5B,EU420985,6e,6q,Comet_vs_PerGene
NS5B,EU420986,6l,1a,Comet_vs_PerGene
NS5B,EU643835,"unassigned_1, 6w-2b",6w,Comet_vs_PerGene
NS5B,EU684606,4f,1n,Comet_vs_PerGene
NS5B,EU710349,"unassigned_1, 3a-6h",3a,Comet_vs_PerGene
NS5B,EU857431,"unassigned_1, 1b-3h",1b,Comet_vs_PerGene
NS5B,FJ025854,"unassigned_1, 4k-4f",4b,Comet_vs_PerGene
NS5B,FJ462437,"unassigned_1, 4d-4o",4d,Comet_vs_PerGene
NS5B,FJ462853,6v,2u,Comet_vs_PerGene
NS5B,FJ515062,"unassigned_1, 1b-1a",1b,Comet_vs_PerGene
NS5B,FJ515077,"unassigned_1, 1b-3a",1b,Comet_vs_PerGene
NS5B,FJ515092,"unassigned_1, 6a-1b",6a,Comet_vs_PerGene
NS5B,FJ755932,4v,4p,Comet_vs_PerGene
NS5B,FJ755933,4v,4p,Comet_vs_PerGene
NS5B,FJ755935,4v,4c,Comet_vs_PerGene
NS5B,FJ755936,4v,4r,Comet_vs_PerGene
NS5B,FJ755937,4g?,4g,Comet_vs_PerGene
NS5B,FJ755938,4v,4c,Comet_vs_PerGene
NS5B,FJ755939,4v,4m,Comet_vs_PerGene
NS5B,FJ755941,4g,4k,Comet_vs_PerGene
NS5B,FJ768776,6l,2a,Comet_vs_PerGene
NS5B,FJ791060,2j,2u,Comet_vs_PerGene
NS5B,FJ791061,4a,4l,Comet_vs_PerGene
NS5B,FJ791064,4a,4c,Comet_vs_PerGene
NS5B,FJ791069,4a,4c,Comet_vs_PerGene
NS5B,FJ791070,4a,4c,Comet_vs_PerGene
NS5B,FJ791083,4a,4c,Comet_vs_PerGene
NS5B,FJ791086,4a,4c,Comet_vs_PerGene
NS5B,FJ791088,2b,2l,Comet_vs_PerGene
NS5B,FJ791089,1b,1o,Comet_vs_PerGene
NS5B,FJ791090,4a,4c,Comet_vs_PerGene
NS5B,FJ791093,4a,4c,Comet_vs_PerGene
NS5B,FJ791094,2j,2u,Comet_vs_PerGene
NS5B,FJ791099,2b,2u,Comet_vs_PerGene
NS5B,FJ791103,4a,4c,Comet_vs_PerGene
NS5B,FJ791107,4a,4c,Comet_vs_PerGene
NS5B,FJ791111,4a,4m,Comet_vs_PerGene
NS5B,FJ795691,4v,4l,Comet_vs_PerGene
NS5B,FJ795711,4f,4r,Comet_vs_PerGene
NS5B,FJ795720,4v,4p,Comet_vs_PerGene
NS5B,FJ807073,4a,4o,Comet_vs_PerGene
NS5B,FJ859286,6i,1a,Comet_vs_PerGene
NS5B,FJ859289,6i,1m,Comet_vs_PerGene
NS5B,FJ859295,6i,1a,Comet_vs_PerGene
NS5B,FJ859297,6j,1a,Comet_vs_PerGene
NS5B,FJ859305,6j,3g,Comet_vs_PerGene
NS5B,FJ859316,6j,1m,Comet_vs_PerGene
NS5B,FJ859319,6i,1m,Comet_vs_PerGene
NS5B,FJ859323,6i,1m,Comet_vs_PerGene
NS5B,FJ859325,6i,1m,Comet_vs_PerGene
NS5B,FJ859328,6j,3h,Comet_vs_PerGene
NS5B,FJ859329,6i,1a,Comet_vs_PerGene
NS5B,FJ859331,6j,8a,Comet_vs_PerGene
NS5B,FJ859333,6j,3i,Comet_vs_PerGene
NS5B,FJ872268,2a,2u,Comet_vs_PerGene
NS5B,FJ872269,2b,2t,Comet_vs_PerGene
NS5B,FJ872270,2a,2l,Comet_vs_PerGene
NS5B,FJ872342,1b,1i,Comet_vs_PerGene
NS5B,FN435993,"unassigned_1, 1b-6h-6b-6h-6b-6d",1b,Comet_vs_PerGene
NS5B,FN668611,4a,4o,Comet_vs_PerGene
NS5B,FN668612,4a,4o,Comet_vs_PerGene
NS5B,GQ153856,2j,2r,Comet_vs_PerGene
NS5B,GQ153857,2c,2f,Comet_vs_PerGene
NS5B,GQ153858,2b,2a,Comet_vs_PerGene
NS5B,GQ153859,2b,2k,Comet_vs_PerGene
NS5B,GQ153860,2j,2d,Comet_vs_PerGene
NS5B,GQ153861,2j,2a,Comet_vs_PerGene
NS5B,GQ153862,2j,2u,Comet_vs_PerGene
NS5B,GQ153863,2a,2d,Comet_vs_PerGene
NS5B,GQ153864,2m,2u,Comet_vs_PerGene
NS5B,GQ153865,2k,2r,Comet_vs_PerGene
NS5B,GQ153866,2b,2u,Comet_vs_PerGene
NS5B,GQ153867,2a,2t,Comet_vs_PerGene
NS5B,GQ153868,2b,2d,Comet_vs_PerGene
NS5B,GQ153869,2j,2u,Comet_vs_PerGene
NS5B,GQ153870,2j,2u,Comet_vs_PerGene
NS5B,GQ153871,2j,2d,Comet_vs_PerGene
NS5B,GQ153872,2j,2q,Comet_vs_PerGene
NS5B,GQ153873,2j,2a,Comet_vs_PerGene
NS5B,GQ153874,2j,2a,Comet_vs_PerGene
NS5B,GQ153875,2b,2a,Comet_vs_PerGene
NS5B,GQ153876,2b,2u,Comet_vs_PerGene
NS5B,GQ153877,2b,2t,Comet_vs_PerGene
NS5B,GQ153878,2b,2v,Comet_vs_PerGene
NS5B,GQ153880,2a,2b,Comet_vs_PerGene
NS5B,GQ153883,2b,2t,Comet_vs_PerGene
NS5B,GQ153884,2a,2k,Comet_vs_PerGene
NS5B,GQ153885,2j,2r,Comet_vs_PerGene
NS5B,GQ153887,2b,2t,Comet_vs_PerGene
NS5B,GQ153888,2j,2k,Comet_vs_PerGene
NS5B,GQ153889,2b,2u,Comet_vs_PerGene
NS5B,GQ153890,2b,2a,Comet_vs_PerGene
NS5B,GQ153891,2b,2t,Comet_vs_PerGene
NS5B,GQ153892,2b,2v,Comet_vs_PerGene
NS5B,GQ153893,2a,2u,Comet_vs_PerGene
NS5B,GQ153894,2b,2j,Comet_vs_PerGene
NS5B,GQ153895,2k,2r,Comet_vs_PerGene
NS5B,GQ153896,2b,2u,Comet_vs_PerGene
NS5B,GQ153897,2b,2k,Comet_vs_PerGene
NS5B,GQ153898,2b,2r,Comet_vs_PerGene
NS5B,GQ153899,2j,2u,Comet_vs_PerGene
NS5B,GQ153900,2q,2r,Comet_vs_PerGene
NS5B,GQ153901,2j,2r,Comet_vs_PerGene
NS5B,GQ153902,2b,2t,Comet_vs_PerGene
NS5B,GQ153904,2q,2r,Comet_vs_PerGene
NS5B,GQ153905,2j,2r,Comet_vs_PerGene
NS5B,GQ153906,2b,2r,Comet_vs_PerGene
NS5B,GQ153909,2b,2t,Comet_vs_PerGene
NS5B,GQ153910,2q,2r,Comet_vs_PerGene
NS5B,GQ153911,2j,2d,Comet_vs_PerGene
NS5B,GQ285044,6k,6xi,Comet_vs_PerGene
NS5B,GQ285045,6l,6xi,Comet_vs_PerGene
NS5B,GQ418370,2c,2f,Comet_vs_PerGene
NS5B,GU049345,1b,1o,Comet_vs_PerGene
NS5B,GU049346,1c,1o,Comet_vs_PerGene
NS5B,GU049349,2j,2v,Comet_vs_PerGene
NS5B,GU049350,2a,2f,Comet_vs_PerGene
NS5B,GU049351,2j,2a,Comet_vs_PerGene
NS5B,GU049352,2j,2q,Comet_vs_PerGene
NS5B,GU049353,4v,4c,Comet_vs_PerGene
NS5B,GU049354,4a,4c,Comet_vs_PerGene
NS5B,GU049356,4g?,4g,Comet_vs_PerGene
NS5B,GU049359,4v,4l,Comet_vs_PerGene
NS5B,GU049360,4o,4w,Comet_vs_PerGene
NS5B,GU049364,6q,7a,Comet_vs_PerGene
NS5B,GU049365,6e,6c,Comet_vs_PerGene
NS5B,GU049366,6f,6q,Comet_vs_PerGene
NS5B,GU049367,6l,6k,Comet_vs_PerGene
NS5B,GU049368,6t,6o,Comet_vs_PerGene
NS5B,GU049369,6t,6c,Comet_vs_PerGene
NS5B,GU049370,6k,1c,Comet_vs_PerGene
NS5B,GU049371,6l,6k,Comet_vs_PerGene
NS5B,GU049372,6q,,Comet_vs_PerGene
NS5B,GU049374,6t,6xf,Comet_vs_PerGene
NS5B,GU049375,6t,6xf,Comet_vs_PerGene
NS5B,GU049376,6t,8a,Comet_vs_PerGene
NS5B,GU049379,6k,6xi,Comet_vs_PerGene
NS5B,GU049380,6l,6xb,Comet_vs_PerGene
NS5B,GU049381,6e,1n,Comet_vs_PerGene
NS5B,GU049383,6j,4k,Comet_vs_PerGene
NS5B,GU049384,6e,6q,Comet_vs_PerGene
NS5B,GU049385,6e,6xf,Comet_vs_PerGene
NS5B,GU049386,6b,6xd,Comet_vs_PerGene
NS5B,GU049387,6c,6f,Comet_vs_PerGene
NS5B,GU049388,6t,4w,Comet_vs_PerGene
NS5B,GU049389,6t,4d,Comet_vs_PerGene
NS5B,GU049390,6k,1j,Comet_vs_PerGene
NS5B,GU049393,6l,1m,Comet_vs_PerGene
NS5B,GU049395,6l,1c,Comet_vs_PerGene
NS5B,GU049396,6e,6f,Comet_vs_PerGene
NS5B,GU049397,6a,6xd,Comet_vs_PerGene
NS5B,GU049398,6t,4w,Comet_vs_PerGene
NS5B,GU049400,6e,6xf,Comet_vs_PerGene
NS5B,GU054415,2j,2t,Comet_vs_PerGene
NS5B,GU054416,2k,2t,Comet_vs_PerGene
NS5B,GU054417,2b,2l,Comet_vs_PerGene
NS5B,GU054418,2j,2r,Comet_vs_PerGene
NS5B,GU054419,2j,2v,Comet_vs_PerGene
NS5B,GU054420,2j,2t,Comet_vs_PerGene
NS5B,GU054423,2j,2u,Comet_vs_PerGene
NS5B,GU054424,2b,2l,Comet_vs_PerGene
NS5B,GU054425,2j,2d,Comet_vs_PerGene
NS5B,GU054426,2b,2l,Comet_vs_PerGene
NS5B,GU054428,2j,2v,Comet_vs_PerGene
NS5B,GU054431,2j,2u,Comet_vs_PerGene
