Gene,CometSubtype,BlastPerGeneSubtype,BlastFullGenomeSubtype,DifferentCount,CompareCondition
NS5B,4f,1n,1n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4f,4c,4c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4f,4f,4c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4f,4k,4k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4f,4v,4v,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4f,8a,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4g,4k,4k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4g,4w,4w,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4k,1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4k,2r,2r,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4k,4k,4g,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4k,4q,4q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4k,4v,4v,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4k,6r,6r,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4k,8a,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4l,1m,1m,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4l,4d,4d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4l,4m,4m,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4l,4s,4s,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4l,4v,4v,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4m,4c,4c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4m,4f,4f,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4n,4l,4l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4n,4o,4o,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4o,2r,2r,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4o,4l,4l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4o,4w,4w,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4r,4l,4l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4r,4m,4m,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4r,4v,4v,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4v,4b,4b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4v,4p,4q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4v,7b,7b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,4w,8a,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6a,6d,6d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6a,6n,6j,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6a,6p,6b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6a,6q,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6a,6u,6u,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6a,6xd,6b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6c,6c,1h,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6c,6f,6f,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6d,6d,1h,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6d,6d,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,1d,1d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,1g,1g,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,1n,1n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6c,1c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6c,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6e,6xc,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6o,6o,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6t,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6xa,6xa,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6xc,1k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,6xf,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6e,7b,7b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6f,1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6f,6q,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6f,7a,7a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6g,1n,1n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6g,6o,6o,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6g,7b,7b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6h,2l,2l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6h,3g,3g,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6i,1d,1d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6i,4o,4o,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6i,6p,6p,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6j,1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6j,3g,3g,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6j,3h,3h,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6j,3i,3i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6j,4k,4k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6j,5a,5a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6k,1c,1c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6k,1j,1j,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6k,8a,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6l,6l,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6l,6xb,6xj,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6l,6xj,6k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6m,6m,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6m,8a,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6n,1c,1c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6n,1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6n,1n,1n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6n,6xg,6n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6o,1d,1d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6o,6p,6p,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6o,6q,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6p,3d,3d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6p,6p,1e,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6p,6p,1g,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6p,6p,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6q,,,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6q,2u,2u,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6q,3b,3b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6q,3e,3e,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6r,1d,1d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6r,3k,3k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6r,6r,1c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6s,1e,1e,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6s,1j,1j,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6t,1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6t,4d,4d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6t,6c,6c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6t,6o,6o,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6t,6p,6p,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6t,7a,7a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6v,2a,2a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6v,2u,2u,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6v,3d,3d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6v,6u,6u,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,1m,1m,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,1n,1n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6c,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6i,6h,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6n,6l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6r,6n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6u,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6xa,6xd,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6xd,6xd,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6xg,5a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6xg,6xa,1,Comet_vs_PerGene_vs_FullGenome
NS5B,6w,6xh,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-1b",1b,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-1b",1k,1k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-1c",1o,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-1l",1l,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-1l",1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-2k",1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-4k-1b-4k-1b-4k",1b,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-4o-4v-4o",1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1a-4r",1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-1a",1a,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-1a",1a,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-1a",1b,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-1a",1d,1a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-1a",1d,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-1a",1h,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-2a",1d,1i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-2b-6d-6b",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-2j-2a-2j-2q-2k-2q-2k",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-2j-2m",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-2j-2q-2k",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-3a",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-3g-6b",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-3g-6d-6b",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-3k",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-4r-1a-4r",1g,1g,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-6h-2a-6h-6d-3g",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-6h-6b-6h-6b-6d",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-6h-6d",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-6k-6d-6b",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-6k-6d-6b-3g",1b,1b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1b-6w",8a,8a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1e-4a-4w-4f",1e,1e,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1e-4f-4w-4f-4p",1e,1e,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1e-4k-4n-4g-4a-4f-4d-4g",1e,1e,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1h-4f",1h,1h,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1h-4f-4l-4f",1h,1h,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1l-1a",1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1l-1a-1b",1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1l-1b-1a-4t-1a-4t",1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1l-2k-2a",1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1l-2k-2j-2a-2q",1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 1l-4v-4f",1l,1l,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2a-1b",2a,2a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2a-2c",2a,2a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2a-2k",2k,2q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2a-3a",2a,2a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2a-6v",2a,2a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2b-1b",2b,2b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2b-2d",2b,2d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2c-2b-3g-2b-2a",2c,2c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2c-6h-2b",2c,2c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2c-6h-3h",2c,2c,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2d-2a",2d,2d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2i-2k",2i,2i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2i-2k-2b-3h",2i,2i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2i-2k-2c-3h",2i,2i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 2j-6k",2j,2j,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3a-1a",1a,3a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3a-3g",3a,3a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3a-3g",3h,3h,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3a-6h",3a,3a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3a-6k-3g",3a,3a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3b-3a",3a,3b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3b-3a-2b-3k-2b-3h",3b,3b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3b-3a-3g-2b-3h-2b-3h",3b,3b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3h-6a",3h,1k,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3i-3h-6h-6b",3i,3i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 3i-3k",3i,3i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4a-2a-3g-6b-3g",4a,4a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4a-3h-6h-6d-6h-6d",4a,4a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4a-6b-6h-6b",4a,4a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4a-6h-6b-6h-6b",4a,4a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4a-6k",4a,4a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4d-3g-2b-6k-2b-6k-1a-6k-6d-6k",4d,4d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4d-4a-4n-4g-1a-3h",4d,4d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4d-4a-4n-4g-4n-4k-4g-4w-3g-3h-6h-6d-6h-6d",4d,4d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4d-4o",4d,4d,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4k-4f",4b,4w,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4v-4a-4p",4v,4v,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4v-4g",4l,4q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4v-4k",4q,4q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4v-4k",4v,4q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4v-4m",4v,4q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4v-4m-4p-4t-4a-3g-2b-1a-3h",4v,4v,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 4v-4o",4l,4q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 5a-1c",5b,5b,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6a-1b",6a,6a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6a-2a-6k-3a-4r-3h-6b-6h-3h",6a,6a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6a-3a",6a,6a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6a-3h",6a,6a,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6g-3b",6g,6g,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6n-2m-2a-6d",6n,6n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6n-6o-6e-6a-6o",6n,6n,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6p-2j-2a-2k-2j",6p,2i,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6t-6f",6q,6q,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6u-2b",6u,6u,1,Comet_vs_PerGene_vs_FullGenome
NS5B,"unassigned_1, 6w-2b",6w,6w,1,Comet_vs_PerGene_vs_FullGenome
NS3,1a,1o,1a,5,PerGene_vs_FullGenome
NS3,"unassigned_1, 2k-1b",1b,2k,5,PerGene_vs_FullGenome
NS3,1a,1m,1a,4,PerGene_vs_FullGenome
NS3,1a,1n,1k,4,PerGene_vs_FullGenome
NS3,1b,1i,1b,3,PerGene_vs_FullGenome
NS3,"unassigned_1, 1a-1b",1b,1a,3,PerGene_vs_FullGenome
NS3,"unassigned_1, 1b-1a",1b,1a,3,PerGene_vs_FullGenome
NS3,2j,2d,2m,2,PerGene_vs_FullGenome
NS3,2j,2m,2q,2,PerGene_vs_FullGenome
NS3,2j,2r,2c,2,PerGene_vs_FullGenome
NS3,2k,2k,2q,2,PerGene_vs_FullGenome
NS3,2k,2q,2k,2,PerGene_vs_FullGenome
NS3,6a,6xd,6b,2,PerGene_vs_FullGenome
NS3,6k,6xi,8a,2,PerGene_vs_FullGenome
NS3,6r,6r,1k,2,PerGene_vs_FullGenome
NS3,6s,6s,1j,2,PerGene_vs_FullGenome
NS3,6w,6g,8a,2,PerGene_vs_FullGenome
NS3,1a,1c,1a,1,PerGene_vs_FullGenome
NS3,1a,1m,1k,1,PerGene_vs_FullGenome
NS3,1a,1n,1a,1,PerGene_vs_FullGenome
NS3,1b,1b,1d,1,PerGene_vs_FullGenome
NS3,1b,1b,1k,1,PerGene_vs_FullGenome
NS3,1b,1b,1n,1,PerGene_vs_FullGenome
NS3,1b,1h,1b,1,PerGene_vs_FullGenome
NS3,1b,1m,1k,1,PerGene_vs_FullGenome
NS3,1b,1n,1a,1,PerGene_vs_FullGenome
NS3,1b,1n,1b,1,PerGene_vs_FullGenome
NS3,1b,1n,1h,1,PerGene_vs_FullGenome
NS3,1b,3i,3h,1,PerGene_vs_FullGenome
NS3,1b,6xd,6xg,1,PerGene_vs_FullGenome
NS3,1b,6xf,6p,1,PerGene_vs_FullGenome
NS3,2a,2a,2c,1,PerGene_vs_FullGenome
NS3,2a,2m,2a,1,PerGene_vs_FullGenome
NS3,2a,2m,2q,1,PerGene_vs_FullGenome
NS3,2a,2m,2r,1,PerGene_vs_FullGenome
NS3,2b,1k,7b,1,PerGene_vs_FullGenome
NS3,2b,2c,2q,1,PerGene_vs_FullGenome
NS3,2j,2c,2d,1,PerGene_vs_FullGenome
NS3,2j,2e,2d,1,PerGene_vs_FullGenome
NS3,2j,2f,2q,1,PerGene_vs_FullGenome
NS3,2j,2i,2q,1,PerGene_vs_FullGenome
NS3,2j,2j,2d,1,PerGene_vs_FullGenome
NS3,2j,2k,2q,1,PerGene_vs_FullGenome
NS3,2j,2q,2c,1,PerGene_vs_FullGenome
NS3,2j,2q,2m,1,PerGene_vs_FullGenome
NS3,2j,2r,2q,1,PerGene_vs_FullGenome
NS3,2j,2v,2d,1,PerGene_vs_FullGenome
NS3,2j,5a,7a,1,PerGene_vs_FullGenome
NS3,2k,2j,2d,1,PerGene_vs_FullGenome
NS3,2q,2k,2q,1,PerGene_vs_FullGenome
NS3,3g,3b,3i,1,PerGene_vs_FullGenome
NS3,3h,8a,3h,1,PerGene_vs_FullGenome
NS3,4f,4f,4c,1,PerGene_vs_FullGenome
NS3,4k,4k,4g,1,PerGene_vs_FullGenome
NS3,4k,4r,4g,1,PerGene_vs_FullGenome
NS3,6a,6xd,6j,1,PerGene_vs_FullGenome
NS3,6c,6c,1h,1,PerGene_vs_FullGenome
NS3,6d,6d,1h,1,PerGene_vs_FullGenome
NS3,6d,6d,8a,1,PerGene_vs_FullGenome
NS3,6e,6c,1c,1,PerGene_vs_FullGenome
NS3,6e,6u,6xc,1,PerGene_vs_FullGenome
NS3,6e,6xc,1k,1,PerGene_vs_FullGenome
NS3,6e,6xf,8a,1,PerGene_vs_FullGenome
NS3,6h,5a,8a,1,PerGene_vs_FullGenome
NS3,6l,6l,8a,1,PerGene_vs_FullGenome
NS3,6l,6xi,6k,1,PerGene_vs_FullGenome
NS3,6m,6m,8a,1,PerGene_vs_FullGenome
NS3,6p,6p,1e,1,PerGene_vs_FullGenome
NS3,6p,6p,1g,1,PerGene_vs_FullGenome
NS3,6p,6p,8a,1,PerGene_vs_FullGenome
NS3,6r,6r,1c,1,PerGene_vs_FullGenome
NS3,6w,6a,6xd,1,PerGene_vs_FullGenome
NS3,6w,6d,6xa,1,PerGene_vs_FullGenome
NS3,6w,6s,6n,1,PerGene_vs_FullGenome
NS3,6w,6s,6xa,1,PerGene_vs_FullGenome
NS3,6w,6xd,6l,1,PerGene_vs_FullGenome
NS3,6w,6xd,6xa,1,PerGene_vs_FullGenome
NS3,6w,6xh,8a,1,PerGene_vs_FullGenome
NS3,6w,8a,5a,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 1a-1b",1n,1k,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 1a-1c",1o,1a,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 1a-1l",1l,1a,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 1a-4k-1b-4k-1b-4k",1b,1a,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 1b-1a",1i,1a,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 1b-1a",1i,1b,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 1b-2a",1b,1i,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 2a-2k",2m,2q,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 2b-1b",1b,2b,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 2b-2d",2b,2d,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 3a-3g",3i,3h,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 3h-6a",3h,1k,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 4v-4k",4v,4q,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 4v-4o",4v,4q,1,PerGene_vs_FullGenome
NS3,"unassigned_1, 6p-2j-2a-2k-2j",6p,2i,1,PerGene_vs_FullGenome
NS5A,1a,,1a,1794,PerGene_vs_FullGenome
NS5A,1b,,1b,827,PerGene_vs_FullGenome
NS5A,1b,,7a,204,PerGene_vs_FullGenome
NS5A,6a,,6a,156,PerGene_vs_FullGenome
NS5A,2a,,2a,130,PerGene_vs_FullGenome
NS5A,3a,,3a,97,PerGene_vs_FullGenome
NS5A,1b,1b,1i,69,PerGene_vs_FullGenome
NS5A,2b,,2b,68,PerGene_vs_FullGenome
NS5A,4a,,4a,37,PerGene_vs_FullGenome
NS5A,1b,1i,1b,29,PerGene_vs_FullGenome
NS5A,4a,4c,4a,20,PerGene_vs_FullGenome
NS5A,1b,,4g,7,PerGene_vs_FullGenome
NS5A,1a,1n,1a,4,PerGene_vs_FullGenome
NS5A,4a,4l,4a,4,PerGene_vs_FullGenome
NS5A,6w,6q,6g,4,PerGene_vs_FullGenome
NS5A,1a,1k,1a,3,PerGene_vs_FullGenome
NS5A,1h,1i,1b,3,PerGene_vs_FullGenome
NS5A,2j,2f,2d,3,PerGene_vs_FullGenome
NS5A,2j,2q,2m,3,PerGene_vs_FullGenome
NS5A,4m,,4m,3,PerGene_vs_FullGenome
NS5A,4n,,4n,3,PerGene_vs_FullGenome
NS5A,4o,,4o,3,PerGene_vs_FullGenome
NS5A,6w,6w,6xa,3,PerGene_vs_FullGenome
NS5A,6xa,5a,6xa,3,PerGene_vs_FullGenome
NS5A,1a,1j,1a,2,PerGene_vs_FullGenome
NS5A,1b,,8a,2,PerGene_vs_FullGenome
NS5A,1b,1g,1b,2,PerGene_vs_FullGenome
NS5A,1b,1k,1o,2,PerGene_vs_FullGenome
NS5A,1b,1n,1b,2,PerGene_vs_FullGenome
NS5A,1c,1o,1c,2,PerGene_vs_FullGenome
NS5A,2j,2a,2q,2,PerGene_vs_FullGenome
NS5A,2j,2q,2c,2,PerGene_vs_FullGenome
NS5A,2j,2q,2d,2,PerGene_vs_FullGenome
NS5A,6f,6f,6r,2,PerGene_vs_FullGenome
NS5A,6k,6xi,8a,2,PerGene_vs_FullGenome
NS5A,6r,1k,6r,2,PerGene_vs_FullGenome
NS5A,6s,6s,1j,2,PerGene_vs_FullGenome
NS5A,6w,5a,6g,2,PerGene_vs_FullGenome
NS5A,6w,6g,8a,2,PerGene_vs_FullGenome
