Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA
KC211877,,,
KC211878,,,
KC211879,,,
KC211880,,,
KC211881,,,
KC211882,,,
KC211883,,,
KC211884,,,
KC211885,,,
KC211886,,,
KC211887,,,
KC211888,,,
KC211889,,,
KC211890,,,
KC211891,,,
KC211892,,,
KC211893,,,
KC211894,,,
KC211895,,,
KC248193,1,1l,26-93
KC248194,1,1e,26-93
KC248195,1,1l,26-93
KC248196,1,1l,26-93
KC248197,1,1l,26-93
KC248198,1,1h,26-93
KC248199,1,1h,26-93
KC283194,1,1a,26-93
KC285197,,,
KC285198,,,
KC285199,,,
KC285200,,,
KC285201,,,
KC285202,,,
KC285203,,,
KC285204,,,
KC285205,,,
KC285206,,,
KC285207,,,
KC285208,,,
KC285209,,,
KC285210,,,
KC285211,,,
KC285212,,,
KC285213,,,
KC285214,,,
KC285215,,,
KC285216,,,
KC285217,,,
KC285218,,,
KC285219,,,
KC285220,,,
KC285221,,,
KC285222,,,
KC285223,,,
KC285224,,,
KC285225,,,
KC285226,,,
KC285227,,,
KC285228,,,
KC285229,,,
KC285230,,,
KC285231,,,
KC285232,,,
KC285233,,,
KC285234,,,
KC285235,,,
KC285236,,,
KC285237,,,
KC285238,,,
KC285239,,,
KC285240,,,
KC285241,,,
KC285242,,,
KC285243,,,
KC285244,,,
KC285245,,,
KC285246,,,
KC285247,,,
KC285248,,,
KC285249,,,
KC285250,,,
KC285251,,,
KC285252,,,
KC285253,,,
KC285254,,,
KC285255,,,
KC285256,,,
KC285257,,,
KC285258,,,
KC285259,,,
KC285260,,,
KC285261,,,
KC285262,,,
KC285263,,,
KC285264,,,
KC285265,,,
KC285266,,,
KC285267,,,
KC285268,,,
KC285269,,,
KC285270,,,
KC285271,,,
KC285272,,,
KC285273,,,
KC285274,,,
KC285275,,,
KC285276,,,
KC285277,,,
KC285278,,,
KC285279,,,
KC285280,,,
KC285281,,,
KC285282,,,
KC285283,,,
KC285284,,,
KC285285,,,
KC285286,,,
KC285287,,,
KC285288,,,
KC285289,,,
KC285290,,,
KC285291,,,
KC285292,,,
KC285293,,,
KC285294,,,
KC285295,,,
KC285296,,,
KC285297,,,
KC285298,,,
KC285299,,,
KC285300,,,
KC285301,,,
KC285302,,,
KC285303,,,
KC285304,,,
KC285305,,,
KC285306,,,
KC285307,,,
KC285308,,,
KC285309,,,
KC285310,,,
KC285311,,,
KC285312,,,
KC285313,,,
KC285314,,,
KC285315,,,
KC285316,,,
KC285317,,,
KC285318,,,
KC285319,,,
KC285320,,,
KC285321,,,
KC285322,,,
KC285323,,,
KC285324,,,
KC285325,,,
KC285326,,,
KC285327,,,
KC285328,,,
KC285329,,,
KC285330,,,
KC285331,,,
KC285332,,,
KC285333,,,
KC285334,,,
KC285335,,,
KC285336,,,
KC351577,,,
KC351578,,,
KC351579,,,
KC351580,,,
KC351581,,,
KC351582,,,
KC351583,,,
KC351584,,,
KC351585,,,
KC351586,,,
KC351587,,,
KC351588,,,
KC351589,,,
KC351590,,,
KC351591,,,
KC351592,,,
KC351593,,,
KC351594,,,
KC351595,,,
KC351596,,,
KC351597,,,
KC351598,,,
KC351599,,,
KC351600,,,
KC351601,,,
KC351602,,,
KC351603,,,
KC351604,,,
KC351605,,,
KC351606,,,
KC351607,,,
KC351608,,,
KC351609,,,
KC351610,,,
KC351611,,,
KC351612,,,
KC351613,,,
KC351614,,,
KC351615,,,
KC351616,,,
KC351617,,,
KC351618,,,
KC351619,,,
KC351620,,,
KC351621,,,
KC351622,,,
KC351623,,,
KC351624,,,
KC351625,,,
KC351626,,,
KC351627,,,
KC351628,,,
KC351629,,,
KC351630,,,
KC351631,,,
KC351632,,,
KC351633,,,
KC351634,,,
KC351635,,,
KC351636,,,
KC351637,,,
KC351638,,,
KC351639,,,
KC351640,,,
KC351641,,,
KC351642,,,
KC351643,,,
KC351644,,,
KC351645,,,
KC351646,,,
KC351647,,,
KC351648,,,
KC351649,,,
KC351650,,,
KC351651,,,
KC351652,,,
KC351653,,,
KC351654,,,
KC351655,,,
KC351656,,,
KC351657,,,
KC351658,,,
KC351659,,,
KC351660,,,
KC351661,,,
KC351662,,,
KC351663,,,
KC351664,,,
KC351665,,,
KC351666,,,
KC351667,,,
KC351668,,,
KC351669,,,
KC351670,,,
KC351671,,,
KC351672,,,
KC351673,,,
KC351674,,,
KC351675,,,
KC351676,,,
KC351677,,,
KC351678,,,
KC351679,,,
KC351680,,,
KC351681,,,
KC351682,,,
KC351683,,,
KC351684,,,
KC351685,,,
KC351686,,,
KC351687,,,
KC351688,,,
KC351689,,,
KC351690,,,
KC351691,,,
KC351692,,,
KC351693,,,
KC351694,,,
KC351695,,,
KC351696,,,
KC351697,,,
KC351698,,,
KC351699,,,
KC351700,,,
KC351701,,,
KC351702,,,
KC351703,,,
KC351704,,,
KC351705,,,
KC351706,,,
KC351707,,,
KC351708,,,
KC351709,,,
KC351710,,,
KC351711,,,
KC351712,,,
KC351713,,,
KC351714,,,
KC351715,,,
KC351716,,,
KC351717,,,
KC351718,,,
KC351719,,,
KC351720,,,
KC351721,,,
KC351722,,,
KC351723,,,
KC351724,,,
KC351725,,,
KC351726,,,
KC351727,,,
KC351728,,,
KC351729,,,
KC351730,,,
KC351731,,,
KC351732,,,
KC351733,,,
KC351734,,,
KC351735,,,
KC351736,,,
KC351737,,,
KC351738,,,
KC351739,,,
KC351740,,,
KC351741,,,
KC351742,,,
KC408452,,,
KC408453,,,
KC408454,,,
KC408455,,,
KC408456,,,
KC408457,,,
KC408458,,,
KC408459,,,
KC408460,,,
KC408461,,,
KC408462,,,
KC408463,,,
KC408464,,,
KC408465,,,
KC408466,,,
KC408467,,,
KC415734,3,3a,26-93
KC415735,3,3a,26-93
KC415736,3,3a,26-93
KC415737,3,3a,26-93
KC415738,3,3a,26-93
KC415739,3,3a,26-93
KC415740,3,3a,26-93
KC415741,3,3a,26-93
KC415742,3,3a,26-93
KC415743,3,3a,26-93
KC415744,3,3a,26-93
KC415745,3,3a,26-93
KC415746,3,3a,26-93
KC415747,3,3a,26-93
KC415748,3,3a,26-93
KC415749,3,3a,26-93
KC415750,3,3a,26-93
KC415751,3,3a,26-93
KC415752,3,3a,26-93
KC415753,3,3a,26-93
KC415754,3,3a,26-93
KC415755,3,3a,26-93
KC415756,3,3a,26-93
KC415757,3,3a,26-93
KC435735,,,
KC435736,,,
KC435737,,,
KC435738,,,
KC435739,,,
KC435740,,,
KC435741,,,
KC435742,,,
KC435743,,,
KC435744,,,
KC435745,,,
KC435746,,,
KC435747,,,
KC435748,,,
KC435749,,,
KC435750,,,
KC435751,,,
KC435752,,,
KC435753,,,
KC435754,,,
KC435755,,,
KC435756,,,
KC435757,,,
KC435758,,,
KC435759,,,
KC435760,,,
KC435761,,,
KC435762,,,
KC435763,,,
KC435764,,,
KC435765,,,
KC435766,,,
KC435768,,,
KC435769,,,
KC435770,,,
KC435771,,,
KC435772,,,
KC435773,,,
KC435774,,,
KC435775,,,
KC435776,,,
KC435777,,,
KC435778,,,
KC435779,,,
KC439481,1,1b,26-93
KC439482,1,1b,26-93
KC439483,1,1b,26-93
KC439484,1,1b,26-93
KC439485,1,1b,26-93
KC439486,1,1b,26-93
KC439487,1,1b,26-93
KC439488,1,1b,26-93
KC439489,1,1b,26-93
KC439490,1,1b,26-93
KC439491,1,1b,26-93
KC439492,1,1b,26-93
KC439493,1,1b,26-93
KC439494,1,1b,26-93
KC439495,1,1b,26-93
KC439496,1,1b,26-93
KC439497,1,1b,26-93
KC439498,1,1b,26-93
KC439499,1,1b,26-93
KC439500,1,1b,26-93
KC439501,1,1b,26-93
KC439502,1,1b,26-93
KC439503,1,1b,26-93
KC439504,1,1b,26-93
KC439505,1,1b,26-93
KC439506,1,1b,26-93
KC439507,1,1b,26-93
KC439508,1,1b,26-93
KC439509,1,1b,26-93
KC439510,1,1b,26-93
KC439511,1,1b,26-93
KC439512,1,1b,26-93
KC439513,1,1b,26-93
KC439514,1,1b,26-93
KC439515,1,1b,26-93
KC439516,1,1b,26-93
KC439517,1,1b,26-93
KC439518,1,1b,26-93
KC439519,1,1b,26-93
KC439520,1,1b,26-93
KC439521,1,1b,26-93
KC439522,1,1b,26-93
KC439523,1,1b,26-93
KC439524,1,1b,26-93
KC439525,1,1b,26-93
KC439526,1,1b,26-93
KC439527,1,1b,26-93
KC441467,3,3b,26-93
KC441468,3,3b,26-93
KC441469,3,3b,26-93
KC441470,3,3b,26-93
KC441471,3,3b,26-93
KC441472,3,3b,26-93
KC441473,3,3b,26-93
KC441474,3,3b,26-93
KC441475,3,3b,26-93
KC441476,3,3b,26-93
KC441477,6,6a,26-93
KC441478,6,6a,26-93
KC441479,6,6a,26-93
KC441480,6,6b,26-93
KC441481,6,6a,26-93
KC441482,6,6b,26-93
KC441483,6,6a,26-93
KC441484,6,6b,26-93
KC441485,6,6a,26-93
KC441486,6,6b,26-93
KC477398,4,4a,
KC506766,,,
KC506767,,,
KC506768,,,
KC506769,,,
KC506770,,,
KC506771,,,
KC506772,,,
KC506773,,,
KC506774,,,
KC506775,,,
KC506776,,,
KC520829,,,
KC520830,,,
KC520831,,,
KC520832,,,
KC520833,,,
KC520834,,,
KC520835,,,
KC520836,,,
KC520837,,,
KC520838,,,
KC520839,,,
KC520840,,,
KC520841,,,
KC520842,,,
KC520843,,,
KC520844,,,
KC520845,,,
KC520846,,,
KC520847,,,
KC520848,,,
KC520849,,,
KC520850,,,
KC520851,,,
KC520852,,,
KC520853,,,
KC520854,,,
KC520855,,,
KC533652,,,
KC533653,,,
KC533654,,,
KC533655,,,
KC533656,,,
KC533657,,,
KC533658,,,
KC533659,,,
KC533660,,,
KC533661,,,
KC533662,,,
KC533663,,,
KC533664,,,
KC533665,,,
KC533666,,,
KC533667,,,
KC533668,,,
KC533669,,,
KC533670,,,
KC533671,,,
KC533672,,,
KC533673,,,
KC533674,,,
KC533675,,,
KC533676,,,
KC533677,,,
KC533678,,,
KC533679,,,
KC533680,,,
KC591725,,,
KC591726,,,
KC591727,,,
KC591728,,,
KC591729,,,
KC591730,,,
KC591731,,,
KC591732,,,
KC591733,,,
KC591734,,,
KC591735,,,
KC591736,,,
KC591737,,,
KC591738,,,
KC591739,,,
KC591740,,,
KC591741,,,
KC591742,,,
KC591743,,,
KC591744,,,
KC591745,,,
KC591746,,,
KC591747,1,1b,26-93
KC591748,1,1b,26-93
KC591749,1,1b,26-93
KC591750,1,1a,26-93
KC591751,1,1a,26-93
KC591752,1,1a,26-93
KC591753,1,1a,26-93
KC591754,1,1a,26-93
KC591755,1,1a,26-93
KC591756,1,1a,26-93
KC591757,1,1a,26-93
KC591758,1,1a,26-93
KC591759,1,1a,26-93
KC591760,1,1a,26-93
KC591761,1,1a,26-93
KC591762,1,1a,26-93
KC591763,1,1a,26-93
KC591764,1,1a,26-93
KC591765,1,1a,26-93
KC591766,1,1a,26-93
KC591767,1,1a,26-93
KC591768,1,1a,26-93
KC632144,,,
KC632145,,,
KC632146,,,
KC632147,,,
KC632148,,,
KC632149,,,
KC632150,,,
KC632151,,,
KC632152,,,
KC632153,,,
KC767829,5,5b,26-93
KC767830,5,5b,26-93
KC767831,5,5b,26-93
KC767832,5,5b,26-93
KC767833,5,5b,26-93
KC767834,5,5b,26-93
KC770108,,,
KC770109,,,
KC770110,,,
KC770111,,,
KC770112,,,
KC770113,,,
KC770114,,,
KC770115,,,
KC770116,,,
KC770117,,,
KC770118,,,
KC770119,,,
KC770120,,,
KC770121,,,
KC770122,,,
KC770123,,,
KC770124,,,
KC770125,,,
KC770126,,,
KC770127,,,
KC770128,,,
KC770129,,,
KC770130,,,
KC770131,,,
KC770132,,,
KC770133,,,
KC770134,,,
KC770135,,,
KC770136,,,
KC770137,,,
KC770138,,,
KC770139,,,
KC770140,,,
KC770141,,,
KC770142,,,
KC770143,,,
KC770144,,,
KC770145,,,
KC770146,,,
KC770147,,,
KC770148,,,
KC770149,,,
KC770150,,,
KC770151,,,
KC770152,,,
KC770153,,,
KC770154,,,
KC770155,,,
KC770156,,,
KC770157,,,
KC770158,,,
KC770159,,,
KC770160,,,
KC770161,,,
KC770162,,,
KC770163,,,
KC770164,,,
KC770165,,,
KC770166,,,
KC770167,,,
KC770168,,,
KC770169,,,
KC770170,,,
KC770171,,,
KC770172,,,
KC770173,,,
KC770174,,,
KC770175,,,
KC770176,,,
KC770177,,,
KC770178,,,
KC770179,,,
KC770180,,,
KC770181,,,
KC770182,,,
KC770183,,,
KC770184,,,
KC770185,,,
KC770186,,,
KC770187,,,
KC770188,,,
KC770189,,,
KC770190,,,
KC770191,,,
KC770192,,,
KC770193,,,
KC770194,,,
KC770195,,,
KC770196,,,
KC770197,,,
KC770198,,,
KC770199,,,
KC770200,,,
KC770201,,,
KC770202,,,
KC770203,,,
KC770204,,,
KC770205,,,
KC770206,,,
KC770207,,,
KC770208,,,
KC770209,,,
KC770210,,,
KC770211,,,
KC770212,,,
KC770213,,,
KC770214,,,
KC770215,,,
KC770216,,,
KC770217,,,
KC770218,,,
KC770219,,,
KC770220,,,
KC770221,,,
KC770222,,,
KC770223,,,
KC770224,,,
KC770225,,,
KC770226,,,
KC770227,,,
KC770228,,,
KC770229,,,
KC770230,,,
KC770231,,,
KC770232,,,
KC770233,,,
KC770234,,,
KC770235,,,
KC770236,,,
KC770237,,,
KC770238,,,
KC770239,,,
KC770240,,,
KC770241,,,
KC770242,,,
KC770243,,,
KC770244,,,
KC770245,,,
KC770246,,,
KC770247,,,
KC770248,,,
KC770249,,,
KC770250,,,
KC770251,,,
KC770252,,,
KC770253,,,
KC770254,,,
KC770255,,,
KC770256,,,
KC770257,,,
KC770258,,,
KC770259,,,
KC770260,,,
KC770261,,,
KC770262,,,
KC770263,,,
KC770264,,,
KC770265,,,
KC770266,,,
KC770267,,,
KC770268,,,
KC770269,,,
KC770270,,,
KC770271,,,
KC770272,,,
KC770273,,,
KC770274,,,
KC770275,,,
KC770276,,,
KC770277,,,
KC770278,,,
KC770279,,,
KC770280,,,
KC770281,,,
KC770282,,,
KC770283,,,
KC770284,,,
KC770285,,,
KC770286,,,
KC770287,,,
KC770288,,,
KC770289,,,
KC770290,,,
KC770291,,,
KC770292,,,
KC770293,,,
KC770294,,,
KC770295,,,
KC770296,,,
KC770297,,,
KC770298,,,
KC770299,,,
KC770300,,,
KC770301,,,
KC770302,,,
KC770303,,,
KC770304,,,
KC770305,,,
KC770306,,,
KC770307,,,
KC770308,,,
KC770309,,,
KC770310,,,
KC770311,,,
KC770312,,,
KC770313,,,
KC770314,,,
KC770315,,,
KC770316,,,
KC770317,,,
KC770318,,,
KC770319,,,
KC770320,,,
KC770321,,,
KC770322,,,
KC770323,,,
KC770324,,,
KC770325,,,
KC770326,,,
KC770327,,,
KC770328,,,
KC770329,,,
KC770330,,,
KC770331,,,
KC770332,,,
KC770333,,,
KC770334,,,
KC770335,,,
KC770336,,,
KC770337,,,
KC770338,,,
KC770339,,,
KC770340,,,
KC770341,,,
KC770342,,,
KC770343,,,
KC770344,,,
KC770345,,,
KC770346,,,
KC770347,,,
KC770348,,,
KC770349,,,
KC770350,,,
KC770351,,,
KC770352,,,
KC770353,,,
KC770354,,,
KC770355,,,
KC770356,,,
KC770357,,,
KC770358,,,
KC770359,,,
KC770360,,,
KC770361,,,
KC770362,,,
KC770363,,,
KC770364,,,
KC770365,,,
KC770366,,,
KC770367,,,
KC770368,,,
KC770369,,,
KC770370,,,
KC770371,,,
KC770372,,,
KC770373,,,
KC770374,,,
KC770375,,,
KC770376,,,
KC770377,,,
KC770378,,,
KC770379,,,
KC770380,,,
KC770381,,,
KC770382,,,
KC770383,,,
KC770384,,,
KC770385,,,
KC770386,,,
KC770387,,,
KC770388,,,
KC770389,,,
KC770390,,,
KC770391,,,
KC770392,,,
KC770393,,,
KC770394,,,
KC770395,,,
KC770396,,,
KC770397,,,
KC770398,,,
KC770399,,,
KC770400,,,
KC770401,,,
KC770402,,,
KC770403,,,
KC770404,,,
KC770405,,,
KC770406,,,
KC770407,,,
KC770408,,,
KC770409,,,
KC770410,,,
KC770411,,,
KC770412,,,
KC770413,,,
KC770414,,,
KC770415,,,
KC770416,,,
KC770417,,,
KC770418,,,
KC770419,,,
KC770420,,,
KC770421,,,
KC770422,,,
KC770423,,,
KC770424,,,
KC770425,,,
KC770426,,,
KC770427,,,
KC770428,,,
KC770429,,,
KC770430,,,
KC770431,,,
KC770432,,,
KC770433,,,
KC770434,,,
KC770435,,,
KC770436,,,
KC770437,,,
KC770438,,,
KC770439,,,
KC770440,,,
KC770441,,,
KC770442,,,
KC770443,,,
KC770444,,,
KC770445,,,
KC770446,,,
KC770447,,,
KC770448,,,
KC770449,,,
KC770450,,,
KC770451,,,
KC770452,,,
KC770453,,,
KC770454,,,
KC770455,,,
KC770456,,,
KC770457,,,
KC770458,,,
KC770459,,,
KC770460,,,
KC770461,,,
KC770462,,,
KC770463,,,
KC770464,,,
KC770465,,,
KC770466,,,
KC770467,,,
KC770468,,,
KC770469,,,
KC770470,,,
KC770471,,,
KC770472,,,
KC770473,,,
KC770474,,,
KC770475,,,
KC770476,,,
KC770477,,,
KC770478,,,
KC770479,,,
KC770480,,,
KC770481,,,
KC770482,,,
KC770483,,,
KC770484,,,
KC770485,,,
KC770486,,,
KC770487,,,
KC770488,,,
KC770489,,,
KC770490,,,
KC770491,,,
KC770492,,,
KC770493,,,
KC770494,,,
KC770495,,,
KC770496,,,
KC770497,,,
KC770498,,,
KC770499,,,
KC770500,,,
KC770501,,,
KC770502,,,
KC770503,,,
KC770504,,,
KC770505,,,
KC770506,,,
KC770507,,,
KC770508,,,
KC770509,,,
KC770510,,,
KC770511,,,
KC770512,,,
KC770513,,,
KC770514,,,
KC770515,,,
KC770516,,,
KC770517,,,
KC770518,,,
KC770519,,,
KC770520,,,
KC770521,,,
KC770522,,,
KC770523,,,
KC770524,,,
KC770525,,,
KC770526,,,
KC770527,,,
KC770528,,,
KC770529,,,
KC770530,,,
KC770531,,,
KC770532,,,
KC770533,,,
KC770534,,,
KC770535,,,
KC770536,,,
KC770537,,,
KC770538,,,
KC770539,,,
KC770540,,,
KC770541,,,
KC770542,,,
KC770543,,,
KC770544,,,
KC770545,,,
KC770546,,,
KC770547,,,
KC770548,,,
KC770549,,,
KC770550,,,
KC770551,,,
KC770552,,,
KC770553,,,
KC770554,,,
KC770555,,,
KC770556,,,
KC770557,,,
KC770558,,,
KC770559,,,
KC770560,,,
KC770561,,,
KC770562,,,
KC770563,,,
KC770564,,,
KC770565,,,
KC770566,,,
KC770567,,,
KC770568,,,
KC770569,,,
KC770570,,,
KC770571,,,
KC770572,,,
KC770573,,,
KC770574,,,
KC770575,,,
KC770576,,,
KC770577,,,
KC770578,,,
KC770579,,,
KC770580,,,
KC770581,,,
KC770582,,,
KC770583,,,
KC770584,,,
KC770585,,,
KC770586,,,
KC770587,,,
KC770588,,,
KC770589,,,
KC770590,,,
KC770591,,,
KC770592,,,
KC770593,,,
KC770594,,,
KC770595,,,
KC770596,,,
KC770597,,,
KC770598,,,
KC770599,,,
KC770600,,,
KC770601,,,
KC770602,,,
KC770603,,,
KC770604,,,
KC770605,,,
KC770606,,,
KC770607,,,
KC770608,,,
KC770609,,,
KC770610,,,
KC770611,,,
KC770612,,,
KC770613,,,
KC770614,,,
KC770615,,,
KC770616,,,
KC770617,,,
KC770618,,,
KC770619,,,
KC770620,,,
KC770621,,,
KC770622,,,
KC770623,,,
KC770624,,,
KC770625,,,
KC770626,,,
KC770627,,,
KC770628,,,
KC770629,,,
KC770630,,,
KC770631,,,
KC770632,,,
KC770633,,,
KC770634,,,
KC770635,,,
KC770636,,,
KC770637,,,
KC770638,,,
KC770639,,,
KC770640,,,
KC770641,,,
KC770642,,,
KC770643,,,
KC770644,,,
KC770645,,,
KC770646,,,
KC770647,,,
KC770648,,,
KC770649,,,
KC770650,,,
KC770651,,,
KC770652,,,
KC770653,,,
KC770654,,,
KC770655,,,
KC770656,,,
KC770657,,,
KC770658,,,
KC770659,,,
KC770660,,,
KC770661,,,
KC770662,,,
KC770663,,,
KC770664,,,
KC770665,,,
KC770666,,,
KC770667,,,
KC770668,,,
KC770669,,,
KC770670,,,
KC770671,,,
KC770672,,,
KC770673,,,
KC770674,,,
KC770675,,,
KC770676,,,
KC770677,,,
KC770678,,,
KC770679,,,
KC770680,,,
KC770681,,,
KC770682,,,
KC770683,,,
KC770684,,,
KC770685,,,
KC770686,,,
KC770687,,,
KC770688,,,
KC770689,,,
KC770690,,,
KC770691,,,
KC770692,,,
KC770693,,,
KC770694,,,
KC770695,,,
KC770696,,,
KC770697,,,
KC770698,,,
KC770699,,,
KC770700,,,
KC770701,,,
KC770702,,,
KC770703,,,
KC770704,,,
KC770705,,,
KC770706,,,
KC770707,,,
KC770708,,,
KC770709,,,
KC770710,,,
KC770711,,,
KC770712,,,
KC770713,,,
KC770714,,,
KC770715,,,
KC770716,,,
KC770717,,,
KC770718,,,
KC770719,,,
KC770720,,,
KC770721,,,
KC770722,,,
KC770723,,,
KC770724,,,
KC770725,,,
KC770726,,,
KC770727,,,
KC770728,,,
KC770729,,,
KC770730,,,
KC770731,,,
KC770732,,,
KC770733,,,
KC770734,,,
KC770735,,,
KC770736,,,
KC770737,,,
KC770738,,,
KC770739,,,
KC770740,,,
KC770741,,,
KC770742,,,
KC770743,,,
KC770744,,,
KC770745,,,
KC770746,,,
KC770747,,,
KC770748,,,
KC770749,,,
KC770750,,,
KC770751,,,
KC770752,,,
KC770753,,,
KC770754,,,
KC770755,,,
KC770756,,,
KC770757,,,
KC770758,,,
KC770759,,,
KC770760,,,
KC770761,,,
KC770762,,,
KC770763,,,
KC770764,,,
KC770765,,,
KC770766,,,
KC770767,,,
KC770768,,,
KC770769,,,
KC770770,,,
KC770771,,,
KC770772,,,
KC770773,,,
KC770774,,,
KC770775,,,
KC784324,,,
KC784325,,,
KC784326,,,
KC784327,,,
KC784328,,,
KC784329,,,
KC784330,,,
KC784331,,,
KC784332,,,
KC784333,,,
KC784334,,,
KC784335,,,
KC784336,,,
KC784337,,,
KC784338,,,
KC784339,,,
KC784340,,,
KC784341,,,
KC825339,,,
KC832761,,,
KC832762,,,
KC832763,,,
KC832764,,,
KC832765,,,
KC832766,,,
KC832767,,,
KC832768,,,
KC832769,,,
KC832770,,,
KC832771,,,
KC832772,,,
KC832773,,,
KC832774,,,
KC832775,,,
KC832776,,,
KC832777,,,
KC844037,6,6b,26-93
KC844038,6,6b,26-93
KC844039,6,6b,26-93
KC844040,6,6b,26-93
KC844041,3,3a,26-93
KC844042,2,2f,26-93
KC844043,2,2a,26-93
KC844044,3,3b,26-93
KC844045,4,4a,26-93
KC844046,5,5b,26-93
KC844047,1,1c,26-93
KC844048,2,2b,26-93
KC844049,1,1a,26-93
KC844050,2,2f,26-93
KC844051,1,1b,26-93
KC844052,1,1b,26-93
KC845146,3,,
KC845147,3,,
KC845148,3,,
KC845149,3,,
KC845150,3,,
KC845151,3,,
KC845152,3,,
KC845153,3,,
KC845154,3,,
KC845155,3,,
KC845156,3,,
KC845157,3,,
KC845158,3,,
KC845159,3,,
KC845160,3,,
KC845161,3,,
KC845162,3,,
KC845163,3,,
KC845164,3,,
KC845165,3,,
KC845166,3,,
KC845167,3,,
KC845168,3,,
KC845169,3,,
KC845170,3,,
KC845171,3,,
KC845172,3,,
KC845173,3,,
KC845174,3,,
KC845175,3,,
KC845176,3,,
KC845177,3,,
KC845178,3,,
KC845179,3,,
KC845180,3,,
KC845181,3,,
KC845182,3,,
KC845183,3,,
KC845184,3,,
KC845185,3,,
KC845186,3,,
KC845187,3,,
KC845188,3,,
KC845189,3,,
KC845190,3,,
KC845191,3,,
KC845192,3,,
KC845193,3,,
KC862309,3,3a,26-93
KC878938,,,
KC878939,,,
KC878940,,,
KC878941,,,
KC878942,,,
KC878943,,,
KC878944,,,
KC878945,,,
KC878946,,,
KC878947,,,
KC878948,,,
KC878949,,,
KC878950,,,
KC878951,,,
KC878952,,,
KC878953,,,
KC878954,,,
KC878955,,,
KC878956,,,
KC878957,,,
KC878958,,,
KC878959,,,
KC878960,,,
KC878961,,,
KC878962,,,
KC878963,,,
KC878964,,,
KC878965,,,
KC878966,,,
KC878967,,,
KC878968,,,
KC878969,,,
KC878970,,,
KC878971,,,
KC878972,,,
KC878973,,,
KC878974,,,
KC878975,,,
KC878976,,,
KC878977,,,
KC878978,,,
KC878979,,,
KC878980,,,
KC878981,,,
KC878982,,,
KC878983,,,
KC878984,,,
KC878985,,,
KC878986,,,
KC878987,,,
KC878988,,,
KC878989,,,
KC878990,,,
KC878991,,,
KC878992,,,
KC878993,,,
KC878994,,,
KC878995,,,
KC878996,,,
KC878997,,,
KC878998,,,
KC878999,,,
KC879000,,,
KC879001,,,
KC879002,,,
KC879003,,,
KC879004,,,
KC879005,,,
KC879006,,,
KC879007,,,
KC879008,,,
KC879009,,,
KC879010,,,
KC879011,,,
KC879012,,,
KC879013,,,
KC879014,,,
KC879015,,,
KC879016,,,
KC879017,,,
KC879018,,,
KC879019,,,
KC879020,,,
KC879021,,,
KC879022,,,
KC879023,,,
KC879024,,,
KC879025,,,
KC879026,,,
KC879027,,,
KC879028,,,
KC879029,,,
KC879030,,,
KC960555,,,
KC960765,,,
KC960766,,,
KC960767,,,
KC960768,,,
KC960769,,,
KC960770,,,
KC960771,,,
KC960772,,,
KC960773,,,
KC960774,,,
KC960775,,,
KC960776,,,
KC960777,,,
KC960778,,,
KC960779,,,
KC960780,,,
KC960781,,,
KC960782,,,
KC960783,,,
KC960784,,,
KC960785,,,
KC960786,,,
KC960787,,,
KC960788,,,
KC960789,,,
KC960790,,,
KC960791,,,
KC960792,,,
KC960793,,,
KC960794,,,
KC960795,,,
KC960796,,,
KC960797,,,
KC960798,,,
KC960799,,,
KC960800,,,
KC960801,,,
KC960802,,,
KC960803,,,
KC960804,,,
KC960805,,,
KC960806,,,
KC960807,,,
KC960808,,,
KC960809,,,
KC960810,,,
KC960811,,,
KC960812,,,
KC960813,,,
KC960814,,,
KC960815,,,
KC960816,,,
KC960817,,,
KC960818,,,
KC960819,,,
KC960820,,,
KC960821,,,
KC960822,,,
KC960823,,,
KC960824,,,
KC960825,,,
KC960826,,,
KC960827,,,
KC960828,,,
KC960829,,,
KC960830,,,
KC960831,,,
KC960832,,,
KC960833,,,
KC960834,,,
KC960835,,,
KC960836,,,
KC960837,,,
KC960838,,,
KC960839,,,
KC960840,,,
KC960841,,,
KC960842,,,
KC960843,,,
KC960844,,,
KC960845,,,
KC960846,,,
KC960847,,,
KC960848,,,
KC960849,,,
KC960850,,,
KC960851,,,
KC960852,,,
KC960853,,,
KC960854,,,
KC960855,,,
KC960856,,,
KC960857,,,
KC960858,,,
KC960859,,,
KC960860,,,
KC960861,,,
KC960862,,,
KC960863,,,
KC960864,,,
KC960865,,,
KC960866,,,
KC960867,,,
KC960868,,,
KC960869,,,
KC960870,,,
KC960871,,,
KC960872,,,
KC960873,,,
KC960874,,,
KC960875,,,
KC960876,,,
KC960877,,,
KC960878,,,
KC960879,,,
KC960880,,,
KC960881,,,
KC960882,,,
KC960883,,,
KC960884,,,
KC967222,,,
KC967476,2,2a,26-93
KC967477,2,2a,26-93
KC967478,2,2a,26-93
KC967479,2,2a,26-93
KC995280,,,
KC995281,,,
KC995282,,,
KF006852,,,
KF006853,,,
KF006854,,,
KF006982,1,1b,26-93
KF006983,1,1b,26-93
KF006984,1,1b,26-93
KF011281,,,
KF011282,,,
KF011283,,,
KF011284,,,
KF011285,,,
KF011286,,,
KF011287,,,
KF011288,,,
KF011289,,,
KF011290,,,
KF011291,,,
KF011292,,,
KF011293,,,
KF011294,,,
KF011295,,,
KF011296,,,
KF011297,,,
