accession,genotype,subtype
KY620503,3,
KY620504,3,
KY620505,3,
KY620506,3,
KY620507,3,
KY620508,3,
KY620509,3,
KY620510,3,
KY620511,3,
KY620512,3,
KY620513,3,
KY620514,3,
KY620515,3,
KY620516,3,
KY620517,3,
KY620518,3,
KY620519,3,
KY620520,3,
KY620521,3,
KY620522,3,
KY620523,3,
KY620524,3,
KY620525,3,
KY620526,3,
KY620527,3,
KY620528,3,
KY620529,3,
KY620530,3,
KY620531,3,
KY620532,3,
KY620533,3,
KY620534,3,
KY620535,3,
KY620536,3,
KY620537,3,
KY620538,3,
KY620539,3,
KY620540,3,
KY620541,3,
KY620542,3,
KY620543,3,
KY620545,3,
KY620546,3,
KY620547,3,
KY620548,3,
KY620549,3,
KY620550,3,
KY620551,3,
KY620552,3,
KY620553,3,
KY620554,3,
KY620555,3,
KY620556,3,
KY620557,3,
KY620558,3,
KY620559,3,
KY620560,3,
KY620561,3,
KY620562,3,
KY620563,3,
KY620564,3,
KY620565,3,
KY620566,3,
KY620567,3,
KY620568,3,
KY620569,3,
KY620570,3,
KY620571,3,
KY620572,3,
KY620573,3,
KY620574,3,
KY620575,3,
KY620576,3,
KY620577,3,
KY620578,3,
KY620579,3,
KY620580,3,
KY620581,3,
KY620582,3,
KY620583,3,
KY620584,3,
KY620585,3,
KY620586,3,
KY620587,3,
KY620588,3,
KY620589,3,
KY620590,3,
KY620591,3,
KY620592,3,
KY620593,3,
KY620594,3,
KY620595,3,
KY620596,3,
KY620597,3,
KY620598,3,
KY620599,3,
KY620600,3,
KY620601,3,
KY620602,3,
KY620603,3,
KY620604,3,
KY620605,3,
KY620606,3,
KY620607,3,
KY620608,3,
KY620609,3,
KY620610,3,
KY620611,3,
KY620612,3,
KY620613,3,
KY620614,3,
KY620615,3,
KY620616,3,
KY620617,3,
KY620618,3,
KY620619,3,
KY620620,3,
KY620621,3,
KY620622,3,
KY620623,3,
KY620624,3,
KY620625,3,
KY620626,3,
KY620627,3,
KY620628,3,
KY620629,3,
KY620630,3,
KY620631,3,
KY620632,3,
KY620633,3,
KY620634,3,
KY620635,3,
KY620636,3,
KY620637,3,
KY620638,3,
KY620639,3,
KY620640,3,
KY620641,3,
KY620642,3,
KY620643,3,
KY620644,3,
KY620645,3,
KY620646,3,
KY620647,3,
KY620648,3,
KY620649,3,
KY620650,3,
KY620651,3,
KY620652,3,
KY620653,3,
KY620654,3,
KY620655,3,
KY620656,3,
KY620657,3,
KY620658,3,
KY620659,3,
KY620660,3,
KY620661,3,
KY620662,3,
KY620663,3,
KY620664,3,
KY620665,3,
KY620666,3,
KY620667,3,
KY620668,3,
KY620669,3,
KY620670,3,
KY620671,3,
KY620672,3,
KY620673,3,
KY620674,3,
KY620675,3,
KY620676,3,
KY620677,3,
KY620678,3,
KY620679,3,
KY620680,3,
KY620681,3,
KY620682,3,
KY620683,3,
KY620684,3,
KY620685,3,
KY620686,3,
KY620687,3,
KY620688,3,
KY620689,3,
KY620690,3,
KY620691,3,
KY620692,3,
KY620693,3,
KY620694,3,
KY620695,3,
KY620696,3,
KY620697,3,
KY620698,3,
KY620699,3,
KY620700,3,
KY620701,3,
KY620702,3,
KY620703,3,
KY620704,3,
KY620705,3,
KY620706,3,
KY620707,3,
KY620708,3,
KY620709,3,
KY620710,3,
KY620711,3,
KY620712,3,
KY620713,3,
KY620714,3,
KY620715,3,
KY620716,3,
KY620717,3,
KY620718,3,
KY620719,3,
KY620720,3,
KY620721,3,
KY620722,3,
KY620723,3,
KY620724,3,
KY620725,3,
KY620726,3,
KY620727,3,
KY620728,3,
KY620729,3,
KY620730,3,
KY620731,3,
KY620732,3,
KY620733,3,
KY620734,3,
KY620735,3,
KY620736,3,
KY620737,3,
KY620738,3,
KY620739,3,
KY620740,3,
KY620741,3,
KY620742,3,
KY620743,3,
KY620744,3,
KY620745,3,
KY620746,3,
KY620747,3,
KY620748,3,
KY620749,3,
KY620750,3,
KY620751,3,
KY620752,3,
KY620753,3,
KY620754,3,
KY620755,3,
KY620756,3,
KY620757,3,
KY620758,3,
KY620759,3,
KY620760,3,
KY620761,3,
KY620762,3,
KY620763,3,
KY620764,3,
KY620765,3,
KY620766,3,
KY620767,3,
KY620768,3,
KY620769,3,
KY620770,3,
KY620771,3,
KY620772,3,
KY620773,3,
KY620774,3,
KY620775,3,
KY620776,3,
KY620777,3,
KY620778,3,
KY620779,3,
KY620780,3,
KY620781,3,
KY620782,3,
KY620783,3,
KY620784,3,
KY620785,3,
KY620786,3,
KY620787,3,
KY620788,3,
KY620789,3,
KY620790,3,
KY620791,3,
KY620792,3,
KY620793,3,
KY620794,3,
KY620795,3,
KY620796,3,
KY620797,3,
KY620798,3,
KY620799,3,
KY620800,3,
KY620801,3,
KY620802,3,
KY620803,3,
KY620804,3,
KY620805,3,
KY620806,3,
KY620807,3,
KY620808,3,
KY620809,3,
KY620810,3,
KY620811,3,
KY620812,3,
KY620813,3,
KY620814,3,
KY620815,3,
KY620816,3,
KY620817,3,
KY620818,3,
KY620819,3,
KY620820,3,
KY620821,3,
KY620822,3,
KY620823,3,
KY620824,3,
KY620825,3,
KY620826,3,
KY620827,3,
KY620828,3,
KY620829,3,
KY620830,3,
KY620831,3,
KY620832,3,
KY620833,3,
KY620834,3,
KY620835,3,
KY620836,3,
KY620837,3,
KY620838,3,
KY620839,3,
KY620840,3,
KY620841,3,
KY620842,3,
KY620843,3,
KY620844,3,
KY620845,3,
KY620846,3,
KY620847,3,
KY620848,3,
KY620849,3,
KY620850,3,
KY620851,3,
KY620852,3,
KY620853,3,
KY620854,3,
KY620855,3,
KY620856,3,
KY620857,3,
KY620858,3,
KY620859,3,
KY620860,3,
KY620861,3,
KY620862,3,
KY620863,3,
KY620864,3,
KY620865,3,
KY620866,3,
KY620867,3,
KY620868,3,
KY620869,3,
KY620870,3,
KY620871,3,
KY620872,3,
KY620873,3,
KY620874,3,
KY620875,3,
KY620876,3,
KY620877,3,
KY620878,3,
KY620879,3,
KY620880,1,
KY926904,,
KY926905,,
KY926906,,
KY926907,,
KY926908,,
KY926909,,
KY926910,,
KY926911,,
KY926912,,
KY926913,,
KY926914,,
KY926915,,
KY926916,,
KY926917,,
KY926918,,
KY926919,,
KY926920,,
KY926921,,
KY926922,,
KY926923,,
KY926924,,
KY926925,,
KY926926,,
KY926927,,
KY926928,,
KY926929,,
KY926930,,
KY926931,,
KY926932,,
KY926933,,
KY926934,,
KY926935,,
KY926936,,
KY926937,,
KY926938,,
KY926939,,
KY926940,,
KY926941,,
KY926942,,
KY926943,,
KY926944,,
KY926945,,
KY926946,,
KY926947,,
KY926948,,
KY926949,,
KY926950,,
KY926951,,
KY926952,,
KY926953,,
KY926954,,
KY926955,,
KY926956,,
KY926957,,
KY926958,,
KY926959,,
KY926960,,
KY926961,,
KY926962,,
KY926963,,
KY926964,,
KY926965,,
KY926966,,
KY926967,,
KY926968,,
KY926969,,
KY926970,,
KY926971,,
KY926972,,
KY926973,,
KY926974,,
KY926975,,
KY926976,,
KY926977,,
KY926978,,
KY926979,,
KY926980,,
KY926981,,
KY926982,,
KY926983,,
KY926984,,
KY926985,,
KY926986,,
KY926987,,
KY926988,,
KY926989,,
KY926990,,
KY926991,,
KY926992,,
KY926993,,
KY926994,,
KY926995,,
KY926996,,
KY926997,,
KY926998,,
KY926999,,
KY927000,,
KY927001,,
KY927002,,
KY927003,,
KY927004,,
KY927005,,
KY927006,,
KY927007,,
KY927008,,
KY927009,,
KY927010,,
KY927011,,
KY927012,,
KY927013,,
KY927014,,
KY927015,,
KY927016,,
KY927017,,
KY927018,,
KY927019,,
KY927020,,
KY927021,,
KY927022,,
LC209863,,
LC209864,,
LC209865,,
LC209866,,
LC209867,,
LC209868,,
LC209869,,
LC209870,,
LC209871,,
LC209872,,
LC209873,,
LC209874,,
LC209875,,
LC209876,,
LC209877,,
LC209878,,
LC209879,,
LC209880,,
LC209881,,
LC209882,,
LC209883,,
LC209884,,
LC209885,,
LC209886,,
LC209887,,
LC209888,,
LC368309,,
LC368310,,
LC368311,,
LC368312,,
LC368313,,
LC368314,,
LC368315,,
LC368316,,
LC368317,,
LC368318,,
LC368319,,
LC368320,,
LC368321,,
LC368322,,
LC368323,,
LC368324,,
LC368325,,
LC368326,,
LC368327,,
LC368328,,
LC368329,,
LC368330,,
LC368331,,
LC368332,,
LC368333,,
LC368334,,
LC368335,,
LC368336,,
LC368337,,
LC368338,,
LC368339,,
LC368340,,
LC368341,,
LC368342,,
LC368343,,
LC368344,,
LC368345,,
LC368346,,
LC368347,,
LC368348,,
LC368349,,
LC368350,,
LC368351,,
LC368352,,
LC368353,,
LC368354,,
LC368355,,
LC368356,,
LC368357,,
LC368358,,
LC368359,,
LC368360,,
LC368361,,
LC368362,,
LC368363,,
LC368364,,
LC368365,,
LC368366,,
LC368367,,
LC368368,,
LC368369,,
LC368370,,
LC368371,,
LC368372,,
LC368373,,
LC368374,,
LC368375,,
LC368376,,
LC368377,,
LC368378,,
LC368379,,
LC368380,,
LC368381,,
LC368382,,
LC368383,,
LC368384,,
LC368385,,
LC368386,,
LC368387,,
LC368388,,
LC368389,,
LC368390,,
LC368391,,
LC368392,,
LC368393,,
LC368394,,
LC368395,,
LC368396,,
LC368397,,
LC368398,,
LC368399,,
LC368400,,
LC368401,,
LC368402,,
LC368403,,
LC368404,,
LC368405,,
LC368406,,
LC368407,,
LC368408,,
LC368409,,
LC368410,,
LC368411,,
LC368412,,
LC368413,,
LC368414,,
LC368415,,
LC368416,,
LC368417,,
LC368418,,
LC368419,,
LC368420,,
LC368421,,
LC368422,,
LC368423,,
LC368424,,
LC368425,,
LC368426,,
LC368427,,
LC368428,,
LC368429,,
LC368430,,
LC368431,,
LC368432,,
LC368433,,
LC368434,,
LC368435,,
LC368436,,
LC368437,,
LC368438,,
LC368439,,
LC368440,,
LC368441,,
LC368442,,
LC368443,,
LC368444,,
LC368445,,
LC368446,,
LC368447,,
LC368448,,
LC368449,,
LC435021,,
LC435022,,
LC435023,,
LC435024,,
LC435025,,
LC435026,,
LC435027,,
LC435028,,
LC435029,,
LC435030,,
LC633988,,
LC633989,,
LC633990,,
LC633991,,
LC633992,,
LC633993,,
LC633994,,
LC633995,,
LC633996,,
LC633997,,
LC633998,,
LC633999,,
LC634000,,
LC634001,,
LC634002,,
LC634003,,
LC650200,,
KR870888,4,
KT148638,1,1a
KT148639,1,1a
KT148640,1,1a
KT148641,1,1a
KT148642,1,1a
KT148643,1,1a
KT148644,1,1a
KT148645,1,1a
KT148646,1,1a
KT148647,1,1a
KT148648,1,1a
KT148649,1,1a
KT148650,1,1a
KT148651,1,1a
KT148652,1,1a
KT148653,1,1a
KT148654,1,1a
KT148655,1,1a
KT148656,1,1a
KT148657,1,1a
KT148658,1,1a
KT148659,1,1a
KT148660,1,1a
KT148661,1,1a
KT148662,1,1a
KT148663,1,1a
KT148664,1,1a
KT148665,1,1a
KT148666,1,1a
KT148667,1,1a
KT148668,1,1a
KT148669,1,1a
KT148670,1,1a
KT148671,1,1a
KT148672,1,1a
KT148673,1,1a
KT148674,1,1a
KT148675,1,1a
KT148676,1,1a
KT148677,1,1a
KT148678,1,1a
KT148679,1,1a
KT148680,1,1a
KT148681,1,1a
KT148682,1,1a
KT148683,1,1a
KT148684,1,1a
KT148685,1,1a
KT148686,1,1a
KT148687,1,1a
KT148688,1,1a
KT148689,1,1a
KT148690,1,1a
KT148691,1,1a
KT148692,1,1a
KT148693,1,1a
KT148694,1,1a
KT148695,1,1a
KT148696,1,1a
KT148697,1,1a
KT148698,1,1a
KT148699,1,1a
KT148700,1,1a
KT148701,1,1a
KT148702,1,1a
KT148703,1,1a
KT148704,1,1a
KT148705,1,1a
KT148706,1,1a
KT148707,1,1a
KT148708,1,1a
KT148709,1,1a
KT148710,1,1a
KT148711,1,1b
KT148712,1,1b
KT148713,1,1b
KT148714,1,1b
KT148715,1,1b
KT148716,1,1b
KT148717,1,1b
KT148718,1,1b
KT148719,1,1b
KT148720,1,1b
KT148721,1,1b
KT148722,1,1b
KT148723,1,1b
KT148724,1,1b
KT148725,1,1b
KT148726,1,1b
KT148727,1,1b
KT148728,1,1b
KT148729,1,1b
KT148730,1,1b
KT148731,1,1b
KT148732,1,1b
KT148733,1,1b
KT148734,1,1b
KT148735,1,1b
KT148736,1,1b
KT148737,1,1b
KT148738,1,1b
KT148739,1,1b
KT148740,1,1b
KT148741,1,1b
KT148742,1,1b
KT148743,1,1b
KT148744,1,1b
KT148745,1,1b
KT148746,1,1b
KT148747,1,1b
KT148748,1,1b
KT148749,1,1b
KT148750,1,1b
KT148751,1,1b
KT148752,1,1b
KT148753,1,1b
KT148754,1,1b
KT148755,1,1b
KT148756,1,1b
KT595242,5,
KT721915,1,1a
KT721916,1,1a
KT721917,1,1a
KT721918,1,1a
KT721919,1,1a
KT721920,1,1a
KT721921,1,1a
KT721922,1,1a
KT721923,1,1a
KT721924,1,1a
KT721925,1,1a
KT721926,1,1a
KT721927,1,1a
KT721928,1,1a
KT721929,1,1a
KT721930,1,1a
KT721931,1,1a
KT721932,1,1a
KT721933,1,1a
KT721934,1,1a
KT721935,1,1a
KT721936,1,1a
KT721937,1,1a
KT721938,1,1a
KT721939,1,1a
KT721940,1,1a
KT721941,1,1a
KT721942,1,1a
KT721943,1,1a
KT721944,1,1a
KT721945,1,1a
KT721946,1,1a
KT721947,1,1a
KT721948,1,1a
KT721949,1,1a
KT721950,1,1a
KT721951,1,1a
KT721952,1,1a
KT721953,1,1a
KT721954,1,1a
KT721955,1,1a
KT721956,1,1a
KT721957,1,1a
KT721958,1,1a
KT721959,1,1a
KT721960,1,1a
KT721961,1,1a
KT721962,1,1a
KT721963,1,1a
KT721964,1,1a
KT721965,1,1a
KT721966,1,1a
KT721967,1,1a
KT721968,1,1a
KT721969,1,1a
KT721970,1,1a
KT721971,1,1a
KT721972,1,1a
KT721973,1,1a
KT721974,1,1a
KT721975,1,1a
KT721976,1,1a
KT721977,1,1a
KT721978,1,1a
KT721979,1,1a
KT721980,1,1a
KT721981,1,1a
KT721982,1,1a
KT721983,1,1a
KT721984,1,1a
KT721985,1,1a
KT721986,1,1a
KT721987,1,1a
KT721988,1,1a
KT721989,1,1a
KT721990,1,1a
KT721991,1,1a
KT721992,1,1a
KT721993,1,1a
KT721994,1,1a
KT721995,1,1a
KT721996,1,1a
KT721997,1,1a
KT721998,1,1a
KT721999,1,1a
KT722000,1,1a
KT722001,1,1a
KT722002,1,1a
KT722003,1,1a
KT722004,1,1a
KT722005,1,1a
KT722006,1,1a
KT722007,1,1a
KT722008,1,1a
KT722009,1,1a
KT722010,1,1a
KT722011,1,1a
KT722012,1,1a
KT722013,1,1a
KT722014,1,1a
KT722015,1,1a
KT722016,1,1a
KT722017,1,1a
KT722018,1,1a
KT722019,1,1a
KT722020,1,1a
KT722021,1,1a
KT722022,1,1a
KT722023,1,1a
KT722024,1,1a
KT722025,1,1a
KT722026,1,1a
KT722027,1,1a
KT722028,1,1a
KT722029,1,1a
KT722030,1,1a
KT722031,1,1a
KT722032,1,1a
KT722033,1,1a
KT722034,1,1a
KT722035,1,1a
KT722036,1,1a
KT722037,1,1a
KT722038,1,1a
KT722039,1,1a
KT722040,1,1a
KT722041,1,1a
KT722042,1,1a
KT722043,1,1a
KT722044,1,1a
KT722045,1,1a
KT722046,1,1a
KT722047,1,1a
KT722048,1,1a
KT722049,1,1a
KT722050,1,1a
KT722051,1,1a
KT722052,1,1a
KT722053,1,1a
KT722054,1,1a
KT722055,1,1a
KT722056,1,1a
KT722057,1,1a
KT722058,1,1a
KT722059,1,1a
KT722060,1,1a
KT722061,1,1a
KT722062,1,1a
KT722063,1,1a
KT722064,1,1a
KT722065,1,1a
KT722066,1,1a
KT722067,1,1a
KT722068,1,1a
KT722069,1,1a
KT722070,1,1a
KT722071,1,1a
KT722072,1,1a
KT722073,1,1a
KT722074,1,1a
KT722075,1,1a
KT722076,1,1a
KT722077,1,1a
KT722078,1,1a
KT722079,1,1a
KT722080,1,1a
KT722081,1,1a
KT722082,1,1a
KT722083,1,1a
KT722084,1,1a
KT722085,1,1a
KT722086,1,1a
KT722087,1,1a
KT722088,1,1a
KT722089,1,1a
KT722090,1,1a
KT722091,1,1a
KT722092,1,1a
KT722093,1,1a
KT722094,1,1a
KT722095,1,1a
KT722096,1,1a
KT722097,1,1a
KT722098,1,1a
KT722099,1,1a
KT722100,1,1a
KT722101,1,1a
KT722102,1,1a
KT722103,1,1a
KT722104,1,1a
KT722105,1,1a
KT722106,1,1a
KT722107,1,1a
KT722108,1,1a
KT722109,1,1a
KT722110,1,1a
KT722111,1,1a
KT722112,1,1a
KT722113,1,1a
KT722114,1,1a
KT722115,1,1a
KT722116,1,1a
KT722117,1,1a
KT722118,1,1a
KT722119,1,1a
KT722120,1,1a
KT722121,1,1a
KT722122,1,1a
KT722123,1,1a
KT722124,1,1a
KT722125,1,1a
KT722126,1,1a
KT722127,1,1a
KT722128,1,1a
KT722129,1,1a
KT722130,1,1a
KT722131,1,1a
KT722132,1,1a
KT722133,1,1a
KT722134,1,1a
KT722135,1,1a
KT722136,1,1a
KT722137,1,1a
KT722138,1,1a
KT722139,1,1a
KT722140,1,1a
KT722141,1,1a
KT722142,1,1a
KT722143,1,1a
KT722144,1,1a
KT722145,1,1a
KT722146,1,1a
KT722147,1,1a
KT722148,1,1a
KT722149,1,1a
KT722150,1,1a
KT722151,1,1a
KT722152,1,1a
KT722153,1,1a
KT722154,1,1a
KT722155,1,1a
KT722156,1,1a
KT722157,1,1a
KT722158,1,1a
KT722159,1,1a
KT722160,1,1a
KT722161,1,1a
KT722162,1,1a
KT722163,1,1a
KT722164,1,1a
KT722165,1,1a
KT722166,1,1a
KT722167,1,1a
KT722168,1,1a
KT722169,1,1a
KT722170,1,1a
KT722171,1,1a
KT722172,1,1a
KT722173,1,1a
KT722174,1,1a
KT722175,1,1a
KT722176,1,1a
KT722177,1,1a
KT722178,1,1b
KT722179,1,1b
KT722180,1,1b
KT722181,1,1b
KT722182,1,1b
KT722183,1,1b
KT722184,1,1b
KT722185,1,1b
KT722186,1,1b
KT722187,1,1b
KT722188,1,1b
KT722189,1,1b
KT722190,1,1b
KT722191,1,1b
KT722192,1,1b
KT722193,1,1b
KT722194,1,1b
KT722195,1,1b
KT722196,1,1b
KT722197,1,1b
KT722198,1,1b
KT722199,1,1b
KT722200,1,1b
KT722201,1,1b
KT722202,1,1b
KT722203,1,1b
KT722204,1,1b
KT722205,1,1b
KT722206,1,1b
KT722207,1,1b
KT722208,1,1b
KT722209,1,1b
KT722210,1,1b
KT722211,1,1b
KT722212,1,1b
KT722213,2,2b
KT722214,2,2b
KT722215,2,2b
KT722216,2,2b
KT722217,2,2b
KT722218,2,2b
KT722219,2,2b
KT722220,2,2b
KT722221,2,2b
KT722222,2,2b
KT722223,2,2b
KT722224,2,2b
KT722225,2,2b
KT722226,2,2b
KT722227,2,2b
KT722228,2,2b
KT722229,2,2b
KT722230,2,2b
KT722231,2,2b
KT722232,2,2b
KT722233,2,2b
KT722234,2,2b
KT722235,2,2b
KT722236,2,2b
KT722237,2,2b
KT722238,2,2b
KT722239,2,2b
KT722240,2,2b
KT722241,3,3a
KT722242,3,3a
KT722243,3,3a
KT722244,3,3a
KT722245,3,3a
KT722246,3,3a
KT722247,3,3a
KT722248,3,3a
KT722249,3,3a
KT722250,3,3a
KT722251,3,3a
KT722252,3,3a
KT722253,3,3a
KT722254,3,3a
KT722255,3,3a
KT722256,3,3a
KT722257,3,3a
KT722258,3,3a
KT722259,3,3a
KT722260,3,3a
KT722261,3,3a
KT722262,3,3a
KT722263,3,3a
KT722264,3,3a
KT722265,3,3a
KT722266,3,3a
KT722267,3,3a
KT722268,3,3a
KT722269,3,3a
KT722270,3,3a
KT722271,3,3a
KT722272,3,3a
KT722273,3,3a
KT722274,3,3a
KT722275,3,3a
KT722276,3,3a
KT722277,3,3a
KT722278,3,3a
KT722279,3,3a
KT722280,3,3a
KT722281,3,3a
KT722282,3,3a
KT722283,3,3a
KT722284,3,3a
KT722285,3,3a
KT722286,3,3a
KT722287,3,3a
KT722288,3,3a
KT722289,3,3a
KT722290,3,3a
KT722291,3,3a
KT722292,3,3a
KT722293,3,3a
KT722294,3,3a
KT722295,3,3a
KT722296,3,3a
KT722297,3,3a
KT722298,3,3a
KT722299,3,3a
KT722300,3,3a
KT722301,3,3a
KT722302,3,3a
KT722303,3,3a
KT722304,3,3a
KT722305,3,3a
KT722306,3,3a
KT722307,3,3a
KT722308,3,3a
KT722309,3,3a
KT722310,3,3a
KT722311,3,3a
KT722312,3,3a
KT722313,3,3a
KT722314,3,3a
KT722315,3,3a
KT722316,3,3a
KT722317,3,3a
KT722318,3,3a
KT722319,3,3a
KT722320,3,3b
KT722321,3,3b
KT722322,3,3b
KT722323,4,4a
KT722324,4,4a
KT722325,4,4a
KT722326,4,4a
KT722327,4,4a
KT722328,4,4a
KT722329,4,4a
KT722330,4,4a
KT722331,4,4a
KT722332,4,4a
KT722333,4,4a
KT735178,1,1b
KT735179,1,1a
KT735180,1,1b
KT735181,1,1a
KT735182,1,1b
KT735183,3,3a
KT735184,1,1b
KT735185,4,4a
KT735186,1,1a
KT735187,1,1a
KT779127,3,3a
KT779128,3,3a
KT779129,3,3a
KT779130,3,3a
KT779131,3,3a
KT779132,3,3a
KT779133,3,3a
KT779134,3,3a
KT779135,3,3a
KT779136,3,3a
KT779137,3,3a
KT779138,3,3a
KT779139,3,3a
KT779140,3,3a
KT779141,3,3a
KT779142,3,3a
KT779143,3,3a
KT779144,3,3a
KT779145,3,3a
KT779146,3,3a
KT779147,3,3a
KT779148,3,3a
KT779149,3,3a
KT779150,3,3a
KT779151,3,3a
KT779152,3,3a
KT779153,3,3a
KT779154,3,3a
KT779155,3,3a
KT779156,3,3a
KU180709,,
KU180710,,
KU180711,,
KU180712,,
KU180713,,
KU180714,,
KU180715,,
KU180716,,
KU180717,,
KU180718,,
KU180719,,
KU180720,,
KU180721,,
KU180722,,
KU180723,,
KU180724,,
KU180725,,
KU180726,,
KU180727,,
KU180728,,
KU180729,,
KU180730,,
KU180731,,
KU861171,7,
KU871276,2,2b
KU871277,2,2b
KU871278,2,2b
KU871279,5,
KU871280,5,
KU871281,5,
KU871282,5,
KU871283,4,
KU871284,4,
KU871285,4,
KU871286,4,
KU871287,4,
KU871288,4,
KU871289,4,
KU871290,4,
KU871291,4,
KU871292,4,
KU871293,4,
KU871294,3,3a
KU871295,3,3a
KU871296,3,3a
KU871297,3,3a
KU871298,3,3a
KU871299,3,3a
KU871300,1,1a
KU871301,1,1a
KU871302,1,1a
KU871303,1,1a
KU871304,1,1a
KU871305,1,1a
KU871306,1,1a
KU871307,1,1b
KU871308,1,1b
KU871309,1,1b
KU871310,6,6a
KU871311,6,6a
KX092342,,
KX107862,6,6e
KX107863,6,6a
KX107864,6,6a
KX107865,6,6j
KX107866,5,5a
KX107867,6,6e
KX107868,6,6o
KX107869,6,6e
KX107870,6,6e
KX107871,6,6e
KX138233,5,5a
KX138234,5,5a
KX138235,5,5a
KX138236,5,5a
KX138237,5,5a
KX138238,6,6n
KX138239,6,6f
KX138240,6,6n
KX138241,6,6a
KX138242,6,6p
KX138243,6,6l
KX138244,6,6e
KX138245,6,6e
KX138246,6,6a
KX138247,5,5a
KX138248,6,6e
KX138249,6,6a
KX172138,7,
KX258962,,
KX258963,,
KX258964,,
KX258965,,
KX258966,,
KX258967,,
KX258968,,
KX258969,,
KX258970,,
KX258971,,
KX258972,,
KX258973,,
KX258974,,
KX258975,,
KX258976,,
KX258977,,
KX258978,,
KX258979,,
KX258980,,
KX258981,,
KX258983,,
KX258984,,
KX258986,,
KX258987,,
KX258988,,
KX258989,,
KX258990,,
KX258991,,
KX258992,,
KX258993,,
KX258994,,
KX258995,,
KX258997,,
KX258998,,
KX259000,,
KX259001,,
KX259003,,
KX259004,,
KX259005,,
KX259006,,
KX259007,,
KX259008,,
KX259009,,
OP894631,1,1e
OP894632,1,1d
OP894633,1,1d
OP894634,1,1l
OP894635,1,1l
OP894636,1,1d
OP894637,1,1l
OP894638,1,1l
OP894639,1,1e
OP894640,1,1e
OP894641,1,1e
OP894643,1,1e
OP894644,1,1l
OP894645,1,1e
OP894646,1,
OP894647,1,1l
OP894648,1,1l
OP894649,1,1d
OP894650,1,1l
OP894651,1,1l
OP894652,1,1l
OP894653,1,1l
OP894654,1,1l
OP894655,1,1l
OP894656,1,
OP894657,1,1e
OP894658,1,1l
OP894659,1,1e
OP894660,1,1l
OR917720,2,2q
OR917721,2,2q
OR917722,2,2q
OR917723,2,2j
OR917724,2,2j
OR917725,2,2c
OR917726,2,2c
OR917727,2,2j
OR917728,2,
OR917729,2,
OR917730,2,2k
OM525854,,
OM525855,,
OM525856,,
OM525857,,
OM525858,,
OM525859,,
OM525860,,
OM525861,,
OM525862,,
OM525863,,
OM525864,,
OM525865,,
OM525866,,
OM525867,,
OM525868,,
OM525869,,
OM525870,,
OM525871,,
OM525872,,
OM525873,,
OM525874,,
OM525875,,
OM525876,,
OM525877,,
OM525878,,
OM525879,,
OM525880,,
OM525881,,
OM525882,,
OM525883,,
OM525884,,
OM525885,,
OM525886,,
OM525887,,
OM525888,,
OM525889,,
OM525890,,
OM525891,,
OM525892,,
OM525893,,
OM525894,,
OM525895,,
OM525896,,
OM525897,,
OM525898,,
OM525899,,
OM525900,,
OM525901,,
OM525902,,
OM525903,,
OM525904,,
OM525905,,
OM525906,,
OM525907,,
OM525908,,
OM525909,,
OM525910,,
OM811422,1,1b
OM811423,3,3a
OM811424,3,3a
OM811425,1,1b
OM811426,3,3a
OM811427,1,1b
OM811428,3,3a
OM811429,1,1b
OM811430,1,1b
OM811431,3,3a
OM811432,1,1b
OM811433,1,1a
OM811434,3,3a
OM811435,3,3a
OM811436,1,1b
OM811437,1,1b
OM811438,1,1b
OM811439,3,3a
OM811440,1,1a
OM811441,1,1b
OM811442,3,3a
OM811443,1,1b
ON841535,1,1a
ON841536,1,1b
ON841537,1,1b
ON841538,1,1b
ON841539,1,1b
ON841540,1,1b
ON841541,1,1b
ON841542,1,1b
ON841543,1,1b
ON841544,1,1b
ON841545,1,1b
ON841546,1,1b
ON841547,1,1b
ON841548,1,1b
ON841549,3,3a
ON841550,3,3a
ON841551,3,3a
ON841552,3,3a
ON841553,3,3a
ON841554,3,3a
ON841555,3,3a
ON841556,3,3a
ON841557,3,3a
ON841558,3,3a
ON841559,3,3a
ON841560,3,3a
ON841561,3,3a
ON841562,3,3a
ON841563,3,3a
ON841564,3,3a
ON841565,3,3a
ON841566,3,3a
PV083181,1,1b
PV083182,1,1b
PV083183,1,1b
PV184471,3,3a
PV184472,3,3a
PV184473,3,3a
PV184474,1,1a
PV184475,1,1a
PV184476,1,1a
PV184477,3,3a
PV184478,3,3a
PV184479,3,3a
PV184480,3,3a
PV184481,1,1a
PV184482,3,3a
PV184483,1,1a
PV184484,3,3a
PV184485,3,3a
PV184486,3,3a
PV184487,1,1a
PV184488,1,1a
PV184489,1,1a
PV184490,1,1a
PV184491,1,1a
PV184492,3,3a
PV184493,1,1a
PV184494,1,1a
PV184495,1,1a
PV184496,3,3a
PV184497,3,3a
PV184498,3,3a
PV184499,3,3a
PV184500,3,3a
PV184501,3,3a
PV184502,3,3a
PV184503,3,3a
PV184504,3,3a
PV184505,1,1a
PV184506,3,3a
PV184507,1,1a
PV184508,3,3a
PV184509,3,3a
PV184510,1,1a
PV184511,3,3a
PV184512,1,1a
PV184513,3,3a
PV184514,1,1a
PV184515,1,1a
PV184516,1,1a
PV184517,3,3a
PV184518,1,1a
PV184519,1,1a
PV184520,3,3a
PV184521,3,3a
PV184522,1,1a
PV184523,1,1a
PV184524,1,1a
