accession,genotype,subtype
KP057763,2,2b
KP057764,2,2a
KP057765,2,2a
KP057766,3,3a
KP057767,3,3a
KP057768,3,3a
KP057769,3,3a
KP057770,3,3a
KP057771,3,3a
KP057772,3,3a
KP057773,3,3a
KP057774,3,3a
KP057775,3,3a
KP057776,3,3a
KP057777,3,3a
KP201483,1,1b
KP201484,1,1b
KP201485,1,1b
KP201486,2,2c
KP201487,2,2a
KP201488,2,2k
KP201489,2,2k
KP201491,2,2k
KP201492,2,2k
KP201493,2,2k
KP201494,3,3a
KP201495,3,3a
KP201496,3,3a
KP323849,2,2a
KP323850,1,1b
KP323851,1,1b
KP323852,1,1b
KP323853,1,1b
KP323854,1,1b
KP323855,1,1b
KP323856,1,1b
KP323857,1,1b
KP323858,1,1b
KP323859,1,1b
KP323860,1,1b
KP323861,1,1b
KP323862,1,1b
KP323863,1,1b
KP323864,1,1b
KP323865,1,1b
KP323866,1,1b
KP323867,1,1b
KP323868,1,1b
KP323869,1,1b
KP323870,1,1b
KP323871,1,1b
KP323872,1,1b
KP323873,1,1b
KP323874,1,1b
KP323875,1,1b
KP323876,1,1b
KP323877,1,1b
KP323878,1,1b
KP323879,1,1b
KP323880,1,1b
KP323881,1,1b
KP323882,1,1b
KP323883,1,1b
KP323884,1,1b
KP323885,1,1b
KP323886,1,1b
KP323887,1,1b
KP323888,1,1b
KP323889,1,1b
KP323890,1,1b
KP323891,1,1b
KP323892,1,1b
KP323893,1,1b
KP323894,1,1b
KP323895,1,1b
KP323896,1,1b
KP323897,1,1b
KP323898,1,1b
KP323899,1,1a
KP323900,1,1a
KP323901,1,1a
KP323902,1,1a
KP323903,1,1a
KP323904,1,1a
KP323905,1,1a
KP323906,1,1a
KP323907,1,1a
KP323908,1,1a
KP323909,1,1a
KP323910,1,1a
KP323911,1,1a
KP323912,1,1a
KP323913,1,1a
KP323914,1,1a
KP323915,1,1a
KP323916,1,1a
KP323917,1,1a
KP323918,1,1a
KP323919,1,1a
KP323920,1,1a
KP323921,1,1a
KP323922,1,1a
KP323923,1,1a
KP323924,1,1a
KP323925,1,1a
KP323926,1,1a
KP323927,1,1a
KP323928,1,1a
KP323929,1,1a
KP323930,1,1a
KP323931,1,1a
KP323932,1,1a
KP323933,1,1a
KP323934,1,1a
KP323935,1,1a
KP323936,1,1a
KP323937,1,1a
KP323938,1,1a
KP323939,1,1a
KP323940,1,1a
KP323941,1,1a
KP323942,1,1a
KP323943,1,1a
KP323944,1,1a
KP323945,1,1a
KP323946,1,1a
KP323947,1,1a
KP323948,1,1a
KP323949,1,1a
KP323950,1,1a
KP323951,1,1a
KP323952,1,1a
KP323953,1,1a
KP323954,1,1a
KP323955,1,1a
KP323956,1,1a
KP323957,1,1a
KP323958,1,1a
KP323959,1,1a
KP323960,1,1a
KP323961,1,1a
KP323962,1,1a
KP323963,1,1a
KP323964,1,1a
KP323965,1,1a
KP323966,1,1a
KP323967,1,1a
KP323968,1,1a
KP323969,1,1a
KP323970,1,1a
KP323971,1,1a
KP323972,1,1a
KP323973,1,1a
KP323974,1,1a
KP323975,1,1a
KP323976,1,1a
KP323977,1,1a
KP323978,1,1a
KP323979,1,1a
KP323980,1,1a
KP323981,1,1a
KP323982,1,1a
KP323983,3,3a
KP323984,3,3a
KP323985,3,3a
KP323986,3,3a
KP323987,3,3a
KP323988,3,3a
KP323989,3,3a
KP323990,3,3a
KP323991,3,3a
KP323992,3,3a
KP323993,3,3a
KP323994,3,3a
KP323995,3,3a
KP323996,3,3a
KP323997,3,3a
KP323998,3,3a
KP323999,3,3a
KP324000,3,3a
KP324001,3,3a
KP324002,3,3a
KP324003,3,3a
KP324004,3,3a
KP324005,3,3a
KP324006,3,3a
KP324007,3,3a
KP324008,3,3a
KP324009,3,3a
KP324010,3,3a
KP324011,3,3a
KP324012,3,3a
KP324013,3,3a
KP324014,3,3a
KP324015,3,3a
KP324016,3,3a
KP324017,3,3a
KP324018,3,3a
KP324019,3,3a
KP324020,3,3a
KP324021,3,3a
KP324022,3,3a
KP324023,3,3a
KP324024,3,3a
KP324025,3,3a
KP324026,3,3a
KP324027,3,3a
KP324028,3,3a
KP324029,3,3a
KP324030,3,3a
KP324031,3,3a
KP324032,3,3a
KP324033,3,3a
KP324034,3,3a
KP324035,3,3a
KP324036,3,3a
KP324037,3,3a
KP324038,3,3a
KP324039,3,3a
KP324040,3,3a
KP324041,3,3a
KP324042,3,3a
KP324043,3,3a
KP324044,3,3a
KP324045,3,3a
KP324046,3,3a
KP324047,3,3a
KP324048,3,3a
KP324049,3,3a
KP324050,3,3a
KP324051,3,3a
KP324052,3,3a
KP324053,3,3a
KP324054,3,3a
KP324055,3,3a
KP324056,3,3a
KP324057,3,3a
KP324058,3,3a
KP324059,3,3a
KP324060,3,3a
KP324061,3,3a
KP324062,3,3a
KP324063,3,3a
KP324064,3,3a
KP324065,3,3a
KP324066,3,3a
KP324067,3,3a
KP324068,3,3a
KP324069,3,3a
KP324070,3,3a
KP324071,3,3a
KP324072,3,3a
KP324073,3,3a
KP324074,3,3a
KP324075,3,3a
KP324076,3,3a
KP324077,3,3a
KP324078,3,3a
KP324079,3,3a
KP324080,3,3a
KP324081,3,3a
KP324082,3,3a
KP324083,3,3a
KP324084,3,3a
KP324085,3,3a
KP324086,3,3a
KP324087,3,3a
KP324088,3,3a
KP324089,3,3a
KP324090,3,3a
KP324091,3,3a
KP324092,3,3a
KP324093,3,3a
KP324094,3,3a
KP324095,3,3a
KP324096,3,3a
KP324097,3,3a
KP324098,3,3a
KP324099,3,3a
KP324100,3,3a
KP324101,3,3a
KP324102,3,3a
KP324103,3,3a
KP324104,3,3a
KP324105,3,3a
KP324106,3,3a
KP324107,3,3a
KP324108,3,3a
KP324109,3,3a
KP324110,3,3a
KP324111,3,3a
KP324112,3,3a
KP324113,3,3a
KP324114,3,3a
KP324115,3,3a
KP324116,3,3a
KP324117,3,3a
KP324118,3,3a
KP324119,3,3a
KP324120,3,3a
KP324121,3,3a
KP324122,3,3a
KP324123,3,3a
KP324124,3,3a
KP324125,3,3a
KP324126,3,3a
KP324127,3,3a
KP324128,3,3a
KP324129,3,3a
KP324130,3,3a
KP324131,3,3a
KP324132,3,3a
KP324133,3,3a
KP324134,3,3a
KP324135,3,3a
KP324136,3,3a
KP324137,3,3a
KP324138,3,3a
KP324139,3,3a
KP324140,3,3a
KP324141,3,3a
KP324142,3,3a
KP324143,3,3a
KP324144,3,3a
KP324145,3,3a
KP324146,3,3a
KP324147,3,3a
KP324148,3,3b
KP324149,3,3b
KP324150,3,3b
KP324151,3,3b
KP324152,3,3b
KP324153,3,3b
KP324154,3,3b
KP324155,3,3b
KP324156,3,3b
KP324157,3,3b
KP324158,3,3b
KP324159,3,3b
KP324160,3,3b
KP324161,3,3b
KP324162,3,3b
KP324163,3,3b
KP324164,3,3b
KP324165,3,3b
KP324166,3,3b
KP324167,3,3b
KP324168,3,3b
KP324169,3,3b
KP324170,3,3b
KP324171,3,3b
KP324172,3,3b
KP324173,3,3b
KP324174,3,3b
KP324175,3,3b
KP324176,3,3b
KP324177,3,3b
KP324178,3,3b
KP324179,3,3b
KP324180,3,3b
KP324181,3,3b
KP324182,3,3b
KP324183,3,3b
KP324184,3,3b
KP324185,3,3b
KP324186,3,3b
KP324187,3,3b
KP324188,3,3b
KP324189,3,3b
KP324190,3,3b
KP324191,3,3b
KP324192,3,3b
KP324193,3,3b
KP324194,3,3b
KP324195,6,6i
KP324196,6,6i
KP324197,6,6i
KP324198,6,6i
KP324199,6,6i
KP324200,6,6i
KP324201,6,6i
KP324202,6,6i
KP324203,6,6i
KP324204,6,6i
KP324205,6,6i
KP324206,6,6i
KP324207,6,6i
KP324208,6,6i
KP324209,,
KP324210,,
KP324211,6,6m
KP324212,6,6m
KP324213,6,6m
KP324214,6,6m
KP324215,6,6f
KP324216,6,6f
KP324217,6,6f
KP324218,6,6f
KP324219,6,6f
KP324220,6,6f
KP324221,6,6f
KP324222,6,6f
KP324223,6,6f
KP324224,6,6f
KP324225,6,6f
KP324226,6,6f
KP324227,6,6f
KP324228,6,6f
KP324229,6,6f
KP324230,6,6f
KP324231,6,6f
KP324232,6,6f
KP324233,6,6f
KP324234,6,6f
KP324235,6,6f
KP324236,6,6f
KP324237,6,6f
KP324238,6,6f
KP324239,6,6f
KP324240,6,6f
KP324241,6,6f
KP324242,6,6f
KP324243,6,6f
KP324244,6,6f
KP324245,6,6f
KP324246,6,6f
KP324247,6,6f
KP324248,6,6xa
KP324249,6,6v
KP324250,6,6n
KP324251,6,6n
KP324252,6,6n
KP324253,6,6n
KP324254,6,6n
KP324255,6,6n
KP324256,6,6n
KP324257,6,6n
KP324258,6,6n
KP324259,6,6n
KP324260,6,6n
KP324261,6,6n
KP324262,6,6n
KP324263,6,6n
KP324264,6,6n
KP324265,6,6n
KP324266,6,6n
KP324267,6,6n
KP324268,6,6n
KP324269,6,6n
KP324270,6,6n
KP324271,6,6n
KP324272,6,6n
KP324273,6,6n
KP324274,6,6n
KP324275,6,6n
KP324276,6,6n
KP324277,6,6n
KP324278,6,6n
KP324279,6,6n
KP324280,6,6n
KP324281,6,6n
KP347328,4,4k
KP347329,4,4r
KP347330,4,4k
KP347331,4,4k
KP347332,4,4r
KP347333,4,4g
KP347334,4,4k
KP347335,4,4k
KP347336,4,4c
KP347337,4,4k
KP347338,4,4k
KP347339,4,4g
KP347340,4,4r
KP347341,4,4k
KP347342,4,4r
KP347343,4,4k
KP347344,4,4r
KP347345,4,4k
KP347346,4,4g
KP347347,4,4q
KP347348,4,4r
KP347349,4,4k
KP347350,4,4g
KP347351,4,4b
KP347352,4,4r
KP347353,4,4k
KP347354,4,4k
KP347355,4,4c
KP347356,4,4q
KP347357,4,4r
KP347358,4,4r
KP347359,4,4k
KP347360,4,4c
KP347361,4,4k
KP347362,4,4r
KP347363,4,4b
KP347364,4,4g
KP347365,4,4r
KP347366,4,4k
KP347367,4,4k
KP347368,4,4b
KP347369,4,4k
KP347370,4,4r
KP347371,4,4r
KP347372,4,4k
KP347373,4,4k
KP347374,4,4k
KP347375,4,4r
KP347376,4,4r
KP347377,4,4k
KP347378,4,4c
KP347379,4,4k
KP347380,4,4c
KP347381,4,4r
KP347382,4,4k
KP347383,4,4r
KP347384,4,4k
KP347385,4,4b
KP347386,4,4r
KP347387,4,
KP347388,4,
KP347389,4,4k
KP347390,4,4k
KP347391,4,4k
KP347392,1,
KP347393,4,4k
KP347394,4,4r
KP347395,4,4q
KP347396,4,4k
KP347397,4,4r
KP347398,4,4k
KP347399,4,4k
KP347400,4,4r
KP347401,4,4r
KP347402,4,4k
KP347403,4,4c
KP347404,4,4r
KP347405,4,4k
KP347406,4,4c
KP347407,4,4k
KP347408,4,4k
KP347409,4,4k
KP347410,4,4c
KP347411,4,4n
KP347412,4,4c
KP347413,4,
KP347414,4,4r
KP347415,4,4a
KP347416,4,4g
KP347417,4,4p
KP347418,4,4r
KP347419,4,4r
KP347420,4,4r
KP347421,4,4k
KP347422,4,
KP347423,4,4r
KP347424,4,4g
KP347425,4,4k
KP347426,4,4b
KP347427,4,4r
KP347428,4,4k
KP347429,4,4k
KP347430,4,4r
KP347431,4,4r
KP721803,1,1b
KP721804,2,2a
KP721805,1,1b
KP721806,1,1b
KP721807,2,2a
KP721808,1,1b
KP721809,2,2a
KP721810,2,2a
KP721811,2,2a
KP721812,2,2a
KP721813,1,1b
KP721814,2,2a
KP721815,1,1b
KP721816,1,1b
KP721817,2,2a
KP721818,2,2a
KP721819,2,2a
KP721820,1,1b
KP721821,2,2a
KP721822,2,2a
KP721823,1,1b
KP721824,1,1b
KP721825,1,1b
KP721826,2,2a
KP721827,2,2a
KP721828,2,2a
KP721829,1,1b
KP721830,1,1b
KP721831,2,2a
KP721832,1,1b
KP721833,1,1b
KP721834,1,1b
KP721835,2,2a
KP721836,2,2a
KP721837,1,1b
KP721838,1,1b
KP721839,1,1b
KP721840,2,2a
KP721841,1,1b
KP721842,1,1b
KP721843,1,1b
KP721844,1,1b
KP721845,1,1b
KP721846,1,1b
KP721847,2,2a
KP721848,2,2a
KP721849,2,2a
KP721850,2,2a
KP721851,2,2a
KP721852,1,1b
KP721853,1,1b
KP721854,1,1b
KP721855,2,2a
KP721856,2,2a
KP721857,1,1b
KP721858,1,1b
KP721859,1,1b
KP721860,1,1b
KP721861,1,1b
KP721862,1,1b
KP721863,1,1b
KP721864,1,1b
KP721865,2,2a
KP721866,2,2a
KP721867,2,2a
KP721868,2,2a
KP721869,2,2a
KR071882,1,1a
KR071883,1,1a
KR071884,1,1a
KR071885,1,1a
KR071886,1,1a
KR071887,1,1a
KR071888,1,1a
KR071889,1,1a
KR071890,1,1a
KR071891,1,1a
KR071892,1,1a
KR071893,1,1a
KR071894,1,1a
KR071895,1,1a
KR071896,1,1a
KR071897,1,1a
KR071898,1,1a
KR071899,1,1a
KR071900,1,1a
KR071901,1,1a
KR071902,1,1a
KR071903,1,1a
KR071904,1,1a
KR071905,1,1a
KR071906,1,1a
KR071907,1,1a
KR071908,1,1a
KR071909,1,1a
KR071910,1,1a
KR071911,1,1a
KR071912,1,1a
KR071913,1,1a
KR071914,1,1a
KR071915,1,1a
KR071916,1,1a
KR071917,1,1a
KR071918,1,1a
KR071919,1,1a
KR071920,1,1a
KR071921,1,1a
KR071922,1,1a
KR071923,1,1a
KR071924,1,1a
KR071925,1,1a
KR071926,1,1a
KR071927,1,1a
KR071928,1,1a
KR071929,1,1a
KR071930,1,1a
KR071931,1,1a
KR071932,1,1a
KR071933,1,1a
KR071934,1,1a
KR071935,1,1a
KR071936,1,1a
KR071937,1,1a
KR071938,1,1a
KR071939,1,1a
KR071940,1,1a
KR071941,1,1a
KR071942,1,1a
KR071943,1,1a
KR071944,1,1a
KR071945,1,1a
KR071946,1,1a
KR071947,1,1a
KR071948,1,1a
KR071949,1,1a
KR071950,1,1a
KR071951,1,1a
KR071952,1,1a
KR071953,1,1a
KR071954,1,1a
KR071955,1,1a
KR071956,1,1a
KR071957,1,1a
KR071958,1,1a
KR071959,1,1a
KR071960,1,1a
KR071961,1,1a
KR071962,1,1a
KR071963,1,1a
KR071964,1,1a
KR071965,1,1a
KR071966,1,1a
KR071967,1,1a
KR071968,1,1a
KR071969,1,1a
KR071970,1,1a
KR071971,1,1a
KR071972,1,1a
KR071973,1,1a
KR071974,1,1a
KR071975,1,1a
KR071976,1,1a
KR071977,1,1a
KR071978,1,1a
KR071979,1,1a
KR071980,1,1a
KR071981,1,1a
KR071982,1,1a
KR071983,1,1a
KR071984,1,1a
KR071985,1,1a
KR071986,1,1a
KR071987,1,1a
KR071988,1,1a
KR071989,1,1a
KR071990,1,1a
KR071991,1,1a
KR071992,1,1a
KR071993,1,1a
KR071994,1,1a
KR071995,1,1a
KR071996,1,1a
KR071997,1,1a
KR071998,1,1a
KR071999,1,1a
KR072000,1,1a
KR072001,1,1a
KR072002,1,1a
KR072003,1,1a
KR072004,1,1a
KR072005,1,1a
KR072006,1,1a
KR072007,3,3a
KR072008,3,3a
KR072009,3,3a
KR072010,3,3a
KR072011,3,3a
KR072012,3,3a
KR072013,3,3a
KR072014,3,3a
KR072015,3,3a
KR072016,3,3a
KR072017,3,3a
KR072018,3,3a
KR072019,3,3a
KR072020,3,3a
KR072021,3,3a
KR072022,3,3a
KR072023,3,3a
KR072024,3,3a
KR072025,3,3a
KR072026,3,3a
KR072027,3,3a
KR072028,3,3a
KR072029,3,3a
KR072030,3,3a
KR072031,3,3a
KR072032,3,3a
KR072033,3,3a
KR072034,3,3a
KR072035,3,3a
KR072036,3,3a
KR072037,3,3a
KR072038,3,3a
KR072039,3,3a
KR072040,3,3a
KR072041,3,3a
KR072042,3,3a
KR072043,3,3a
KR072044,3,3a
KR072045,3,3a
KR072046,3,3a
KR072047,3,3a
KR072048,3,3a
KR072049,3,3a
KR072050,3,3a
KR072051,3,3a
KR072052,3,3a
KR072053,3,3a
KR072054,3,3a
KR072055,3,3a
KR072056,3,3a
KR072057,3,3a
KR072058,3,3a
KR072059,3,3a
KR072060,3,3a
KR072061,3,3a
KR072062,3,3a
KR072063,3,3a
KR072064,3,3a
KR072065,3,3a
KR072066,3,3a
KR072067,3,3a
KR072068,3,3a
KR072069,3,3a
KR072070,3,3a
KR072071,3,3a
KR072072,3,3a
KR072073,3,3a
KR072074,3,3a
KR072075,3,3a
KR072076,3,3a
KR072077,3,3a
KR072078,3,3a
KR072079,3,3a
KR072080,3,3a
KR072081,3,3a
KR072082,3,3a
KR072083,3,3a
KR072084,3,3a
KR072085,3,3a
KR072086,3,3a
KR072087,3,3a
KR072088,3,3a
KR072089,3,3a
KR072090,3,3a
KR072091,3,3a
KR072092,3,3a
KR072093,3,3a
KR072094,3,3a
KR072095,3,3a
KR072096,3,3a
KR072097,3,3a
KR072098,3,3a
KR072099,3,3a
KR072100,3,3a
KR072101,3,3a
KR072102,3,3a
KR072103,3,3a
KR072104,3,3a
KR072105,3,3a
KR072106,3,3a
KR072107,3,3a
KR072108,3,3a
KR072109,3,3a
KR072110,3,3a
KR072111,3,3a
KR072112,3,3a
KR072113,3,3a
KR072114,3,3a
KR072115,3,3a
KR072116,3,3a
KR072117,3,3a
KR072118,3,3a
KR072119,3,3a
KR072120,3,3a
KR072121,3,3a
KR072122,3,3a
KR072123,3,3a
KR072124,3,3a
KR072125,3,3a
KR072126,3,3a
KR072127,3,3a
KR072128,3,3a
KR072129,3,3a
KR072130,3,3a
KR072131,3,3a
KR072132,3,3a
KR072133,3,3a
KR072134,3,3a
KR072135,3,3a
KR072136,3,3a
KR072137,3,3a
KR072138,3,3a
KR072139,3,3a
KR072140,3,3a
KR072141,3,3a
KR072142,3,3a
KR072143,3,3a
KR072144,3,3a
KR072145,3,3a
KR072146,3,3a
KR072147,3,3a
KR072148,3,3a
KR072149,3,3a
KR072150,3,3a
KR072151,3,3a
KR072152,3,3a
KR072153,3,3a
KR072154,3,3a
KR072155,3,3a
KR072156,3,3a
KR072157,3,3a
KR072158,3,3a
KR072159,3,3a
KR072160,3,3a
KR072161,3,3a
KR072162,3,3a
KR072163,3,3a
KR072164,3,3a
KR072165,3,3a
KR072166,3,3a
KR072167,3,3a
KR072168,3,3a
KR072169,3,3a
KR072170,3,3a
KR072171,3,3a
KR072172,3,3a
KR072173,3,3a
KR072174,3,3a
KR072175,3,3a
KR072176,3,3a
KR072177,3,3a
KR072178,3,3a
KR072179,3,3a
KR072180,3,3a
KR072181,3,3a
KR072182,3,3a
KR072183,3,3a
KR072184,3,3a
KR072185,3,3a
KR072186,3,3a
KR072187,3,3a
KR072188,3,3a
KR072189,3,3a
KR072190,3,3a
KR072191,3,3a
KR072192,3,3a
KR072193,3,3a
KR072194,3,3a
KR072195,3,3a
KR072196,3,3a
KR072197,3,3a
KR072198,3,3a
KR072199,3,3a
KR072200,3,3a
KR072201,3,3a
KR072202,3,3a
KR072203,3,3a
KR095342,,
KR095343,,
KR095344,,
KR095345,,
KR095346,,
KR095347,,
KR095348,,
KR095349,,
KR095350,,
KR095351,,
KR095352,,
KR095353,,
KR095354,,
KR108391,1,1a
KR108392,1,1a
KR108393,1,1a
KR108394,1,1a
KR108395,1,1a
KR108396,1,1a
KR108397,1,1a
KR108398,1,1a
KR108399,1,1a
KR108400,1,1a
KR108401,1,1a
KR108402,1,1a
KR108403,1,1a
KR108404,1,1a
KR108405,1,1a
KR108406,1,1a
KR108407,1,1a
KR108408,1,1a
KR108409,1,1a
KR108410,1,1a
KR108411,1,1a
KR108412,1,1a
KR108413,1,1a
KR108414,1,1a
KR108415,1,1a
KR108416,1,1b
KR108417,1,1b
KR108418,1,1b
KR108419,1,1b
KR108420,1,1b
KR108421,1,1b
KR108422,1,1b
KR108423,1,1b
KR108424,1,1b
KR108425,1,1b
KR108426,1,1b
KR108427,1,1b
KR108428,3,3a
KR108429,3,3a
KR108430,3,3a
KR108431,3,3a
KR108432,3,3a
KR108433,3,3a
KR108434,3,3a
KR108435,3,3a
KR108436,3,3a
KR108437,3,3a
KR108438,3,3a
KR108439,3,3a
KR108440,3,3a
KR108441,3,3a
KR108442,3,3a
KR108443,3,3a
KR108444,3,3a
KR108445,3,3a
KR108446,3,3a
KR108447,3,3a
KR108448,3,3a
KR108449,3,3a
KR108450,3,3a
KR108451,3,3a
KR108452,3,3a
KR108453,3,3a
KR108454,3,3a
KR108455,3,3a
KR108456,3,3a
KR108457,3,3a
KR108458,3,3a
KR108459,3,3a
KR108460,3,3a
KR108461,3,3a
KR108462,3,3a
KR108463,3,3a
KR108464,3,3a
KR108465,3,3a
KR108466,3,3a
KR108467,3,3a
KR108468,3,3a
KR108469,3,3a
KR108470,3,3a
KR108471,3,3a
KR108472,3,3a
KR108473,3,3a
KR108474,3,3a
KR108475,3,3a
KR108476,3,3a
KR108477,3,3a
KR108478,3,3a
KR108479,3,3a
KR108480,3,3a
KR108481,3,3a
KR108482,3,3a
KR108483,3,3b
KR108484,3,3b
KR108485,3,3b
KR108486,3,3b
KR108487,3,3b
KR108488,3,3b
KR108489,3,3b
KR108490,3,3b
KR108491,3,3b
KR108492,3,3b
KR108493,3,3b
KR108494,3,3b
KR108495,3,3b
KR108496,6,6n
KR108497,6,6n
OM287929,,
OM287930,,
OM287931,,
OM287932,,
OM287933,,
OM287934,,
OM287935,,
OM287936,,
OM287937,,
KX621422,1,1a
KX621423,1,1a
KX621424,1,1a
KX621425,1,1a
KX621426,3,3a
KX621427,1,1a
KX621428,3,3a
KX621429,3,3a
KX621430,1,1a
KX621431,3,3a
KX621432,3,3a
KX621433,3,3a
KX621434,3,3a
KX621435,1,1a
KX621436,1,1a
KX621437,1,1a
KX621438,1,1a
KX621439,1,1a
KX621440,1,1a
KX621441,3,3a
KX621442,1,1a
KX621443,1,1a
KX621444,1,1a
KX621445,1,1a
KX621446,1,1a
KX621447,3,3a
KX621448,1,1a
KX621449,1,1a
KX621450,1,1a
KX621451,1,1a
KX621452,1,1a
KX621453,3,3a
KX621454,3,3a
KX621455,1,1a
KX621456,1,1a
KX621457,1,1a
KX621458,1,1a
KX621459,1,1a
KX621460,1,1a
KX621461,1,1a
KX621462,1,1a
KX621463,1,1a
KX621464,1,1a
KX621465,1,1a
KX621466,1,1a
KX621467,1,1a
KX621468,1,1a
KX621469,3,3a
KX621470,3,3a
KX621471,1,1a
KX621472,3,3a
KX621473,1,1a
KX621474,1,1a
KX621475,3,3a
KX621476,3,3a
KX621477,3,3a
KX621478,3,3a
KX621479,3,3a
KX621480,3,3a
KX621481,3,3a
KX621482,1,1a
KX621483,3,3a
KX621484,1,1a
KX621485,1,1a
KX621486,3,3a
KX621487,3,3a
KX621488,3,3a
KX621489,3,3a
KX621490,3,3a
KX621491,3,3a
KX621492,3,3a
KX621493,1,1a
KX621494,3,3a
KX621495,1,1a
KX621496,3,3a
KX621497,3,3a
KX621498,3,3a
KX621499,3,3a
KX621500,1,1a
KX621501,3,3a
KX621502,3,3a
KX621503,3,3a
KX621504,1,1a
KX621505,1,1a
KX621506,3,3a
KX621507,3,3a
KX621508,3,3a
KX621509,1,1a
KX621510,1,1a
KX621511,1,1a
KX621512,1,1a
KX621513,3,3a
KX621514,1,1a
KX621515,1,1a
KX621516,3,3a
KX621517,1,1a
KX621518,3,3a
KX621519,3,3a
KX621520,1,1a
KX621521,1,1a
KX621522,3,3a
KX621523,1,1a
KX621524,1,1a
KX621525,1,1a
KX621526,1,1a
KX621527,3,3a
KX621528,1,1a
KX621529,1,1a
KX621530,3,3a
KX621531,3,3a
KX621532,1,1a
KX621533,1,1a
KX621534,3,3a
KX621535,1,1a
KX621536,1,1a
KX621537,3,3a
KX621538,1,1a
KX621539,3,3a
KX621540,1,1a
KX621541,3,3a
KX621542,1,1a
KX621543,1,1a
KX621544,1,1a
KX621545,2,2b
KX621546,2,2b
KX621547,2,2b
KX621548,2,2b
KX621549,2,2b
KX621550,2,2b
KX621551,2,2b
KX621552,2,2b
KX621553,2,2b
KX621554,2,2b
KX621555,2,2b
KX621556,2,2b
KX646270,1,1a
KX646271,1,1a
KX646272,1,1a
KX646273,1,1a
KX646274,1,1a
KX646275,1,1a
KX646276,1,1a
KX646277,1,1a
KX646278,1,1a
KX646279,1,1a
KX789412,7,7b
KX940824,1,1b
KX940825,3,3a
KX940826,1,1b
KX940827,1,1b
KX940828,3,3a
KX940829,1,1b
KX940830,3,3a
KX940831,1,1b
KX940832,3,3a
KX940833,3,3a
KX940834,3,3a
KX940835,3,3b
KX940836,3,3a
KX940837,3,3a
KX940838,3,3a
KX940839,3,3a
KX940840,3,3a
KX940841,3,3b
KX940842,1,1a
KX940843,3,3a
KX940844,3,3a
KX940845,3,3b
KX940846,2,2a
KX940847,2,2a
KX940848,2,2a
KX940849,2,2a
KX940850,6,6b
KX940851,3,3a
KX940852,1,1b
KX940853,1,1b
KX940854,1,1b
KX940855,3,3a
KX940856,3,3a
KX940857,3,3a
KX940858,2,2a
KX940859,3,3a
KX940860,3,3a
KX940861,3,3a
KX940862,3,3a
KX940863,6,6b
KX940864,3,3a
KX940865,1,1b
KX940866,6,6u
KX940867,6,6a
KX940868,3,3a
KX940869,6,6a
KX940870,1,1b
KX940871,3,3b
KX940872,1,1b
KX940873,3,3a
KX940874,3,3a
KX940875,6,6a
KX940876,3,3b
KX940877,3,3b
KX940878,2,2a
KX940879,1,1b
KX940880,6,6b
KX940881,1,1b
KX940882,3,3a
KX940883,2,2b
KX940884,1,1b
KX940885,6,6b
KX940886,1,1b
KX940887,1,1b
KX940888,2,2b
KX940889,1,1b
KX940890,1,1b
KX940891,3,3a
KX940892,1,1b
KX940893,3,3b
KX940894,3,3a
KX940895,3,3a
KX940896,3,3a
KX940897,6,6a
KX940898,3,3b
KX940899,1,1b
KX940900,3,3a
KX940901,3,3a
KY083754,4,
KY083755,4,
KY083756,4,
KY083757,4,
KY083758,4,
KY120328,,
KY120329,,
KY120330,,
KY120331,,
KY120332,,
KY379287,3,3a
KY379288,3,3a
KY379289,3,3a
KY379290,3,3a
KY379291,3,3a
KY379292,3,3a
KY379293,3,3a
KY379294,3,3a
KY379295,3,3a
KY379296,3,3a
KY379297,3,3a
KY379298,3,3a
KY379299,3,3a
KY379300,3,3a
KY379301,3,3a
KY379302,3,3a
KY379303,3,3a
KY379304,3,3a
KY379305,3,3a
KY379306,3,3a
KY379307,3,3a
KY379308,3,3a
KY379309,3,3a
KY379310,3,3a
KY379311,3,3a
KY379312,3,3a
KY379313,3,3a
KY379314,3,3a
KY379315,3,3a
KY379316,3,3a
KY379317,3,3a
KY379318,3,3a
KY379319,3,3a
KY474465,,
KY474466,,
KY474467,,
KY474468,,
KY474469,,
KY474470,,
KY474471,,
KY474472,,
KY474473,,
KY474474,,
KY474475,,
KY474476,,
KY474477,,
KY474478,,
KY474479,,
KY474480,,
KY474481,,
KY474482,,
KY474483,,
KY474484,,
KY474485,,
KY474486,,
KY474487,,
KY474488,,
KY474489,,
KY474490,,
KY474491,,
KY474492,,
KY474493,,
KY474494,,
KY474495,,
KY474496,,
KY474497,,
KY474498,,
KY474499,,
KY474500,,
KY474501,,
KY474502,,
KY474503,,
KY474504,,
KY474505,,
KY474506,,
KY474507,,
KY474508,,
KY474509,,
KY474510,,
KY608611,1,1c
KY608612,1,1c
KY608613,1,1e
KY608614,1,1e
KY608615,1,1g
KY608616,1,1g
KY608617,1,1h
KY608618,1,1l
KY608619,2,2i
KY608620,2,2i
KY608621,2,2i
KY608622,2,2i
KY608623,2,2i
KY608624,2,2i
KY608625,2,2i
KY608626,2,2i
KY608627,2,2i
KY608628,2,2i
KY608629,2,2j
KY608630,2,2j
KY608631,2,2k
KY608632,2,2k
KY608633,2,2k
KY608634,2,2k
KY608635,3,3g
KY608636,3,3g
KY608637,3,3g
