Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
OR210624,6N,6N,1M,1M,6N,5,,2,1M;6N,AllFiveDisagree
OR210678,6N,6N,1M,1M,6N,5,,2,1M;6N,AllFiveDisagree
OR210689,6L,6L,6XJ,6XJ,,4,GenBank,2,6L;6XJ,AvailableCallsDisagree
OR210766,6N,6N,1M,1M,6N,5,,2,1M;6N,AllFiveDisagree
OR210783,6L,6L,6XI,6XI,,4,GenBank,2,6L;6XI,AvailableCallsDisagree
OR210805,6L,6L,2A,2A,,4,GenBank,2,2A;6L,AvailableCallsDisagree
OR210850,6N,6N,1M,1M,6N,5,,2,1M;6N,AllFiveDisagree
OR210878,6N,6N,1M,1M,6N,5,,2,1M;6N,AllFiveDisagree
OR097220,"UNASSIGNED_1, 2A-6V","UNASSIGNED_1, 2A-6V",2A,2A,6W,5,,3,"2A;6W;UNASSIGNED_1, 2A-6V",AllFiveDisagree
KJ148617,2J,2J,2L,2L,2L,5,,2,2J;2L,AllFiveDisagree
KJ148618,2A,2A,2L,2L,2L,5,,2,2A;2L,AllFiveDisagree
KJ439768,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
KJ439772,1B,1B,1I,1I,1I,5,,2,1B;1I,AllFiveDisagree
KJ439773,1A,1A,1J,1J,1J,5,,2,1A;1J,AllFiveDisagree
KJ439774,1A,1A,1K,1K,1K,5,,2,1A;1K,AllFiveDisagree
KJ439775,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439777,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
KJ439778,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ439779,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
KJ439780,1A,1A,1K,1M,,4,GenBank,3,1A;1K;1M,AvailableCallsDisagree
KJ439781,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439782,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ470148,6W,6W,6XF,6XF,,4,GenBank,2,6W;6XF,AvailableCallsDisagree
KJ470155,4K,4K,1A,1A,6K,5,,3,1A;4K;6K,AllFiveDisagree
KJ470158,6U,6U,6U,6U,6E,5,,2,6E;6U,AllFiveDisagree
KJ470169,6E,6E,1L,1L,6E,5,,2,1L;6E,AllFiveDisagree
KJ470185,6U,6U,6U,6U,6E,5,,2,6E;6U,AllFiveDisagree
KJ470190,6E,6E,6XC,6XC,6E,5,,2,6E;6XC,AllFiveDisagree
KJ470197,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
KJ470202,6L,6L,1C,1C,6L,5,,2,1C;6L,AllFiveDisagree
KJ470210,6L,6L,1A,1A,6L,5,,2,1A;6L,AllFiveDisagree
KJ470212,6U,6U,6U,6U,6E,5,,2,6E;6U,AllFiveDisagree
KJ470214,6E,6E,6XC,6XC,6E,5,,2,6E;6XC,AllFiveDisagree
KJ470220,6U,6U,6U,6U,6E,5,,2,6E;6U,AllFiveDisagree
KJ470254,6H,6H,1L,1L,6H,5,,2,1L;6H,AllFiveDisagree
KJ470262,6L,6L,1C,1C,6K,5,,3,1C;6K;6L,AllFiveDisagree
KJ470278,6L,6L,1N,1N,6K,5,,3,1N;6K;6L,AllFiveDisagree
KJ470282,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
KJ470285,6P,6P,3D,3D,6P,5,,2,3D;6P,AllFiveDisagree
KJ470298,6E,6E,7A,7A,6E,5,,2,6E;7A,AllFiveDisagree
KJ470303,6L,6L,2M,2M,6L,5,,2,2M;6L,AllFiveDisagree
KJ470308,2J,2J,2J,2J,2L,5,,2,2J;2L,AllFiveDisagree
KJ470312,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
KJ470317,6E,6E,3D,3D,,4,GenBank,2,3D;6E,AvailableCallsDisagree
KJ470322,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
KJ470326,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
KJ470327,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
KJ470356,6L,6L,1A,1A,6L,5,,2,1A;6L,AllFiveDisagree
KJ470365,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
KJ470370,6L,6L,1A,1A,6L,5,,2,1A;6L,AllFiveDisagree
KJ470618,3A,3A,3E,3E,3E,5,,2,3A;3E,AllFiveDisagree
KJ470619,3A,3A,3D,3D,3D,5,,2,3A;3D,AllFiveDisagree
KJ470623,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
KJ470625,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
KJ567644,6L,6L,6XB,6XI,,4,GenBank,3,6L;6XB;6XI,AvailableCallsDisagree
KJ567645,6L,6L,6XB,6XB,6XB,5,,2,6L;6XB,AllFiveDisagree
KJ567646,6E,6E,6XF,6XF,,4,GenBank,2,6E;6XF,AvailableCallsDisagree
KJ567647,6W,6E,6XF,6XF,,4,GenBank,3,6E;6W;6XF,AvailableCallsDisagree
KJ567648,6W,6E,6XF,6XF,,4,GenBank,3,6E;6W;6XF,AvailableCallsDisagree
KJ567649,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KJ567650,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KJ567651,6E,6E,6XC,6XC,6XC,5,,2,6E;6XC,AllFiveDisagree
KJ567652,6E,6E,6XC,6E,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KJ642631,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
KJ642632,2J,2J,2L,2L,,4,GenBank,2,2J;2L,AvailableCallsDisagree
KJ642633,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
KJ642635,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KJ642636,2C,2C,2L,2L,,4,GenBank,2,2C;2L,AvailableCallsDisagree
KJ642637,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
KJ642638,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
KJ678754,"UNASSIGNED_1, 6A-3H",6A,6A,6A,6A,5,,2,"6A;UNASSIGNED_1, 6A-3H",AllFiveDisagree
KJ678768,"UNASSIGNED_1, 6A-3A",6A,6A,6A,6A,5,,2,"6A;UNASSIGNED_1, 6A-3A",AllFiveDisagree
KM102760,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102761,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102762,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102763,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102764,"UNASSIGNED_1, 1B-2J-2A-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2J-2A-2B",AllFiveDisagree
KM102765,"UNASSIGNED_1, 1B-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2K",AllFiveDisagree
KM102766,"UNASSIGNED_1, 1B-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
KM102767,"UNASSIGNED_1, 1B-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
KM102768,"UNASSIGNED_1, 1B-2A-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2A-2K",AllFiveDisagree
KM102769,"UNASSIGNED_1, 1B-2A-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2A-2K",AllFiveDisagree
KM102770,"UNASSIGNED_1, 1B-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2K",AllFiveDisagree
KM213527,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
KM213528,1C,1C,1M,1M,,4,GenBank,2,1C;1M,AvailableCallsDisagree
KM213529,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
KM213530,2J,2A,2U,2U,,4,GenBank,3,2A;2J;2U,AvailableCallsDisagree
KM213532,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
KM213533,2A,2A,2D,2D,,4,GenBank,2,2A;2D,AvailableCallsDisagree
KM213534,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
KM213535,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
KM213538,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
KM213539,2J,2J,2F,2F,,4,GenBank,2,2F;2J,AvailableCallsDisagree
KM213540,2C,2C,2U,2U,,4,GenBank,2,2C;2U,AvailableCallsDisagree
KM213541,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KM213542,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
KM213543,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213544,1L,1L,1M,1M,,4,GenBank,2,1L;1M,AvailableCallsDisagree
KM213545,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
KM213546,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
KM213547,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213548,2B,2B,2A,2A,,4,GenBank,2,2A;2B,AvailableCallsDisagree
KM213549,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KM213550,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
KM213551,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
KM213552,2C,2K,2F,2F,,4,GenBank,3,2C;2F;2K,AvailableCallsDisagree
KM213553,2J,2J,2L,2L,,4,GenBank,2,2J;2L,AvailableCallsDisagree
KM213554,1H,1H,1D,1D,,4,GenBank,2,1D;1H,AvailableCallsDisagree
KM213555,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
KM213556,2C,2C,2K,2K,,4,GenBank,2,2C;2K,AvailableCallsDisagree
KM213558,1L,1L,1D,1D,,4,GenBank,2,1D;1L,AvailableCallsDisagree
KM213559,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213560,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
KM213562,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213563,2C,2C,2J,2J,,4,GenBank,2,2C;2J,AvailableCallsDisagree
KM213565,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
KM213569,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213570,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213572,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
KM213573,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
KM213574,4A,4A,1M,1M,,4,GenBank,2,1M;4A,AvailableCallsDisagree
KM213575,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KM213576,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
KM213577,1B,1H,1D,1D,,4,GenBank,3,1B;1D;1H,AvailableCallsDisagree
KM213578,2A,2A,2D,2D,,4,GenBank,2,2A;2D,AvailableCallsDisagree
KM213579,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
KM213580,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213581,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KM213582,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
KM213584,2Q,2Q,2F,2F,,4,GenBank,2,2F;2Q,AvailableCallsDisagree
KM213586,2J,2M,2D,2D,,4,GenBank,3,2D;2J;2M,AvailableCallsDisagree
KM213587,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
KM213590,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
KM252788,"UNASSIGNED_1, 6U-2B",6U,6U,6U,6U,5,,2,"6U;UNASSIGNED_1, 6U-2B",AllFiveDisagree
KM252789,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252790,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252791,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252792,6N,6N,6XE,6XE,6XE,5,,2,6N;6XE,AllFiveDisagree
KM252793,6D,6D,1H,6D,,4,GenBank,2,1H;6D,AvailableCallsDisagree
KM252794,6W,6N,6H,6I,,4,GenBank,4,6H;6I;6N;6W,AvailableCallsDisagree
KM252796,6E,6E,1C,6C,,4,GenBank,3,1C;6C;6E,AvailableCallsDisagree
KM252797,6E,6E,6Q,6C,,4,GenBank,3,6C;6E;6Q,AvailableCallsDisagree
KM252798,6E,6E,8A,6XF,,4,GenBank,3,6E;6XF;8A,AvailableCallsDisagree
KM252799,6A,6A,6B,6XD,,4,GenBank,3,6A;6B;6XD,AvailableCallsDisagree
KM252800,6E,6E,6Q,6Q,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM285099,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285100,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285101,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285102,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285103,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285104,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285105,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285106,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285107,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285108,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285109,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285110,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285111,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285112,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285113,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285114,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285115,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285116,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285117,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285118,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KM285119,6N,6N,6XG,6XG,6X,5,,3,6N;6X;6XG,AllFiveDisagree
KM285120,6N,6N,6XG,6XG,6X,5,,3,6N;6X;6XG,AllFiveDisagree
KM285121,6N,6N,6XG,6XG,6X,5,,3,6N;6X;6XG,AllFiveDisagree
KM285122,6N,6N,6XG,6XG,6X,5,,3,6N;6X;6XG,AllFiveDisagree
KM285123,6N,6N,6XG,6XG,6X,5,,3,6N;6X;6XG,AllFiveDisagree
KM504109,6N,6N,6N,6XG,,4,GenBank,2,6N;6XG,AvailableCallsDisagree
KM504111,6E,6E,6C,6C,,4,GenBank,2,6C;6E,AvailableCallsDisagree
KM504112,1B,6O,6P,6O,,4,GenBank,3,1B;6O;6P,AvailableCallsDisagree
KM504114,6O,6E,6Q,6Q,,4,GenBank,3,6E;6O;6Q,AvailableCallsDisagree
KM504117,6E,6E,6Q,6Q,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM504118,6W,6O,6XF,6XF,,4,GenBank,3,6O;6W;6XF,AvailableCallsDisagree
KM504120,6E,6E,6Q,6Q,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM504121,6W,6E,6Q,6C,,4,GenBank,4,6C;6E;6Q;6W,AvailableCallsDisagree
KM504123,6S,6S,1J,6S,6S,5,,2,1J;6S,AllFiveDisagree
KM504124,6C,6C,1H,6C,6C,5,,2,1H;6C,AllFiveDisagree
KM523574,3B,3B,3B,3B,2A,5,,2,2A;3B,AllFiveDisagree
KP201489,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
KP201491,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
KP201492,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
KP201493,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
KP324195,6I,6I,1A,1A,6I,5,,2,1A;6I,AllFiveDisagree
KP324196,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324197,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324198,6I,6I,1L,1L,6I,5,,2,1L;6I,AllFiveDisagree
KP324199,6I,6I,1L,1L,6I,5,,2,1L;6I,AllFiveDisagree
KP324200,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324201,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324202,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324203,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324204,6I,6I,7A,7A,6I,5,,2,6I;7A,AllFiveDisagree
KP324205,6I,6I,1A,1A,6I,5,,2,1A;6I,AllFiveDisagree
KP324206,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324207,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP324208,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
KP347333,4K,4K,4R,4R,4G,5,,3,4G;4K;4R,AllFiveDisagree
KP347336,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KP347339,4G?,4G?,4G,4G,4G,5,,2,4G;4G?,AllFiveDisagree
KP347346,4K,4K,4K,4K,4G,5,,2,4G;4K,AllFiveDisagree
KP347347,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
KP347350,4G?,4G?,4G,4G,4G,5,,2,4G;4G?,AllFiveDisagree
KP347357,4K,4K,4K,4K,4R,5,,2,4K;4R,AllFiveDisagree
KP347363,4V,4V,4W,4W,4B,5,,3,4B;4V;4W,AllFiveDisagree
KP347364,4K,4K,4R,4R,4G,5,,3,4G;4K;4R,AllFiveDisagree
KP347368,4D,4D,4P,4P,4B,5,,3,4B;4D;4P,AllFiveDisagree
KP347380,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KP347389,4K,4K,4R,4R,4K,5,,2,4K;4R,AllFiveDisagree
KP347395,4V,4V,4V,4V,4Q,5,,2,4Q;4V,AllFiveDisagree
KP347411,4L,4L,4L,4L,4N,5,,2,4L;4N,AllFiveDisagree
KP347415,4V,4V,4L,4L,4A,5,,3,4A;4L;4V,AllFiveDisagree
KP347416,4A,4A,4R,4R,4G,5,,3,4A;4G;4R,AllFiveDisagree
KP347417,4R,4R,4P,4P,4P,5,,2,4P;4R,AllFiveDisagree
KP347424,4K,4K,4K,4K,4G,5,,2,4G;4K,AllFiveDisagree
KP347426,4L,4L,4B,4B,4B,5,,2,4B;4L,AllFiveDisagree
KR095342,6I,6I,1M,1M,,4,GenBank,2,1M;6I,AvailableCallsDisagree
KX789412,3A,3A,7B,7B,7B,5,,2,3A;7B,AllFiveDisagree
KX940866,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
KY083758,2C,2C,2V,2V,,4,GenBank,2,2C;2V,AvailableCallsDisagree
KY608650,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KY608701,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
KY620322,"UNASSIGNED_1, 2A-3A",2A,2A,2A,,4,GenBank,2,"2A;UNASSIGNED_1, 2A-3A",AvailableCallsDisagree
KY620330,"UNASSIGNED_1, 2C-2B-3G-2B-2A",2C,2C,2C,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-2B-3G-2B-2A",AvailableCallsDisagree
KY620333,"UNASSIGNED_1, 2C-6H-3H",2C,2C,2C,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-6H-3H",AvailableCallsDisagree
KY620334,"UNASSIGNED_1, 2C-6H-2B",2C,2C,2C,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-6H-2B",AvailableCallsDisagree
KY620364,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620370,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620373,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620384,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620390,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620404,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620414,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620427,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620437,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620448,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620456,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620484,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620508,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620514,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620515,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620516,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620517,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620519,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620526,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620549,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620552,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620568,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620574,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620580,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620606,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620641,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620671,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620675,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620721,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620724,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620738,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620748,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620759,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620790,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620791,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620801,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620811,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620823,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620824,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
