Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
LC633992,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
LC633993,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
LC633994,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
LC633995,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
LC633996,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC633997,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC633998,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC633999,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC634000,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC634001,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC634002,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC634003,498,4,2.209,21.285,10.843,18.712,18.712,20.080,20.080,20.884,20.121,20.121,17.304,21.486,18.876,18.273,17.034,17.706,22.984,21.371,19.238,17.505,17.505,22.289,22.289,4a,2.209,4c,10.843
LC642116,382,4,11.917,18.817,11.257,16.316,16.316,18.684,18.684,20.210,17.935,17.935,13.947,16.230,15.445,15.915,16.053,15.526,21.316,15.707,18.635,14.474,14.474,19.312,19.312,4c,11.257,4a,11.917
OQ446441,314,4,13.016,20.066,12.102,16.879,16.879,20.767,20.767,21.270,18.971,18.971,15.705,20.382,14.650,17.042,15.287,15.924,22.293,19.231,18.790,15.605,15.605,21.543,21.543,4c,12.102,4a,13.016
KT722323,631,4,11.569,21.613,12.719,18.601,18.601,21.304,21.304,22.821,21.154,21.154,17.045,20.191,18.919,18.690,18.919,18.413,24.444,20.032,20.827,17.329,17.329,22.524,22.524,4a,11.569,4c,12.719
KT722324,631,4,11.410,21.452,12.560,18.442,18.442,21.145,21.145,22.345,20.833,20.833,16.883,20.191,18.760,18.530,18.760,18.095,24.286,19.873,20.668,17.011,17.011,22.524,22.524,4a,11.410,4c,12.560
KT722325,631,4,11.252,21.452,12.401,18.283,18.283,20.986,20.986,22.345,20.673,20.673,16.721,20.032,18.601,18.371,18.601,17.937,24.127,19.714,20.509,16.852,16.852,22.364,22.364,4a,11.252,4c,12.401
KT722326,631,4,10.618,21.129,11.924,17.965,17.965,20.668,20.668,22.063,20.353,20.353,16.071,19.555,18.124,17.732,18.124,17.619,23.810,19.396,20.032,16.216,16.216,22.204,22.204,4a,10.618,4c,11.924
KT722327,637,4,11.460,20.612,13.355,17.806,17.806,19.873,19.873,20.285,20.994,20.994,15.909,18.760,19.078,17.732,18.760,17.143,24.127,20.986,20.986,16.220,16.220,22.204,22.204,4a,11.460,4c,13.355
KT722328,637,4,12.088,21.095,13.990,18.442,18.442,20.350,20.350,20.602,21.474,21.474,16.396,19.396,19.714,18.211,19.078,17.619,24.762,21.463,21.622,17.143,17.143,22.684,22.684,4a,12.088,4c,13.990
KT722329,637,4,11.460,20.773,13.514,17.965,17.965,20.032,20.032,20.285,21.154,21.154,16.071,19.078,19.237,17.891,18.919,17.460,24.286,21.145,21.145,16.508,16.508,22.364,22.364,4a,11.460,4c,13.514
KT722330,637,4,11.617,20.934,13.672,18.124,18.124,20.191,20.191,20.444,21.154,21.154,16.234,19.237,19.396,18.051,19.078,17.619,24.286,21.145,21.304,16.667,16.667,22.524,22.524,4a,11.617,4c,13.672
KT722331,637,4,11.931,20.934,13.672,18.124,18.124,20.191,20.191,20.444,21.314,21.314,16.396,19.237,19.396,18.211,19.078,17.619,24.444,21.145,21.463,17.008,17.008,22.524,22.524,4a,11.931,4c,13.672
KT722332,637,4,11.774,20.934,13.672,18.124,18.124,20.191,20.191,20.444,21.154,21.154,16.234,19.237,19.396,18.051,19.078,17.619,24.286,21.145,21.304,16.850,16.850,22.524,22.524,4a,11.774,4c,13.672
KT722333,637,4,12.245,21.578,14.308,18.601,18.601,20.827,20.827,21.553,21.795,21.795,16.883,19.714,20.032,18.690,19.555,17.937,24.603,21.940,21.940,17.302,17.302,22.684,22.684,4a,12.245,4c,14.308
KT735185,635,4,11.496,19.677,12.698,17.937,17.937,19.683,19.683,21.746,20.833,20.833,16.558,19.206,18.254,17.225,18.413,16.852,22.964,20.317,18.889,15.881,15.881,21.086,21.086,4a,11.496,4c,12.698
KU180713,617,4,16.139,23.871,15.559,19.396,19.396,22.099,22.099,21.587,21.795,21.795,19.512,20.191,19.063,20.767,19.078,18.226,23.016,22.099,18.919,17.433,17.433,22.843,22.843,4c,15.559,4a,16.139
KU180715,630,4,20.000,19.063,17.476,3.968,3.968,17.937,17.937,19.839,18.620,18.620,16.234,18.571,17.778,16.906,16.667,13.831,20.986,18.710,17.937,13.968,13.968,19.936,19.936,4d,3.968,4q,13.831
KU871283,630,4,18.889,19.329,17.619,4.127,4.127,18.254,18.254,20.159,18.344,18.344,15.747,17.778,17.143,15.470,16.508,13.037,20.517,18.730,17.460,13.651,13.651,19.677,19.677,4d,4.127,4q,13.037
KU871284,630,4,18.889,19.649,17.937,3.810,3.810,18.095,18.095,20.317,18.506,18.506,15.747,17.778,17.302,15.470,16.825,13.355,20.517,18.730,17.778,13.968,13.968,19.839,19.839,4d,3.810,4q,13.355
KU871285,630,4,20.032,19.649,17.460,4.127,4.127,18.254,18.254,21.111,19.611,19.611,16.396,18.889,17.619,16.746,17.619,13.355,20.679,18.413,18.571,14.127,14.127,20.645,20.645,4d,4.127,4q,13.355
KU871286,630,4,18.730,19.010,16.825,4.127,4.127,18.413,18.413,20.635,18.152,18.152,15.909,17.619,17.460,17.065,17.143,13.514,20.679,18.095,18.095,13.968,13.968,19.516,19.516,4d,4.127,4q,13.514
KU871287,630,4,19.365,19.329,16.984,3.175,3.175,18.196,18.196,21.622,18.314,18.314,16.883,17.778,17.619,17.225,17.619,13.037,21.163,18.254,18.413,13.651,13.651,19.677,19.677,4d,3.175,4q,13.037
KU871288,629,4,19.778,20.484,18.919,17.965,17.965,17.591,17.591,20.919,21.830,21.830,16.234,8.426,17.476,17.252,17.965,16.667,21.429,19.841,19.237,16.799,16.799,21.725,21.725,4m,8.426,4q,16.667
KU871289,636,4,11.321,20.290,12.878,18.442,18.442,19.396,19.396,21.553,19.712,19.712,17.045,18.601,17.488,17.732,18.283,16.825,23.651,19.555,19.555,16.852,16.852,21.565,21.565,4a,11.321,4c,12.878
KU871290,636,4,11.321,20.451,12.719,19.078,19.078,19.714,19.714,21.712,19.712,19.712,17.532,18.760,18.283,17.732,18.601,17.302,23.810,20.032,19.555,17.647,17.647,21.885,21.885,4a,11.321,4c,12.719
KU871291,636,4,11.164,20.934,12.719,19.078,19.078,19.873,19.873,21.870,20.353,20.353,17.077,19.078,17.806,18.211,18.601,17.460,23.404,20.032,19.873,17.170,17.170,22.204,22.204,4a,11.164,4c,12.719
KU871292,636,4,11.006,21.217,12.878,18.442,18.442,18.124,18.124,19.146,20.583,20.583,16.883,19.194,19.237,17.666,17.488,17.143,23.127,19.873,19.396,17.329,17.329,21.951,21.951,4a,11.006,4c,12.878
KU871293,636,4,10.377,19.516,10.423,17.143,17.143,19.048,19.048,19.485,19.872,19.872,15.909,18.889,17.143,18.182,17.302,16.534,23.779,19.516,17.778,15.714,15.714,21.725,21.725,4a,10.377,4c,10.423
OK001595,570,4,13.333,21.708,13.805,16.106,16.106,20.604,20.604,20.745,21.081,21.081,15.686,19.292,17.052,16.163,18.230,15.808,22.162,19.469,19.149,15.426,15.426,21.925,21.925,4a,13.333,4c,13.805
OK001596,560,4,11.817,19.534,11.607,17.857,17.857,20.536,20.536,19.929,21.364,21.364,14.542,19.107,16.964,17.056,17.321,15.536,22.321,19.107,19.464,15.000,15.000,22.083,22.083,4c,11.607,4a,11.817
OK001597,567,4,11.817,21.779,13.996,18.393,18.393,21.071,21.071,21.196,21.724,21.724,17.563,20.536,18.750,17.528,18.393,16.071,24.107,19.488,20.357,18.214,18.214,22.083,22.083,4a,11.817,4c,13.996
OK001598,568,4,13.380,21.416,13.076,19.643,19.643,21.786,21.786,20.285,20.646,20.646,17.774,20.856,17.967,17.774,18.036,16.364,22.679,19.305,20.143,16.578,16.578,23.339,23.339,4a,13.380,4c,13.076
OK001599,511,4,12.133,18.220,11.753,15.675,15.675,18.627,18.627,19.960,19.756,19.756,14.940,17.964,16.600,17.063,17.949,14.683,21.600,18.236,18.219,15.294,15.294,19.800,19.800,4a,12.133,4c,11.753
OK001600,517,4,20.077,20.950,18.762,18.482,18.482,19.342,19.342,22.674,21.942,21.942,18.824,20.076,20.971,11.219,18.058,17.602,22.957,20.784,20.583,17.670,17.670,19.870,19.870,4o,11.219,4q,17.602
OK001601,570,4,19.056,21.329,17.986,17.163,17.163,18.214,18.214,21.503,20.745,20.745,17.513,18.389,20.000,9.649,16.259,16.112,22.025,20.140,19.089,16.813,16.813,20.567,20.567,4o,9.649,4q,16.112
OK001602,488,4,19.067,20.000,16.352,16.700,16.700,19.473,19.473,21.298,21.277,21.277,17.515,18.534,18.496,9.016,16.870,15.479,21.192,20.774,18.310,15.854,15.854,20.408,20.408,4o,9.016,4q,15.479
OK001603,564,4,17.199,20.708,15.876,16.520,16.520,19.081,19.081,20.671,19.928,19.928,17.021,18.262,17.730,8.865,17.522,14.716,21.005,19.681,18.440,15.221,15.221,20.708,20.708,4o,8.865,4q,14.716
OK001604,562,4,20.143,20.290,18.248,7.651,7.651,19.217,19.217,20.976,18.247,18.247,16.667,19.039,17.082,16.607,16.904,12.989,20.463,18.773,18.036,14.769,14.769,21.786,21.786,4d,7.651,4q,12.989
OK001605,567,4,12.346,20.182,12.915,17.143,17.143,20.357,20.357,21.196,20.287,20.287,15.412,18.750,18.214,14.901,17.857,14.643,22.143,19.455,19.643,17.314,17.314,20.467,20.467,4a,12.346,4c,12.915
OK001606,547,4,11.152,19.284,14.259,17.041,17.041,19.666,19.666,19.663,18.113,18.113,15.985,18.762,18.011,17.164,17.636,15.770,21.667,19.305,19.103,15.413,15.413,20.543,20.543,4a,11.152,4c,14.259
OK001607,577,4,12.132,22.695,11.712,18.325,18.325,21.678,21.678,20.354,20.000,20.000,17.688,20.593,18.881,19.684,18.325,16.928,21.503,20.071,21.117,17.976,17.976,21.930,21.930,4a,12.132,4c,11.712
OK001608,562,4,19.430,19.565,17.518,6.762,6.762,18.327,18.327,20.690,17.774,17.774,16.129,18.393,16.786,16.279,16.607,12.100,19.751,18.297,17.321,14.057,14.057,21.288,21.288,4d,6.762,4q,12.100
OK001609,504,4,18.627,21.074,16.400,15.278,15.278,20.629,20.629,23.379,21.272,21.272,17.485,19.682,19.765,20.594,18.416,15.748,20.079,17.383,18.039,15.882,15.882,22.510,22.510,4d,15.278,4q,15.748
OK001610,574,4,12.021,21.147,12.386,17.108,17.108,20.318,20.318,21.185,21.631,21.631,16.460,20.811,18.629,17.908,18.695,16.931,22.222,18.851,19.224,16.402,16.402,22.695,22.695,4a,12.021,4c,12.386
OK001611,630,4,20.159,19.010,17.778,4.444,4.444,17.937,17.937,20.476,18.476,18.476,14.935,18.889,16.984,17.863,16.984,13.514,20.355,19.524,17.778,13.016,13.016,19.355,19.355,4d,4.444,4v,13.016
OM811664,537,4,20.374,21.429,17.691,16.791,16.791,20.038,20.038,19.888,19.165,19.165,17.041,19.216,7.821,18.644,17.457,15.456,22.243,18.436,17.078,14.711,14.711,21.764,21.764,4n,7.821,4v,14.711
OM811666,396,4,13.547,17.677,12.060,17.085,17.085,18.296,18.296,21.410,19.582,19.582,11.869,17.544,16.792,14.141,15.829,13.819,21.554,17.179,17.588,13.283,13.283,19.525,19.525,4l,11.869,4c,12.060
MZ131602,563,4,19.858,18.717,17.553,4.973,4.973,18.650,18.650,21.099,19.349,19.349,16.399,17.229,17.584,16.786,17.940,12.789,21.338,18.828,17.229,13.677,13.677,20.615,20.615,4d,4.973,4q,12.789
MZ131603,596,4,19.565,18.480,17.391,5.034,5.034,18.928,18.928,20.903,18.687,18.687,16.134,17.206,17.588,16.498,17.420,13.087,21.309,18.456,17.588,13.758,13.758,20.672,20.672,4d,5.034,4q,13.087
MZ131604,392,4,19.338,19.231,17.303,5.612,5.612,19.133,19.133,21.990,18.006,18.006,17.179,18.622,16.837,16.796,18.622,13.776,20.419,19.744,17.602,15.561,15.561,20.844,20.844,4d,5.612,4q,13.776
MZ131605,567,4,19.014,18.440,17.284,4.762,4.762,18.198,18.198,20.282,18.671,18.671,15.929,17.108,17.284,15.780,16.931,12.522,20.467,18.342,16.578,13.428,13.428,20.108,20.108,4d,4.762,4q,12.522
MZ131606,570,4,19.298,18.551,17.399,4.561,4.561,18.629,18.629,20.877,18.426,18.426,16.049,16.872,17.223,16.254,17.399,12.654,20.394,18.102,16.872,13.708,13.708,20.394,20.394,4d,4.561,4q,12.654
MZ131607,601,4,19.269,18.698,17.276,4.825,4.825,18.802,18.802,20.930,18.613,18.613,16.194,17.637,17.471,16.555,17.500,13.000,21.320,18.667,17.471,13.810,13.810,20.439,20.439,4d,4.825,4q,13.000
MZ131608,555,4,20.000,18.987,17.806,5.225,5.225,18.919,18.919,21.043,19.266,19.266,16.275,17.148,17.297,16.667,17.477,13.153,21.284,19.279,16.937,14.054,14.054,21.101,21.101,4d,5.225,4q,13.153
MZ131609,424,4,18.676,18.290,16.745,4.953,4.953,18.160,18.160,21.513,18.599,18.599,16.351,17.453,16.038,16.865,17.925,12.972,19.565,19.811,16.509,14.387,14.387,20.531,20.531,4d,4.953,4q,12.972
MZ131610,600,4,18.968,19.095,17.333,4.500,4.500,18.667,18.667,20.466,18.305,18.305,16.054,17.500,17.167,16.415,17.167,12.833,20.847,18.333,17.333,13.833,13.833,20.474,20.474,4d,4.500,4q,12.833
MZ131611,423,4,18.913,18.052,16.509,5.437,5.437,18.676,18.676,21.986,19.128,19.128,16.390,17.730,17.021,17.381,18.440,12.766,19.855,20.095,16.785,14.657,14.657,20.823,20.823,4d,5.437,4q,12.766
MZ131612,413,4,18.886,17.805,16.223,5.085,5.085,18.886,18.886,22.705,18.859,18.859,15.328,17.433,15.981,16.585,18.402,12.349,20.099,19.370,16.707,14.528,14.528,20.844,20.844,4d,5.085,4q,12.349
MZ131613,480,4,18.295,17.622,16.075,5.208,5.208,17.537,17.537,20.582,18.511,18.511,15.042,16.875,15.222,15.336,17.083,11.691,18.985,18.580,15.625,12.944,12.944,19.362,19.362,4d,5.208,4q,11.691
MZ131614,507,4,18.701,18.688,16.766,4.734,4.734,17.787,17.787,20.907,18.913,18.913,16.040,17.160,16.601,16.700,18.182,12.451,20.766,19.170,16.568,14.004,14.004,19.592,19.592,4d,4.734,4q,12.451
MZ131615,425,4,17.606,17.536,16.235,4.941,4.941,17.412,17.412,21.127,17.831,17.831,15.366,16.706,16.706,16.588,17.412,12.235,18.554,18.353,16.706,13.882,13.882,19.518,19.518,4d,4.941,4q,12.235
OM884365,630,4,18.434,20.128,15.548,16.032,16.032,19.206,19.206,18.494,20.521,20.521,14.426,18.413,16.190,17.384,18.571,13.196,21.940,17.778,18.254,8.095,8.095,21.774,21.774,4v,8.095,4q,13.196
OM884366,621,4,23.455,21.718,20.065,18.571,18.571,20.952,20.952,16.534,9.179,9.179,19.675,20.317,19.871,19.381,20.635,17.647,19.078,21.569,20.159,20.919,20.919,21.406,21.406,4k,9.179,4g,16.534
OM884367,630,4,24.638,24.204,22.417,21.304,21.304,23.052,23.052,19.841,18.871,18.871,21.336,24.006,21.781,22.807,22.779,20.285,10.794,24.324,21.971,20.509,20.509,22.045,22.045,4r,10.794,4k,18.871
OM884368,630,4,24.316,23.885,22.099,21.145,21.145,22.893,22.893,19.524,18.387,18.387,21.010,23.455,21.463,22.648,22.456,20.127,10.476,24.165,21.648,20.350,20.350,21.725,21.725,4r,10.476,4k,18.387
OM884369,620,4,25.240,23.443,22.838,21.440,21.440,22.560,22.560,19.139,12.419,12.419,21.429,23.435,21.789,21.511,21.120,21.148,22.838,23.241,22.560,22.400,22.400,24.238,24.238,4k,12.419,4g,19.139
OM884370,621,4,24.127,21.546,21.732,20.476,20.476,22.063,22.063,19.904,9.823,9.823,22.439,22.045,20.684,24.267,20.476,22.134,20.521,23.568,21.246,22.029,22.029,21.990,21.990,4k,9.823,4g,19.904
OM884371,621,4,23.296,20.458,20.915,19.048,19.048,20.794,20.794,18.919,8.374,8.374,21.626,21.111,20.227,23.463,19.524,21.463,19.544,23.333,20.476,20.919,20.919,21.565,21.565,4k,8.374,4g,18.919
OM884372,624,4,22.648,21.486,19.608,19.298,19.298,20.893,20.893,17.516,10.096,10.096,19.512,20.734,18.932,22.059,19.298,17.840,18.494,20.794,19.078,19.139,19.139,20.288,20.288,4k,10.096,4g,17.516
OM884373,620,4,23.163,20.847,18.822,17.208,17.208,19.200,19.200,15.630,8.387,8.387,19.156,20.225,18.211,20.033,17.760,17.705,18.167,21.440,20.480,19.680,19.680,20.546,20.546,4k,8.387,4g,15.630
OM884374,630,4,20.159,20.767,17.937,16.508,16.508,19.206,19.206,19.873,21.509,21.509,13.984,19.206,15.714,18.501,17.460,13.514,22.417,17.619,18.095,6.825,6.825,21.086,21.086,4v,6.825,4q,13.514
OM884375,619,4,23.482,23.089,21.967,19.040,19.040,21.440,21.440,18.979,9.855,9.855,19.512,21.669,19.707,21.546,20.320,19.508,18.658,21.803,20.480,20.640,20.640,22.953,22.953,4k,9.855,4r,18.658
OM884376,620,4,23.482,21.475,20.295,19.016,19.016,22.080,22.080,17.065,8.387,8.387,19.481,20.867,16.667,20.792,18.240,19.281,19.520,20.949,19.840,19.680,19.680,21.188,21.188,4k,8.387,4g,17.065
OM884377,630,4,23.930,23.027,22.528,20.986,20.986,22.099,22.099,20.952,18.476,18.476,21.336,22.576,21.809,22.419,22.893,19.810,8.889,23.847,22.528,20.827,20.827,21.691,21.691,4r,8.889,4k,18.476
OM884378,627,4,19.586,20.255,16.427,15.949,15.949,18.760,18.760,19.298,21.498,21.498,13.844,18.501,17.863,16.587,17.703,13.419,21.246,17.544,18.022,11.164,11.164,21.935,21.935,4v,11.164,4q,13.419
OM884380,629,4,25.873,24.194,24.223,23.492,23.492,24.444,24.444,20.509,20.583,20.583,23.762,23.847,25.081,24.757,23.016,23.333,11.288,25.363,24.311,22.330,22.330,24.760,24.760,4r,11.288,4g,20.509
OM884382,624,4,22.045,21.382,19.344,17.541,17.541,22.240,22.240,17.225,9.295,9.295,19.350,20.546,19.381,20.847,19.040,18.033,18.822,21.475,19.200,18.690,18.690,21.509,21.509,4k,9.295,4g,17.225
OM884383,624,4,22.857,21.018,20.492,18.153,18.153,21.019,21.019,17.675,7.532,7.532,19.187,21.086,18.893,21.661,19.268,18.471,18.893,21.931,19.169,19.365,19.365,21.990,21.990,4k,7.532,4g,17.675
OM884384,629,4,25.556,25.323,24.183,23.333,23.333,24.444,24.444,22.417,20.908,20.908,21.824,24.444,23.710,24.316,23.016,22.222,11.606,24.762,23.810,21.587,21.587,24.760,24.760,4r,11.606,4k,20.908
OM884385,621,4,23.101,23.167,22.059,20.986,20.986,21.145,21.145,19.048,13.849,13.849,20.779,22.417,20.197,22.330,19.714,21.111,21.138,23.510,21.304,20.159,20.159,21.406,21.406,4k,13.849,4g,19.048
OM884387,621,4,23.734,24.355,22.059,20.350,20.350,20.986,20.986,18.889,14.493,14.493,19.643,22.258,20.794,21.935,18.919,20.000,21.905,23.968,20.827,20.221,20.221,21.725,21.725,4k,14.493,4g,18.889
OM884388,623,4,22.611,22.240,20.096,18.850,18.850,22.684,22.684,17.252,8.347,8.347,19.318,21.565,19.237,21.768,19.870,19.169,18.893,20.098,19.968,19.777,19.777,22.240,22.240,4k,8.347,4g,17.252
OM884389,624,4,21.725,21.382,18.852,18.525,18.525,22.080,22.080,16.587,10.096,10.096,19.024,20.867,18.893,21.824,18.720,18.361,19.313,22.295,19.040,18.720,18.720,21.348,21.348,4k,10.096,4g,16.587
OM884390,630,4,25.515,24.960,24.324,23.211,23.211,24.149,24.149,22.222,18.639,18.639,22.638,23.756,23.948,24.194,24.149,22.222,11.270,25.920,23.015,21.718,21.718,23.349,23.349,4r,11.270,4k,18.639
OM884392,633,4,22.345,24.394,20.159,19.048,19.048,22.222,22.222,20.317,24.077,24.077,17.561,22.857,18.730,20.574,20.000,15.898,24.642,21.270,19.841,9.795,9.795,23.642,23.642,4v,9.795,4q,15.898
OM884393,630,4,20.728,21.325,16.216,15.898,15.898,20.350,20.350,20.325,20.192,20.192,16.234,18.919,16.534,17.666,16.852,10.635,22.540,21.781,17.647,15.079,15.079,21.212,21.212,4q,10.635,4v,15.079
OM884394,620,4,23.408,20.388,19.212,18.850,18.850,23.323,23.323,18.051,9.839,9.839,18.391,19.808,19.078,20.355,17.412,18.211,17.752,21.895,19.329,19.298,19.298,20.800,20.800,4k,9.839,4p,17.412
OM884395,624,4,23.482,22.697,21.440,20.656,20.656,23.040,23.040,18.022,10.897,10.897,21.429,22.632,20.976,22.989,21.600,20.820,20.622,22.259,21.600,22.080,22.080,22.311,22.311,4k,10.897,4g,18.022
OM884396,615,4,22.528,22.149,20.786,19.520,19.520,21.591,21.591,17.863,8.780,8.780,18.698,20.684,18.590,19.540,19.643,19.200,19.481,21.113,20.559,19.125,19.125,21.010,21.010,4k,8.780,4g,17.863
OM884397,629,4,22.099,9.698,19.902,20.919,20.919,20.350,20.350,22.061,22.168,22.168,21.648,23.052,22.099,22.222,19.493,21.587,23.732,22.452,20.064,21.145,21.145,20.159,20.159,4b,9.698,4p,19.493
OM884398,630,4,19.778,21.845,15.898,16.057,16.057,19.714,19.714,20.444,20.192,20.192,14.935,19.396,17.170,17.666,16.852,10.000,22.540,20.827,17.488,13.333,13.333,21.885,21.885,4q,10.000,4v,13.333
OM884400,630,4,25.198,25.399,20.000,21.270,21.270,24.603,24.603,25.125,25.205,25.205,20.197,24.127,21.429,21.850,21.129,20.191,24.642,13.651,22.857,19.968,19.968,24.601,24.601,4s,13.651,4v,19.968
OM884401,624,4,24.194,23.003,21.019,20.949,20.949,23.003,23.003,19.268,11.218,11.218,20.455,23.323,21.850,22.648,20.840,21.406,22.095,23.529,22.930,22.169,22.169,23.323,23.323,4k,11.218,4g,19.268
OM884402,624,4,22.169,21.556,19.413,18.447,18.447,20.415,20.415,17.093,9.295,9.295,18.182,20.734,19.063,20.392,18.501,18.331,19.250,21.656,19.118,19.617,19.617,20.447,20.447,4k,9.295,4g,17.093
OM884403,629,4,24.921,23.065,22.386,21.111,21.111,23.333,23.333,20.986,19.125,19.125,20.358,22.222,23.226,23.226,22.381,20.827,9.539,24.223,22.698,21.270,21.270,22.771,22.771,4r,9.539,4k,19.125
OM884404,630,4,24.564,25.968,23.404,23.052,23.052,24.801,24.801,22.063,21.154,21.154,23.941,24.483,25.040,23.748,24.801,23.492,13.016,26.709,24.165,23.370,23.370,24.920,24.920,4r,13.016,4k,21.154
OM884405,631,4,20.761,20.447,18.413,16.667,16.667,19.841,19.841,20.032,21.987,21.987,14.959,20.476,16.032,18.341,17.619,13.514,22.576,18.889,19.365,6.498,6.498,21.885,21.885,4v,6.498,4q,13.514
OM884406,631,4,20.570,19.936,17.937,16.508,16.508,20.317,20.317,20.509,21.669,21.669,15.772,20.317,17.143,18.660,18.095,14.467,23.847,19.841,19.048,8.399,8.399,21.406,21.406,4v,8.399,4q,14.467
OM884407,623,4,22.611,22.240,20.096,18.850,18.850,22.684,22.684,17.252,8.347,8.347,19.318,21.565,19.237,21.768,19.870,19.169,18.893,20.098,19.968,19.777,19.777,22.240,22.240,4k,8.347,4g,17.252
OM884408,629,4,20.919,20.908,16.667,15.873,15.873,18.730,18.730,21.270,20.546,20.546,14.476,18.254,15.873,17.314,17.302,8.903,21.173,18.889,17.143,12.361,12.361,20.734,20.734,4q,8.903,4v,12.361
OM884409,619,4,24.204,23.290,21.569,20.949,20.949,22.843,22.843,19.555,11.793,11.793,20.942,22.524,21.197,22.712,20.447,20.752,20.734,22.734,22.611,22.524,22.524,23.323,23.323,4k,11.793,4g,19.555
