Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KY620626,639,3,9.233,26.689,22.010,21.900,24.726,24.726,28.571,24.606,24.606,27.581,27.581,3a,9.233,3e,21.900
KY620627,639,3,9.703,27.228,17.516,19.677,24.209,24.209,27.608,26.032,26.032,25.637,25.637,3a,9.703,3d,17.516
KY620628,639,3,6.729,27.512,21.691,19.646,23.502,23.502,30.032,25.316,25.316,25.926,25.926,3a,6.729,3e,19.646
KY620629,639,3,9.703,26.853,21.212,18.841,24.051,24.051,28.247,24.367,24.367,25.765,25.765,3a,9.703,3e,18.841
KY620630,639,3,9.703,27.183,21.212,19.485,24.290,24.290,27.922,24.051,24.051,26.087,26.087,3a,9.703,3e,19.485
KY620631,638,3,7.680,27.638,21.372,20.773,23.869,23.869,28.868,24.961,24.961,27.508,27.508,3a,7.680,3e,20.773
KY620632,639,3,7.981,28.007,22.169,19.485,24.448,24.448,28.409,26.349,26.349,26.333,26.333,3a,7.981,3e,19.485
KY620633,639,3,7.355,26.809,20.893,20.290,23.576,23.576,29.383,24.842,24.842,26.010,26.010,3a,7.355,3e,20.290
KY620634,639,3,7.668,28.995,21.725,20.161,23.944,23.944,29.032,26.266,26.266,26.817,26.817,3a,7.668,3e,20.161
KY620635,639,3,7.042,27.512,20.893,20.129,24.132,24.132,29.545,25.556,25.556,26.333,26.333,3a,7.042,3e,20.129
KY620636,639,3,6.729,27.214,20.096,19.646,22.713,22.713,29.100,24.684,24.684,25.525,25.525,3a,6.729,3e,19.646
KY620637,639,3,7.355,27.677,21.212,20.129,24.290,24.290,29.708,24.763,24.763,26.731,26.731,3a,7.355,3e,20.129
KY620638,639,3,8.607,28.171,21.850,18.971,24.171,24.171,30.195,25.158,25.158,26.333,26.333,3a,8.607,3e,18.971
KY620639,639,3,8.607,26.524,20.415,18.519,25.237,25.237,28.571,25.158,25.158,26.248,26.248,3a,8.607,3e,18.519
KY620640,639,3,7.512,27.018,20.734,20.129,24.132,24.132,29.221,25.791,25.791,26.570,26.570,3a,7.512,3e,20.129
KY620641,639,3,8.920,24.507,20.541,19.194,22.907,22.907,27.707,23.734,23.734,25.040,25.040,3a,8.920,3e,19.194
KY620642,639,3,7.825,27.796,20.415,19.355,24.013,24.013,28.084,24.367,24.367,27.464,27.464,3a,7.825,3e,19.355
KY620643,639,3,8.294,27.053,21.691,19.194,24.448,24.448,29.221,24.171,24.171,26.409,26.409,3a,8.294,3e,19.194
KY620644,639,3,7.199,27.383,20.893,20.129,24.763,24.763,28.053,24.367,24.367,26.892,26.892,3a,7.199,3e,20.129
KY620645,639,3,7.199,28.502,21.691,20.806,24.763,24.763,29.058,25.633,25.633,26.206,26.206,3a,7.199,3e,20.806
KY620646,639,3,7.355,27.677,19.617,20.579,23.186,23.186,28.409,25.791,25.791,26.979,26.979,3a,7.355,3d,19.617
KY620647,639,3,7.512,27.467,22.010,20.000,24.171,24.171,27.435,24.525,24.525,25.765,25.765,3a,7.512,3e,20.000
KY620648,639,3,7.512,26.809,21.725,20.451,22.884,22.884,27.805,25.000,25.000,27.141,27.141,3a,7.512,3e,20.451
KY620649,639,3,7.825,27.183,21.212,19.324,23.150,23.150,28.180,25.512,25.512,27.302,27.302,3a,7.825,3e,19.324
KY620650,639,3,7.825,26.316,19.617,19.163,23.697,23.697,27.597,24.961,24.961,25.687,25.687,3a,7.825,3e,19.163
KY620651,639,3,8.138,26.359,20.096,19.646,24.013,24.013,27.273,25.434,25.434,25.525,25.525,3a,8.138,3e,19.646
KY620652,639,3,7.981,26.633,20.574,20.257,25.750,25.750,28.734,25.633,25.633,26.494,26.494,3a,7.981,3d,20.574
KY620653,639,3,8.451,27.214,21.691,18.719,24.803,24.803,27.974,24.684,24.684,27.302,27.302,3a,8.451,3e,18.719
KY620654,639,3,7.825,27.536,20.255,19.163,22.871,22.871,27.273,24.051,24.051,26.032,26.032,3a,7.825,3e,19.163
KY620655,639,3,7.668,27.697,20.415,19.324,22.713,22.713,27.273,24.209,24.209,26.190,26.190,3a,7.668,3e,19.324
KY620656,639,3,7.825,27.438,22.010,19.936,24.803,24.803,29.187,24.525,24.525,27.066,27.066,3a,7.825,3e,19.936
KY620657,639,3,9.077,27.586,20.701,19.485,24.487,24.487,28.363,27.215,27.215,27.625,27.625,3a,9.077,3e,19.485
KY620658,639,3,8.138,28.663,21.725,19.324,24.883,24.883,29.712,25.791,25.791,27.143,27.143,3a,8.138,3e,19.324
KY620659,639,3,7.512,27.697,20.415,19.968,24.132,24.132,29.027,26.424,26.424,27.143,27.143,3a,7.512,3e,19.968
KY620660,639,3,7.512,27.049,22.169,19.807,24.367,24.367,28.918,25.316,25.316,27.053,27.053,3a,7.512,3e,19.807
KY620661,639,3,7.981,26.892,20.893,19.032,22.397,22.397,29.346,24.209,24.209,26.984,26.984,3a,7.981,3e,19.032
KY620662,639,3,6.729,26.030,20.096,20.612,24.013,24.013,27.760,24.525,24.525,26.892,26.892,3a,6.729,3d,20.096
KY620663,639,3,7.355,27.697,20.734,20.740,23.381,23.381,28.409,24.367,24.367,26.409,26.409,3a,7.355,3d,20.734
KY620664,639,3,8.451,27.063,20.415,19.376,23.975,23.975,28.943,25.158,25.158,26.613,26.613,3a,8.451,3e,19.376
KY620665,639,3,6.573,28.336,20.541,21.256,25.237,25.237,29.335,25.316,25.316,26.570,26.570,3a,6.573,3d,20.541
KY620666,639,3,7.825,26.809,21.691,19.163,23.539,23.539,29.383,25.158,25.158,26.045,26.045,3a,7.825,3e,19.163
KY620667,639,3,9.233,27.858,21.086,18.689,24.257,24.257,28.275,25.000,25.000,25.363,25.363,3a,9.233,3e,18.689
KY620668,639,3,7.668,27.138,20.415,21.095,24.645,24.645,28.247,24.842,24.842,26.248,26.248,3a,7.668,3d,20.415
KY620669,639,3,6.260,27.018,21.531,20.161,23.502,23.502,28.409,25.791,25.791,27.302,27.302,3a,6.260,3e,20.161
KY620670,639,3,7.981,26.853,22.169,20.000,24.763,24.763,28.734,25.556,25.556,27.625,27.625,3a,7.981,3e,20.000
KY620671,639,3,7.512,27.670,20.223,19.376,23.328,23.328,27.448,25.714,25.714,26.984,26.984,3a,7.512,3e,19.376
KY620672,639,3,8.294,27.183,20.415,19.324,24.290,24.290,28.457,25.949,25.949,25.687,25.687,3a,8.294,3e,19.324
KY620673,639,3,10.016,27.183,21.691,19.485,24.132,24.132,30.357,25.079,25.079,28.271,28.271,3a,10.016,3e,19.485
KY620674,639,3,8.607,25.206,20.893,20.032,24.490,24.490,28.525,24.958,24.958,26.570,26.570,3a,8.607,3e,20.032
KY620675,639,3,7.042,27.467,20.893,18.841,24.329,24.329,28.896,25.512,25.512,26.010,26.010,3a,7.042,3e,18.841
KY620676,639,3,7.512,27.697,20.893,19.807,24.209,24.209,29.825,24.684,24.684,25.791,25.791,3a,7.512,3e,19.807
KY620677,639,3,7.512,28.501,20.096,20.612,25.079,25.079,28.734,25.158,25.158,26.817,26.817,3a,7.512,3d,20.096
KY620678,638,3,7.837,27.512,22.169,20.612,24.844,24.844,29.870,25.592,25.592,27.346,27.346,3a,7.837,3e,20.612
KY620679,639,3,9.233,26.774,18.979,19.646,23.028,23.028,28.752,23.418,23.418,26.667,26.667,3a,9.233,3d,18.979
KY620680,639,3,7.825,26.689,20.734,21.452,25.868,25.868,28.084,26.108,26.108,27.258,27.258,3a,7.825,3d,20.734
KY620681,639,3,7.355,27.138,19.936,19.163,24.645,24.645,27.273,23.892,23.892,26.010,26.010,3a,7.355,3e,19.163
KY620682,635,3,8.189,26.966,20.767,19.968,24.019,24.019,29.106,26.073,26.073,27.715,27.715,3a,8.189,3e,19.968
KY620683,590,3,7.627,26.863,21.331,20.035,24.914,24.914,30.102,25.637,25.637,26.441,26.441,3a,7.627,3e,20.035
KY620684,639,3,8.920,27.018,21.053,20.612,24.763,24.763,28.734,25.873,25.873,26.010,26.010,3a,8.920,3e,20.612
KY620685,636,3,7.547,26.806,21.212,20.612,24.763,24.763,29.058,25.908,25.908,27.273,27.273,3a,7.547,3e,20.612
KY620686,639,3,9.077,27.053,20.893,20.164,23.659,23.659,29.506,25.405,25.405,26.333,26.333,3a,9.077,3e,20.164
KY620687,639,3,8.451,27.053,20.415,20.129,24.013,24.013,28.409,23.864,23.864,27.302,27.302,3a,8.451,3d,20.415
KY620688,639,3,7.199,28.007,21.372,19.646,24.290,24.290,28.734,25.949,25.949,27.141,27.141,3a,7.199,3e,19.646
KY620689,639,3,8.138,29.160,21.372,19.839,25.079,25.079,28.617,25.949,25.949,27.464,27.464,3a,8.138,3e,19.839
KY620690,639,3,8.138,29.160,21.372,19.839,25.079,25.079,28.617,25.949,25.949,27.464,27.464,3a,8.138,3e,19.839
KY620691,639,3,8.138,27.677,20.734,19.485,23.502,23.502,28.896,25.475,25.475,26.979,26.979,3a,8.138,3e,19.485
KY620692,639,3,7.042,26.849,19.649,19.485,23.668,23.668,27.796,24.209,24.209,26.667,26.667,3a,7.042,3d,19.649
KY620693,639,3,6.729,28.180,20.415,19.968,23.659,23.659,29.272,25.791,25.791,26.624,26.624,3a,6.729,3e,19.968
KY620694,639,3,7.825,25.884,20.893,20.000,23.502,23.502,29.506,25.158,25.158,26.409,26.409,3a,7.825,3e,20.000
KY620695,639,3,7.825,26.974,21.053,20.900,23.381,23.381,28.084,25.079,25.079,27.214,27.214,3a,7.825,3d,21.053
KY620696,639,3,7.668,27.842,21.691,20.612,25.552,25.552,29.870,25.316,25.316,27.464,27.464,3a,7.668,3e,20.612
KY620697,639,3,7.825,28.666,21.531,18.841,24.763,24.763,29.027,25.158,25.158,27.141,27.141,3a,7.825,3e,18.841
KY620698,639,3,8.920,27.170,20.096,19.163,23.855,23.855,27.751,25.475,25.475,27.143,27.143,3a,8.920,3e,19.163
KY620699,639,3,6.886,28.501,21.053,21.578,23.975,23.975,28.571,25.316,25.316,26.656,26.656,3a,6.886,3d,21.053
KY620700,639,3,8.451,25.604,19.268,19.968,24.013,24.013,27.389,23.892,23.892,25.714,25.714,3a,8.451,3d,19.268
KY620701,639,3,7.981,27.632,20.574,20.934,23.697,23.697,28.409,25.791,25.791,26.656,26.656,3a,7.981,3d,20.574
KY620702,639,3,8.607,27.677,21.053,20.129,24.448,24.448,29.058,26.741,26.741,27.464,27.464,3a,8.607,3e,20.129
KY620703,639,3,7.825,27.512,19.777,20.934,25.000,25.000,28.734,25.158,25.158,26.817,26.817,3a,7.825,3d,19.777
KY620704,639,3,8.607,27.183,20.893,19.936,23.502,23.502,28.019,24.842,24.842,25.040,25.040,3a,8.607,3e,19.936
KY620705,639,3,8.607,27.287,22.967,19.968,23.344,23.344,29.140,26.108,26.108,26.984,26.984,3a,8.607,3e,19.968
KY620706,639,3,8.607,26.853,20.064,18.710,24.329,24.329,27.553,24.525,24.525,26.171,26.171,3a,8.607,3e,18.710
KY620707,639,3,8.920,26.601,20.255,20.773,24.961,24.961,29.545,24.209,24.209,27.214,27.214,3a,8.920,3d,20.255
KY620708,639,3,8.294,26.601,19.936,21.578,24.606,24.606,29.708,25.158,25.158,27.375,27.375,3a,8.294,3d,19.936
KY620709,638,3,8.621,28.099,22.967,20.612,25.791,25.791,29.887,26.424,26.424,27.066,27.066,3a,8.621,3e,20.612
KY620710,639,3,9.077,27.512,20.734,21.095,25.791,25.791,28.896,25.316,25.316,26.367,26.367,3a,9.077,3d,20.734
KY620711,639,3,8.607,25.371,21.212,19.485,22.240,22.240,28.896,24.684,24.684,24.960,24.960,3a,8.607,3e,19.485
KY620712,639,3,10.798,26.264,21.406,21.578,24.257,24.257,27.592,25.633,25.633,27.375,27.375,3a,10.798,3d,21.406
KY620713,639,3,7.825,27.660,20.447,19.163,22.692,22.692,28.275,25.512,25.512,26.817,26.817,3a,7.825,3e,19.163
KY620714,639,3,10.642,26.731,20.734,20.129,22.692,22.692,27.751,24.842,24.842,26.570,26.570,3a,10.642,3e,20.129
KY620715,639,3,8.138,27.214,21.531,18.519,23.975,23.975,28.868,24.803,24.803,27.302,27.302,3a,8.138,3e,18.519
KY620716,639,3,8.294,28.478,20.860,20.290,24.803,24.803,28.185,25.633,25.633,26.667,26.667,3a,8.294,3e,20.290
KY620717,638,3,7.680,26.853,20.734,20.290,22.749,22.749,27.760,24.209,24.209,26.494,26.494,3a,7.680,3e,20.290
KY620718,639,3,7.042,28.830,21.372,19.485,23.381,23.381,28.502,26.424,26.424,26.656,26.656,3a,7.042,3e,19.485
KY620719,639,3,7.981,28.548,21.212,19.646,23.502,23.502,29.221,26.266,26.266,26.010,26.010,3a,7.981,3e,19.646
KY620720,639,3,6.573,27.677,19.904,20.612,24.171,24.171,28.734,26.424,26.424,26.171,26.171,3a,6.573,3d,19.904
KY620721,639,3,8.138,26.765,20.574,18.841,22.082,22.082,28.708,24.525,24.525,24.316,24.316,3a,8.138,3e,18.841
KY620722,639,3,8.764,26.359,20.734,19.646,23.028,23.028,28.734,26.108,26.108,25.765,25.765,3a,8.764,3e,19.646
KY620723,639,3,9.703,27.141,20.574,20.032,24.132,24.132,27.751,26.190,26.190,25.633,25.633,3a,9.703,3e,20.032
KY620724,639,3,7.042,27.858,21.053,20.934,22.397,22.397,28.247,25.791,25.791,25.282,25.282,3a,7.042,3d,21.053
KY620725,636,3,8.019,27.183,20.734,20.612,23.455,23.455,27.760,24.842,24.842,26.409,26.409,3a,8.019,3d,20.734
KY620726,639,3,8.294,27.705,21.212,20.451,24.487,24.487,28.708,24.367,24.367,26.003,26.003,3a,8.294,3e,20.451
KY620727,639,3,7.668,28.289,20.096,20.934,24.138,24.138,28.734,24.842,24.842,26.731,26.731,3a,7.668,3d,20.096
KY620728,639,3,7.825,27.723,21.212,19.032,23.223,23.223,28.943,24.635,24.635,26.052,26.052,3a,7.825,3e,19.032
KY620729,639,3,7.199,27.348,21.053,18.548,23.659,23.659,27.848,26.108,26.108,26.817,26.817,3a,7.199,3e,18.548
KY620730,639,3,7.512,27.888,21.725,20.451,24.100,24.100,28.293,25.791,25.791,26.979,26.979,3a,7.512,3e,20.451
KY620731,639,3,7.825,27.842,21.656,19.516,25.079,25.079,28.849,25.633,25.633,27.302,27.302,3a,7.825,3e,19.516
KY620732,639,3,8.920,27.303,21.850,20.773,26.266,26.266,28.824,25.316,25.316,27.464,27.464,3a,8.920,3e,20.773
KY620733,639,3,7.981,26.409,20.255,19.002,22.240,22.240,29.665,24.209,24.209,25.714,25.714,3a,7.981,3e,19.002
KY620734,639,3,7.668,26.359,20.415,19.002,23.659,23.659,29.708,24.525,24.525,25.363,25.363,3a,7.668,3e,19.002
KY620735,639,3,7.668,27.331,20.734,20.129,25.000,25.000,28.502,25.791,25.791,27.141,27.141,3a,7.668,3e,20.129
KY620736,639,3,8.607,27.697,20.574,20.000,23.817,23.817,28.019,24.367,24.367,26.190,26.190,3a,8.607,3d,20.574
KY620737,639,3,8.294,27.512,20.574,19.775,25.750,25.750,28.084,24.842,24.842,27.697,27.697,3a,8.294,3e,19.775
KY620738,639,3,8.920,26.853,20.415,19.936,24.487,24.487,29.421,25.158,25.158,27.625,27.625,3a,8.920,3d,20.415
KY620739,639,3,7.825,27.138,19.936,18.680,24.803,24.803,27.922,24.842,24.842,26.817,26.817,3a,7.825,3e,18.680
KY620740,639,3,10.016,26.689,20.223,19.002,24.803,24.803,27.229,25.791,25.791,26.527,26.527,3a,10.016,3e,19.002
KY620741,639,3,9.390,27.348,22.169,20.645,25.316,25.316,28.571,25.197,25.197,26.731,26.731,3a,9.390,3e,20.645
KY620742,639,3,8.764,27.422,21.178,21.578,25.352,25.352,28.618,25.316,25.316,26.248,26.248,3a,8.764,3d,21.178
KY620743,639,3,7.512,27.471,21.691,19.646,24.290,24.290,29.383,25.475,25.475,25.848,25.848,3a,7.512,3e,19.646
KY620744,639,3,7.668,27.842,21.691,19.324,23.975,23.975,27.273,25.633,25.633,26.409,26.409,3a,7.668,3e,19.324
KY620745,639,3,6.886,27.138,20.096,20.129,24.803,24.803,27.435,25.158,25.158,27.536,27.536,3a,6.886,3d,20.096
KY620746,639,3,6.729,28.502,21.691,20.129,23.539,23.539,29.665,25.000,25.000,27.373,27.373,3a,6.729,3e,20.129
KY620747,639,3,8.607,27.214,20.096,19.936,22.117,22.117,29.346,23.576,23.576,27.143,27.143,3a,8.607,3d,20.096
KY620748,639,3,8.920,28.341,21.212,19.807,23.659,23.659,29.506,24.444,24.444,27.778,27.778,3a,8.920,3e,19.807
KY620749,639,3,7.512,27.842,20.255,19.807,23.659,23.659,29.383,25.475,25.475,25.926,25.926,3a,7.512,3e,19.807
KY620750,639,3,7.512,26.645,21.372,19.968,25.276,25.276,29.221,24.525,24.525,27.302,27.302,3a,7.512,3e,19.968
KY620751,639,3,7.668,27.842,20.893,19.485,24.448,24.448,28.571,24.525,24.525,27.141,27.141,3a,7.668,3e,19.485
KY620752,639,3,9.390,26.409,19.936,20.290,24.961,24.961,28.084,26.108,26.108,26.171,26.171,3a,9.390,3d,19.936
KY620753,639,3,8.294,27.558,20.096,19.869,23.659,23.659,29.268,24.797,24.797,26.290,26.290,3a,8.294,3d,20.096
KY620754,639,3,6.886,28.218,22.169,19.572,23.502,23.502,28.780,24.842,24.842,26.537,26.537,3a,6.886,3e,19.572
KY620755,639,3,7.199,28.218,22.010,19.212,23.028,23.028,29.106,25.316,25.316,26.375,26.375,3a,7.199,3e,19.212
KY620756,639,3,7.199,26.892,21.372,19.163,22.713,22.713,28.868,24.684,24.684,25.397,25.397,3a,7.199,3e,19.163
KY620757,638,3,8.464,26.689,21.497,19.646,24.487,24.487,28.756,24.606,24.606,26.613,26.613,3a,8.464,3e,19.646
KY620758,639,3,8.294,28.501,21.691,20.257,25.276,25.276,29.984,25.791,25.791,26.087,26.087,3a,8.294,3e,20.257
KY620759,636,3,8.333,27.138,19.745,20.129,24.329,24.329,27.734,25.472,25.472,25.728,25.728,3a,8.333,3d,19.745
KY620760,639,3,9.077,26.194,19.936,20.451,25.316,25.316,27.922,25.397,25.397,24.638,24.638,3a,9.077,3d,19.936
KY620761,639,3,7.199,27.680,20.893,19.968,23.659,23.659,30.195,25.000,25.000,25.525,25.525,3a,7.199,3e,19.968
KY620762,639,3,7.981,27.018,21.212,20.451,24.645,24.645,29.383,24.842,24.842,26.494,26.494,3a,7.981,3e,20.451
KY620763,635,3,8.031,28.501,21.691,20.290,24.803,24.803,29.791,25.596,25.596,27.169,27.169,3a,8.031,3e,20.290
KY620764,639,3,8.138,27.724,21.850,19.836,24.448,24.448,29.545,25.791,25.791,25.714,25.714,3a,8.138,3e,19.836
KY620765,639,3,7.199,27.214,20.734,19.807,24.448,24.448,29.346,25.633,25.633,26.349,26.349,3a,7.199,3e,19.807
KY620766,639,3,8.138,27.677,20.415,19.646,24.132,24.132,28.070,25.827,25.827,26.570,26.570,3a,8.138,3e,19.646
KY620767,639,3,8.607,26.151,18.979,19.132,25.000,25.000,27.751,25.949,25.949,26.248,26.248,3a,8.607,3d,18.979
KY620768,639,3,8.138,27.677,20.382,20.612,25.710,25.710,27.391,26.299,26.299,28.110,28.110,3a,8.138,3d,20.382
KY620769,639,3,7.512,26.974,20.415,19.324,22.713,22.713,28.247,24.762,24.762,26.570,26.570,3a,7.512,3e,19.324
KY620770,639,3,8.138,28.454,20.255,21.256,24.684,24.684,30.357,26.424,26.424,26.817,26.817,3a,8.138,3d,20.255
KY620771,639,3,7.981,27.677,20.415,19.839,24.921,24.921,28.939,24.367,24.367,27.141,27.141,3a,7.981,3e,19.839
KY620772,636,3,8.019,27.536,21.053,19.807,22.520,22.520,29.187,24.329,24.329,27.432,27.432,3a,8.019,3e,19.807
KY620773,639,3,7.981,25.410,20.223,19.807,24.645,24.645,27.066,25.158,25.158,26.171,26.171,3a,7.981,3e,19.807
KY620774,639,3,8.451,27.677,19.617,19.968,24.290,24.290,29.221,26.266,26.266,27.464,27.464,3a,8.451,3d,19.617
KY620775,639,3,9.233,26.689,20.096,19.968,23.186,23.186,26.948,24.684,24.684,26.333,26.333,3a,9.233,3d,20.096
KY620776,639,3,7.668,28.171,21.053,19.032,24.645,24.645,27.760,25.750,25.750,26.333,26.333,3a,7.668,3e,19.032
KY620777,639,3,9.546,27.451,20.574,20.290,24.171,24.171,27.663,25.079,25.079,27.778,27.778,3a,9.546,3d,20.574
KY620778,639,3,8.920,26.809,21.212,20.290,22.591,22.591,28.896,25.475,25.475,26.656,26.656,3a,8.920,3e,20.290
KY620779,639,3,9.390,27.258,21.212,19.453,25.592,25.592,29.383,25.949,25.949,26.494,26.494,3a,9.390,3e,19.453
KY620780,639,3,8.138,27.713,21.531,21.095,24.290,24.290,30.032,25.791,25.791,27.141,27.141,3a,8.138,3e,21.095
KY620781,639,3,7.355,27.915,21.531,19.485,23.502,23.502,29.114,25.316,25.316,27.053,27.053,3a,7.355,3e,19.485
KY620782,639,3,8.920,28.995,21.691,19.807,23.975,23.975,29.058,25.000,25.000,27.464,27.464,3a,8.920,3e,19.807
KY620783,639,3,7.199,27.214,22.010,20.820,25.079,25.079,28.341,25.949,25.949,27.143,27.143,3a,7.199,3e,20.820
KY620784,639,3,7.981,27.183,19.777,21.739,24.921,24.921,29.870,25.158,25.158,26.409,26.409,3a,7.981,3d,19.777
KY620785,639,3,8.607,27.348,19.777,19.002,23.697,23.697,29.221,25.827,25.827,25.848,25.848,3a,8.607,3e,19.002
KY620786,639,3,6.886,27.183,21.372,20.773,23.576,23.576,27.760,26.424,26.424,27.375,27.375,3a,6.886,3e,20.773
KY620787,639,3,7.042,26.853,20.415,19.968,23.622,23.622,28.896,24.684,24.684,27.053,27.053,3a,7.042,3e,19.968
KY620788,639,3,8.138,26.568,19.617,19.485,23.659,23.659,27.760,25.000,25.000,25.282,25.282,3a,8.138,3d,19.617
KY620789,639,3,9.390,26.853,20.574,19.968,25.394,25.394,28.084,25.000,25.000,25.604,25.604,3a,9.390,3e,19.968
KY620790,639,3,9.077,27.045,21.178,20.612,25.750,25.750,27.391,25.791,25.791,26.171,26.171,3a,9.077,3e,20.612
KY620791,639,3,8.764,27.496,22.329,18.841,24.290,24.290,28.868,25.434,25.434,26.825,26.825,3a,8.764,3e,18.841
KY620792,639,3,9.703,27.183,20.574,21.900,24.409,24.409,28.868,27.014,27.014,27.520,27.520,3a,9.703,3d,20.574
KY620793,639,3,8.607,26.968,19.936,20.290,23.855,23.855,28.734,25.354,25.354,26.656,26.656,3a,8.607,3d,19.936
KY620794,639,3,8.294,27.258,21.531,20.773,23.539,23.539,28.549,25.000,25.000,26.171,26.171,3a,8.294,3e,20.773
KY620795,639,3,9.233,27.888,21.372,20.290,23.659,23.659,29.665,25.000,25.000,27.625,27.625,3a,9.233,3e,20.290
KY620796,639,3,9.703,28.336,21.212,19.872,24.961,24.961,29.260,26.299,26.299,26.734,26.734,3a,9.703,3e,19.872
KY620797,639,3,7.355,27.814,21.850,19.132,24.803,24.803,27.432,24.367,24.367,26.783,26.783,3a,7.355,3e,19.132
KY620798,639,3,10.485,27.796,19.777,19.901,24.448,24.448,28.618,25.710,25.710,26.452,26.452,3a,10.485,3d,19.777
KY620799,636,3,9.591,26.733,19.458,20.033,23.502,23.502,29.431,23.175,23.175,26.341,26.341,3a,9.591,3d,19.458
KY620800,638,3,7.524,27.796,20.255,20.290,23.594,23.594,28.734,24.252,24.252,26.452,26.452,3a,7.524,3d,20.255
KY620801,639,3,9.703,26.765,20.574,20.934,24.487,24.487,28.084,25.316,25.316,26.731,26.731,3a,9.703,3d,20.574
KY620802,639,3,9.390,27.214,19.745,19.485,24.013,24.013,28.233,24.762,24.762,28.254,28.254,3a,9.390,3e,19.485
KY620803,639,3,7.512,25.616,21.372,19.485,23.502,23.502,28.084,25.791,25.791,28.019,28.019,3a,7.512,3e,19.485
KY620804,639,3,9.077,26.367,20.096,19.646,24.013,24.013,27.911,24.290,24.290,26.415,26.415,3a,9.077,3e,19.646
KY620805,639,3,8.607,27.467,22.010,20.066,25.592,25.592,29.106,25.552,25.552,27.097,27.097,3a,8.607,3e,20.066
KY620806,639,3,7.512,26.853,20.255,19.836,23.975,23.975,28.409,24.444,24.444,26.825,26.825,3a,7.512,3d,20.255
KY620807,639,3,8.451,27.214,20.893,19.804,24.013,24.013,29.187,25.202,25.202,26.774,26.774,3a,8.451,3e,19.804
KY620808,639,3,10.172,27.512,20.096,20.484,25.592,25.592,28.135,24.842,24.842,26.817,26.817,3a,10.172,3d,20.096
KY620809,639,3,8.920,28.007,21.850,18.841,24.290,24.290,30.519,25.873,25.873,27.360,27.360,3a,8.920,3e,18.841
KY620810,639,3,8.607,27.348,20.574,19.775,24.132,24.132,30.195,24.525,24.525,26.817,26.817,3a,8.607,3e,19.775
KY620811,639,3,7.981,27.512,21.691,20.740,23.223,23.223,29.058,25.556,25.556,26.979,26.979,3a,7.981,3e,20.740
KY620812,639,3,9.233,27.053,20.574,19.132,24.329,24.329,29.825,22.903,22.903,25.765,25.765,3a,9.233,3e,19.132
KY620813,639,3,8.607,27.705,20.668,19.646,24.645,24.645,29.346,26.066,26.066,27.697,27.697,3a,8.607,3e,19.646
KY620814,639,3,8.607,26.194,21.850,20.290,24.329,24.329,30.032,24.961,24.961,25.363,25.363,3a,8.607,3e,20.290
KY620815,600,3,8.000,26.801,21.106,19.430,24.623,24.623,28.978,24.916,24.916,27.471,27.471,3a,8.000,3e,19.430
KY620816,639,3,8.294,27.806,21.212,20.612,24.094,24.094,30.303,25.710,25.710,25.604,25.604,3a,8.294,3e,20.612
KY620817,639,3,9.546,25.535,20.893,19.485,22.907,22.907,29.221,25.079,25.079,25.926,25.926,3a,9.546,3e,19.485
KY620818,639,3,7.042,28.411,22.488,18.710,24.645,24.645,27.670,26.108,26.108,27.057,27.057,3a,7.042,3e,18.710
KY620819,639,3,7.042,27.677,21.372,20.129,23.975,23.975,28.389,25.158,25.158,27.697,27.697,3a,7.042,3e,20.129
KY620820,639,3,8.920,27.053,20.860,20.290,23.817,23.817,26.941,25.039,25.039,24.638,24.638,3a,8.920,3e,20.290
KY620821,639,3,7.512,26.849,21.212,19.324,23.855,23.855,28.084,25.118,25.118,26.570,26.570,3a,7.512,3e,19.324
KY620822,639,3,7.825,27.608,20.734,20.129,23.344,23.344,29.346,24.252,24.252,25.079,25.079,3a,7.825,3e,20.129
KY620823,639,3,6.729,28.824,20.893,19.614,24.487,24.487,29.825,25.316,25.316,27.619,27.619,3a,6.729,3e,19.614
KY620824,639,3,9.703,26.403,21.212,21.417,24.290,24.290,29.058,25.633,25.633,26.880,26.880,3a,9.703,3d,21.212
KY620825,639,3,8.138,28.171,20.734,19.672,24.329,24.329,29.221,24.525,24.525,27.373,27.373,3a,8.138,3e,19.672
KY620826,639,3,9.859,27.471,21.691,20.451,24.013,24.013,29.272,25.592,25.592,26.494,26.494,3a,9.859,3e,20.451
KY620827,634,3,9.464,28.171,20.415,21.417,24.803,24.803,28.084,25.475,25.475,27.302,27.302,3a,9.464,3d,20.415
KY620828,639,3,10.485,27.677,20.574,21.739,25.000,25.000,27.760,25.475,25.475,27.858,27.858,3a,10.485,3d,20.574
