Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KX621496,3,3a,3,3a,3,3a,3,3a,3,3a
KX621497,3,3a,3,3a,3,3a,3,3a,3,3a
KX621498,3,3a,3,3a,3,3a,3,3a,3,3a
KX621499,3,3a,3,3a,3,3a,3,3a,3,3a
KX621500,1,1a,1,1a,1,1a,1,1a,1,1a
KX621501,3,3a,3,3a,3,3a,3,3a,3,3a
KX621502,3,3a,3,3a,3,3a,3,3a,3,3a
KX621503,3,3a,3,3a,3,3a,3,3a,3,3a
KX621504,1,1a,1,1a,1,1a,1,1a,1,1a
KX621505,1,1a,1,1a,1,1a,1,1a,1,1a
KX621506,3,3a,3,3a,3,3a,3,3a,3,3a
KX621507,3,3a,3,3a,3,3a,3,3a,3,3a
KX621508,3,3a,3,3a,3,3a,3,3a,3,3a
KX621509,1,1a,1,1a,1,1a,1,1a,1,1a
KX621510,1,1a,1,1a,1,1a,1,1a,1,1a
KX621511,1,1a,1,1a,1,1a,1,1a,1,1a
KX621512,1,1a,1,1a,1,1a,1,1a,1,1a
KX621513,3,3a,3,3a,3,3a,3,3a,3,3a
KX621514,1,1a,1,1a,1,1a,1,1a,1,1a
KX621515,1,1a,1,1a,1,1a,1,1a,1,1a
KX621516,3,3a,3,3a,3,3a,3,3a,3,3a
KX621517,1,1a,1,1a,1,1a,1,1a,1,1a
KX621518,3,3a,3,3a,3,3a,3,3a,3,3a
KX621519,3,3a,3,3a,3,3a,3,3a,3,3a
KX621520,1,1a,1,1a,1,1a,1,1a,1,1a
KX621521,1,1a,1,1a,1,1a,1,1a,1,1a
KX621522,3,3a,3,3a,3,3a,3,3a,3,3a
KX621523,1,1a,1,1a,1,1a,1,1a,1,1a
KX621524,1,1a,1,1a,1,1a,1,1a,1,1a
KX621525,1,1a,1,1a,1,1a,1,1a,1,1a
KX621526,1,1a,1,1a,1,1a,1,1a,1,1a
KX621527,3,3a,3,3a,3,3a,3,3a,3,3a
KX621528,1,1a,1,1a,1,1a,1,1a,1,1a
KX621529,1,1a,1,1a,1,1a,1,1a,1,1a
KX621530,3,3a,3,3a,3,3a,3,3a,3,3a
KX621531,3,3a,3,3a,3,3a,3,3a,3,3a
KX621532,1,1a,1,1a,1,1a,1,1a,1,1a
KX621533,1,1a,1,1a,1,1a,1,1a,1,1a
KX621534,3,3a,3,3a,3,3a,3,3a,3,3a
KX621535,1,1a,1,1a,1,1a,1,1a,1,1a
KX621536,1,1a,1,1a,1,1a,1,1a,1,1a
KX621537,3,3a,3,3a,3,3a,3,3a,3,3a
KX621538,1,1a,1,1a,1,1a,1,1a,1,1a
KX621539,3,3a,3,3a,3,3a,3,3a,3,3a
KX621540,1,1a,1,1a,1,1a,1,1a,1,1a
KX621541,3,3a,3,3a,3,3a,3,3a,3,3a
KX621542,1,1a,1,1a,1,1a,1,1a,1,1a
KX621543,1,1a,1,1a,1,1a,1,1a,1,1a
KX621544,1,1a,1,1a,1,1a,1,1a,1,1a
KX621545,2,2b,2,2b,2,2b,2,2b,2,2b
KX621546,2,2b,2,2b,2,2b,2,2b,2,2b
KX621547,2,2b,2,2b,2,2b,2,2b,2,2b
KX621548,2,2b,2,2b,2,2b,2,2b,2,2b
KX621549,2,2b,2,2b,2,2b,2,2b,2,2b
KX621550,2,2b,2,2b,2,2b,2,2b,2,2b
KX621551,2,2b,2,2b,2,2b,2,2b,2,2b
KX621552,2,2b,2,2b,2,2b,2,2b,2,2b
KX621553,2,2b,2,2b,2,2b,2,2b,2,2b
KX621554,2,2b,2,2b,2,2b,2,2b,2,2b
KX621555,2,2b,2,2b,2,2b,2,2b,2,2b
KX621556,2,2b,2,2b,2,2b,2,2b,2,2b
KX646270,1,1a,1,1a,1,1a,1,1a,1,1a
KX646271,1,1a,1,1a,1,1a,1,1a,1,1a
KX646272,1,1a,1,1a,1,1a,1,1a,1,1a
KX646273,1,1a,1,1a,1,1a,1,1a,1,1a
KX646274,1,1a,1,1a,1,1a,1,1a,1,1a
KX646275,1,1a,1,1a,1,1a,1,1a,1,1a
KX646276,1,1a,1,1a,1,1a,1,1a,1,1a
KX646277,1,1a,1,1a,1,1a,1,1a,1,1a
KX646278,1,1a,1,1a,1,1a,1,1a,1,1a
KX646279,1,1a,1,1a,1,1a,1,1a,1,1a
KX789412,7,7b,7,7b,3,3a,3,3a,7,7b
KX940824,1,1b,1,1b,1,1b,1,1b,1,1b
KX940825,3,3a,3,3a,3,3a,3,3a,3,3a
KX940826,1,1b,1,1b,1,1b,1,1b,1,1b
KX940827,1,1b,1,1b,1,1b,1,1b,1,1b
KX940828,3,3a,3,3a,3,3a,3,3a,3,3a
KX940829,1,1b,1,1b,1,1b,1,1b,1,1b
KX940830,3,3a,3,3a,3,3a,3,3a,3,3a
KX940831,1,1b,1,1b,1,1b,1,1b,1,1b
KX940832,3,3a,3,3a,3,3a,3,3a,3,3a
KX940833,3,3a,3,3a,3,3a,3,3a,3,3a
KX940834,3,3a,3,3a,3,3a,3,3a,3,3a
KX940835,3,3b,3,3b,3,3b,3,3b,3,3b
KX940836,3,3a,3,3a,3,3a,3,3a,3,3a
KX940837,3,3a,3,3a,3,3a,3,3a,3,3a
KX940838,3,3a,3,3a,3,3a,3,3a,3,3a
KX940839,3,3a,3,3a,3,3a,3,3a,3,3a
KX940840,3,3a,3,3a,3,3a,3,3a,3,3a
KX940841,3,3b,3,3b,3,3b,3,3b,3,3b
KX940842,1,1a,1,1a,1,1a,1,1a,1,1a
KX940843,3,3a,3,3a,3,3a,3,3a,3,3a
KX940844,3,3a,3,3a,3,3a,3,3a,3,3a
KX940845,3,3b,3,3b,3,3b,3,3b,3,3b
KX940846,2,2a,2,2a,2,2a,2,2a,2,2a
KX940847,2,2a,2,2a,2,2a,2,2a,2,2a
KX940848,2,2a,2,2a,2,2a,2,2a,2,2a
KX940849,2,2a,2,2a,2,2a,2,2a,2,2a
KX940850,6,6b,6,6b,6,6b,6,6b,6,6b
KX940851,3,3a,3,3a,3,3a,3,3a,3,3a
KX940852,1,1b,1,1b,1,1b,1,1b,1,1b
KX940853,1,1b,1,1b,1,1b,1,1b,1,1b
KX940854,1,1b,1,1b,1,1b,1,1b,1,1b
KX940855,3,3a,3,3a,3,3a,3,3a,3,3a
KX940856,3,3a,3,3a,3,3a,3,3a,3,3a
KX940857,3,3a,3,3a,3,3a,3,3a,3,3a
KX940858,2,2a,2,2a,2,2a,2,2a,2,2a
KX940859,3,3a,3,3a,3,3a,3,3a,3,3a
KX940860,3,3a,3,3a,3,3a,3,3a,3,3a
KX940861,3,3a,3,3a,3,3a,3,3a,3,3a
KX940862,3,3a,3,3a,3,3a,3,3a,3,3a
KX940863,6,6b,6,6b,6,6b,6,6b,6,6b
KX940864,3,3a,3,3a,3,3a,3,3a,3,3a
KX940865,1,1b,1,1b,1,1b,1,1b,1,1b
KX940866,6,6xa,6,6xa,6,6xa,6,6xa,6,6u
KX940867,6,6a,6,6a,6,6a,6,6a,6,6a
KX940868,3,3a,3,3a,3,3a,3,3a,3,3a
KX940869,6,6a,6,6a,6,6a,6,6a,6,6a
KX940870,1,1b,1,1b,1,1b,1,1b,1,1b
KX940871,3,3b,3,3b,3,3b,3,3b,3,3b
KX940872,1,1b,1,1b,1,1b,1,1b,1,1b
KX940873,3,3a,3,3a,3,3a,3,3a,3,3a
KX940874,3,3a,3,3a,3,3a,3,3a,3,3a
KX940875,6,6a,6,6a,6,6a,6,6a,6,6a
KX940876,3,3b,3,3b,3,3b,3,3b,3,3b
KX940877,3,3b,3,3b,3,3b,3,3b,3,3b
KX940878,2,2a,2,2a,2,2a,2,2a,2,2a
KX940879,1,1b,1,1b,1,1b,1,1b,1,1b
KX940880,6,6b,6,6b,6,6b,6,6b,6,6b
KX940881,1,1b,1,1b,1,1b,1,1b,1,1b
KX940882,3,3a,3,3a,3,3a,3,3a,3,3a
KX940883,2,2b,2,2b,2,2b,2,2b,2,2b
KX940884,1,1b,1,1b,1,1b,1,1b,1,1b
KX940885,6,6b,6,6b,6,6b,6,6b,6,6b
KX940886,1,1b,1,1b,1,1b,1,1b,1,1b
KX940887,1,1b,1,1b,1,1b,1,1b,1,1b
KX940888,2,2b,2,2b,2,2b,2,2b,2,2b
KX940889,1,1b,1,1b,1,1b,1,1b,1,1b
KX940890,1,1b,1,1b,1,1b,1,1b,1,1b
KX940891,3,3a,3,3a,3,3a,3,3a,3,3a
KX940892,1,1b,1,1b,1,1b,1,1b,1,1b
KX940893,3,3b,3,3b,3,3b,3,3b,3,3b
KX940894,3,3a,3,3a,3,3a,3,3a,3,3a
KX940895,3,3a,3,3a,3,3a,3,3a,3,3a
KX940896,3,3a,3,3a,3,3a,3,3a,3,3a
KX940897,6,6a,6,6a,6,6a,6,6a,6,6a
KX940898,3,3b,3,3b,3,3b,3,3b,3,3b
KX940899,1,1b,1,1b,1,1b,1,1b,1,1b
KX940900,3,3a,3,3a,3,3a,3,3a,3,3a
KX940901,3,3a,3,3a,3,3a,3,3a,3,3a
KY083754,4,4r,4,4r,4,4r,4,4r,4,
KY083755,4,4r,4,4r,4,4r,4,4r,4,
KY083756,4,4r,4,4r,4,4r,4,4r,4,
KY083757,4,4r,4,4r,4,4r,4,4r,4,
KY083758,2,2v,2,2v,2,2c,2,2c,4,
KY120328,1,1b,1,1b,1,1b,1,1b,,
KY120329,6,6a,6,6a,6,6a,6,6a,,
KY120330,6,6n,6,6n,6,6n,6,6n,,
KY120331,1,1b,1,1b,1,1b,1,1b,,
KY120332,3,3a,3,3a,3,3a,3,3a,,
KY379287,3,3a,3,3a,3,3a,3,3a,3,3a
KY379288,3,3a,3,3a,3,3a,3,3a,3,3a
KY379289,3,3a,3,3a,3,3a,3,3a,3,3a
KY379290,3,3a,3,3a,3,3a,3,3a,3,3a
KY379291,3,3a,3,3a,3,3a,3,3a,3,3a
KY379292,3,3a,3,3a,3,3a,3,3a,3,3a
KY379293,3,3a,3,3a,3,3a,3,3a,3,3a
KY379294,3,3a,3,3a,3,3a,3,3a,3,3a
KY379295,3,3a,3,3a,3,3a,3,3a,3,3a
KY379296,3,3a,3,3a,3,3a,3,3a,3,3a
KY379297,3,3a,3,3a,3,3a,3,3a,3,3a
KY379298,3,3a,3,3a,3,3a,3,3a,3,3a
KY379299,3,3a,3,3a,3,3a,3,3a,3,3a
KY379300,3,3a,3,3a,3,3a,3,3a,3,3a
KY379301,3,3a,3,3a,3,3a,3,3a,3,3a
KY379302,3,3a,3,3a,3,3a,3,3a,3,3a
KY379303,3,3a,3,3a,3,3a,3,3a,3,3a
KY379304,3,3a,3,3a,3,3a,3,3a,3,3a
KY379305,3,3a,3,3a,3,3a,3,3a,3,3a
KY379306,3,3a,3,3a,3,3a,3,3a,3,3a
KY379307,3,3a,3,3a,3,3a,3,3a,3,3a
KY379308,3,3a,3,3a,3,3a,3,3a,3,3a
KY379309,3,3a,3,3a,3,3a,3,3a,3,3a
KY379310,3,3a,3,3a,3,3a,3,3a,3,3a
KY379311,3,3a,3,3a,3,3a,3,3a,3,3a
KY379312,3,3a,3,3a,3,3a,3,3a,3,3a
KY379313,3,3a,3,3a,3,3a,3,3a,3,3a
KY379314,3,3a,3,3a,3,3a,3,3a,3,3a
KY379315,3,3a,3,3a,3,3a,3,3a,3,3a
KY379316,3,3a,3,3a,3,3a,3,3a,3,3a
KY379317,3,3a,3,3a,3,3a,3,3a,3,3a
KY379318,3,3a,3,3a,3,3a,3,3a,3,3a
KY379319,3,3a,3,3a,3,3a,3,3a,3,3a
KY474465,3,3a,3,3a,3,3a,3,3a,,
KY474466,3,3a,3,3a,3,3a,3,3a,,
KY474467,3,3a,3,3a,3,3a,3,3a,,
KY474468,3,3a,3,3a,3,3a,3,3a,,
KY474469,3,3a,3,3a,3,3a,3,3a,,
KY474470,3,3a,3,3a,3,3a,3,3a,,
KY474471,3,3a,3,3a,3,3a,3,3a,,
KY474472,3,3a,3,3a,3,3a,3,3a,,
KY474473,3,3a,3,3a,3,3a,3,3a,,
KY474474,3,3a,3,3a,3,3a,3,3a,,
KY474475,3,3a,3,3a,3,3a,3,3a,,
KY474476,3,3a,3,3a,3,3a,3,3a,,
KY474477,3,3a,3,3a,3,3a,3,3a,,
KY474478,3,3a,3,3a,3,3a,3,3a,,
KY474479,3,3a,3,3a,3,3a,3,3a,,
KY474480,3,3a,3,3a,3,3a,3,3a,,
KY474481,3,3a,3,3a,3,3a,3,3a,,
KY474482,3,3a,3,3a,3,3a,3,3a,,
KY474483,3,3a,3,3a,3,3a,3,3a,,
KY474484,3,3a,3,3a,3,3a,3,3a,,
KY474485,3,3a,3,3a,3,3a,3,3a,,
KY474486,3,3a,3,3a,3,3a,3,3a,,
KY474487,3,3a,3,3a,3,3a,3,3a,,
KY474488,3,3a,3,3a,3,3a,3,3a,,
KY474489,3,3a,3,3a,3,3a,3,3a,,
KY474490,3,3a,3,3a,3,3a,3,3a,,
KY474491,3,3a,3,3a,3,3a,3,3a,,
KY474492,3,3a,3,3a,3,3a,3,3a,,
KY474493,3,3a,3,3a,3,3a,3,3a,,
KY474494,3,3a,3,3a,3,3a,3,3a,,
KY474495,3,3a,3,3a,3,3a,3,3a,,
KY474496,3,3a,3,3a,3,3a,3,3a,,
KY474497,3,3a,3,3a,3,3a,3,3a,,
KY474498,3,3a,3,3a,3,3a,3,3a,,
KY474499,3,3a,3,3a,3,3a,3,3a,,
KY474500,3,3a,3,3a,3,3a,3,3a,,
KY474501,3,3a,3,3a,3,3a,3,3a,,
KY474502,3,3a,3,3a,3,3a,3,3a,,
KY474503,3,3a,3,3a,3,3a,3,3a,,
KY474504,3,3a,3,3a,3,3a,3,3a,,
KY474505,3,3a,3,3a,3,3a,3,3a,,
KY474506,3,3a,3,3a,3,3a,3,3a,,
KY474507,3,3a,3,3a,3,3a,3,3a,,
KY474508,3,3a,3,3a,3,3a,3,3a,,
KY474509,3,3a,3,3a,3,3a,3,3a,,
KY474510,3,3a,3,3a,3,3a,3,3a,,
KY608611,1,1c,1,1c,1,1c,1,1c,1,1c
KY608612,1,1c,1,1c,1,1c,1,1c,1,1c
KY608613,1,1e,1,1e,1,1e,1,1e,1,1e
KY608614,1,1e,1,1e,1,1e,1,1e,1,1e
KY608615,1,1g,1,1g,1,1g,1,1g,1,1g
KY608616,1,1g,1,1g,1,1g,1,1g,1,1g
KY608617,1,1h,1,1h,1,1h,1,1h,1,1h
KY608618,1,1l,1,1l,1,1l,1,1l,1,1l
KY608619,2,2i,2,2i,2,2i,2,2i,2,2i
KY608620,2,2i,2,2i,2,2i,2,2i,2,2i
KY608621,2,2i,2,2i,2,2i,2,2i,2,2i
KY608622,2,2i,2,2i,2,2i,2,2i,2,2i
KY608623,2,2i,2,2i,2,2i,2,2i,2,2i
KY608624,2,2i,2,2i,2,2i,2,2i,2,2i
KY608625,2,2i,2,2i,2,2i,2,2i,2,2i
KY608626,2,2i,2,2i,2,2i,2,2i,2,2i
KY608627,2,2i,2,2i,2,2i,2,2i,2,2i
KY608628,2,2i,2,2i,2,2i,2,2i,2,2i
KY608629,2,2j,2,2j,2,2j,2,2j,2,2j
KY608630,2,2j,2,2j,2,2j,2,2j,2,2j
KY608631,2,2k,2,2k,2,2k,2,2k,2,2k
KY608632,2,2k,2,2k,2,2k,2,2k,2,2k
KY608633,2,2k,2,2k,2,2k,2,2k,2,2k
KY608634,2,2k,2,2k,2,2k,2,2k,2,2k
KY608635,3,3g,3,3g,3,3g,3,3g,3,3g
KY608636,3,3g,3,3g,3,3g,3,3g,3,3g
KY608637,3,3g,3,3g,3,3g,3,3g,3,3g
KY608638,3,3g,3,3g,3,3g,3,3g,3,3g
KY608639,3,3g,3,3g,3,3g,3,3g,3,3g
KY608640,3,3i,3,3i,3,3i,3,3i,3,3i
KY608641,3,3i,3,3i,3,3i,3,3i,3,3i
KY608642,3,3i,3,3i,3,3i,3,3i,3,3i
KY608643,3,3i,3,3i,3,3i,3,3i,3,3i
KY608644,3,3i,3,3i,3,3i,3,3i,3,3i
KY608645,3,3i,3,3i,3,3i,3,3i,3,3i
KY608646,3,3i,3,3i,3,3i,3,3i,3,3i
KY608647,3,3i,3,3i,3,3i,3,3i,3,3i
KY608648,3,3i,3,3i,3,3i,3,3i,3,3i
KY608649,3,3i,3,3i,3,3i,3,3i,3,3i
KY608650,4,4c,4,4c,4,4a,4,4a,4,4c
KY608651,4,4c,4,4c,4,4c,4,4c,4,4c
KY608652,4,4c,4,4c,4,4c,4,4c,4,4c
KY608653,4,4f,4,4f,4,4f,4,4f,4,4f
KY608654,4,4k,4,4k,4,4k,4,4k,4,4k
KY608655,4,4l,4,4l,4,4l,4,4l,4,4l
KY608656,4,4n,4,4n,4,4n,4,4n,4,4n
KY608657,4,4n,4,4n,4,4n,4,4n,4,4n
KY608658,4,4n,4,4n,4,4n,4,4n,4,4n
KY608659,4,4n,4,4n,4,4n,4,4n,4,4n
KY608660,4,4n,4,4n,4,4n,4,4n,4,4n
KY608661,4,4n,4,4n,4,4n,4,4n,4,4n
KY608662,4,4n,4,4n,4,4n,4,4n,4,4n
KY608663,4,4n,4,4n,4,4n,4,4n,4,4n
KY608664,4,4n,4,4n,4,4n,4,4n,4,4n
KY608665,4,4n,4,4n,4,4n,4,4n,4,4n
KY608666,4,4n,4,4n,4,4n,4,4n,4,4n
KY608667,4,4o,4,4o,4,4o,4,4o,4,4o
KY608668,4,4o,4,4o,4,4o,4,4o,4,4o
KY608669,4,4o,4,4o,4,4o,4,4o,4,4o
KY608670,4,4o,4,4o,4,4o,4,4o,4,4o
KY608671,4,4o,4,4o,4,4o,4,4o,4,4o
KY608672,4,4o,4,4o,4,4o,4,4o,4,4o
KY608673,4,4o,4,4o,4,4o,4,4o,4,4o
KY608674,4,4o,4,4o,4,4o,4,4o,4,4o
KY608675,4,4o,4,4o,4,4o,4,4o,4,4o
KY608676,4,4o,4,4o,4,4o,4,4o,4,4o
KY608677,4,4o,4,4o,4,4o,4,4o,4,4o
KY608678,4,4o,4,4o,4,4o,4,4o,4,4o
KY608679,4,4o,4,4o,4,4o,4,4o,4,4o
KY608680,4,4o,4,4o,4,4o,4,4o,4,4o
KY608681,4,4r,4,4r,4,4r,4,4r,4,4r
KY608682,4,4r,4,4r,4,4r,4,4r,4,4r
KY608683,4,4r,4,4r,4,4r,4,4r,4,4r
KY608684,4,4r,4,4r,4,4r,4,4r,4,4r
KY608685,4,4t,4,4t,4,4t,4,4t,4,4t
KY608686,6,6e,6,6e,6,6e,6,6e,6,6e
KY608687,6,6e,6,6e,6,6e,6,6e,6,6e
KY608688,6,6e,6,6e,6,6e,6,6e,6,6e
KY608689,6,6e,6,6e,6,6e,6,6e,6,6e
KY608690,6,6e,6,6e,6,6e,6,6e,6,6e
KY608691,6,6e,6,6e,6,6e,6,6e,6,6e
KY608692,6,6e,6,6e,6,6e,6,6e,6,6e
KY608693,6,6e,6,6e,6,6e,6,6e,6,6e
KY608694,6,6e,6,6e,6,6e,6,6e,6,6e
KY608695,6,6e,6,6e,6,6e,6,6e,6,6e
KY608696,6,6e,6,6e,6,6e,6,6e,6,6e
KY608697,6,6e,6,6e,6,6e,6,6e,6,6e
KY608698,6,6e,6,6e,6,6e,6,6e,6,6e
KY608699,6,6f,6,6f,6,6f,6,6f,6,6f
KY608700,6,6h,6,6h,6,6h,6,6h,6,6h
KY608701,8,8a,8,8a,6,6h,6,6h,6,6h
KY608702,6,6i,6,6i,6,6i,6,6i,6,6i
KY608703,6,6l,6,6l,6,6l,6,6l,6,6l
KY608704,6,6l,6,6l,6,6l,6,6l,6,6l
KY608705,6,6l,6,6l,6,6l,6,6l,6,6l
KY608706,6,6l,6,6l,6,6l,6,6l,6,6l
KY608707,6,6m,6,6m,6,6m,6,6m,6,6m
KY608708,6,6m,6,6m,6,6m,6,6m,6,6m
KY608709,6,6n,6,6n,6,6n,6,6n,6,6n
KY608710,6,6n,6,6n,6,6n,6,6n,6,6n
KY608711,6,6n,6,6n,6,6n,6,6n,6,6n
KY608712,6,6n,6,6n,6,6n,6,6n,6,6n
KY608713,6,6p,6,6p,6,6p,6,6p,6,6p
KY608714,6,6q,6,6q,6,6q,6,6q,6,6q
KY608715,6,6q,6,6q,6,6q,6,6q,6,6q
KY608716,6,6q,6,6q,6,6q,6,6q,6,6q
KY608717,6,6q,6,6q,6,6q,6,6q,6,6q
KY608718,6,6q,6,6q,6,6q,6,6q,6,6q
KY620313,2,2a,2,2a,2,2a,2,2a,2,
KY620314,2,2a,2,2a,2,2a,2,2a,2,
KY620315,2,2a,2,2a,2,2a,2,2a,2,
KY620316,2,2a,2,2a,2,2a,2,2a,2,
KY620317,2,2a,2,2a,2,2a,2,2a,2,
KY620318,2,2a,2,2a,2,2a,2,2a,2,
KY620319,2,2a,2,2a,2,2a,2,2a,2,
KY620320,2,2a,2,2a,2,2a,2,2a,2,
KY620321,2,2a,2,2a,2,2a,2,2a,2,
KY620322,2,2a,2,2a,2,2a,,"unassigned_1, 2a-3a",2,
KY620323,2,2a,2,2a,2,2a,2,2a,2,
KY620324,2,2a,2,2a,2,2a,2,2a,2,
KY620325,2,2a,2,2a,2,2a,2,2a,2,
KY620326,2,2a,2,2a,2,2a,2,2a,2,
KY620327,2,2a,2,2a,2,2a,2,2a,2,
KY620328,2,2a,2,2a,2,2a,2,2a,2,
KY620329,2,2m,2,2m,2,2m,2,2m,2,
KY620330,2,2c,2,2c,2,2c,,"unassigned_1, 2c-2b-3g-2b-2a",2,
KY620331,2,2c,2,2c,2,2c,2,2c,2,
KY620332,2,2c,2,2c,2,2c,2,2c,2,
KY620333,2,2c,2,2c,2,2c,,"unassigned_1, 2c-6h-3h",2,
KY620334,2,2c,2,2c,2,2c,,"unassigned_1, 2c-6h-2b",2,
KY620335,2,2b,2,2b,2,2b,2,2b,2,
KY620336,2,2b,2,2b,2,2b,2,2b,2,
KY620337,2,2b,2,2b,2,2b,2,2b,2,
KY620338,2,2b,2,2b,2,2b,2,2b,2,
KY620339,2,2b,2,2b,2,2b,2,2b,2,
KY620340,2,2b,2,2b,2,2b,2,2b,2,
KY620341,2,2b,2,2b,2,2b,2,2b,2,
KY620342,2,2b,2,2b,2,2b,2,2b,2,
KY620343,2,2b,2,2b,2,2b,2,2b,2,
KY620344,2,2b,2,2b,2,2b,2,2b,2,
KY620345,2,2b,2,2b,2,2b,2,2b,2,
KY620346,2,2b,2,2b,2,2b,2,2b,2,
KY620347,2,2b,2,2b,2,2b,2,2b,2,
KY620348,2,2b,2,2b,2,2b,2,2b,2,
KY620349,2,2b,2,2b,2,2b,2,2b,2,
KY620350,2,2b,2,2b,2,2b,2,2b,2,
KY620351,2,2b,2,2b,2,2b,2,2b,2,
KY620352,2,2b,2,2b,2,2b,2,2b,2,
KY620353,2,2b,2,2b,2,2b,2,2b,2,
KY620354,2,2b,2,2b,2,2b,2,2b,2,
KY620355,2,2b,2,2b,2,2b,2,2b,2,
KY620356,2,2b,2,2b,2,2b,2,2b,2,
KY620357,2,2b,2,2b,2,2b,2,2b,2,
KY620358,2,2b,2,2b,2,2b,2,2b,2,
KY620359,2,2b,2,2b,2,2b,2,2b,2,
KY620360,2,2b,2,2b,2,2b,2,2b,2,
KY620361,2,2b,2,2b,2,2b,2,2b,2,
KY620362,3,3a,3,3a,3,3a,3,3a,3,
KY620363,3,3a,3,3a,3,3a,3,3a,3,
KY620364,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620365,3,3a,3,3a,3,3a,3,3a,3,
KY620366,3,3a,3,3a,3,3a,3,3a,3,
KY620367,3,3a,3,3a,3,3a,3,3a,3,
KY620368,3,3a,3,3a,3,3a,3,3a,3,
KY620369,3,3a,3,3a,3,3a,3,3a,3,
KY620370,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620371,3,3a,3,3a,3,3a,3,3a,3,
KY620372,3,3a,3,3a,3,3a,3,3a,3,
KY620373,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620374,3,3a,3,3a,3,3a,3,3a,3,
KY620375,3,3a,3,3a,3,3a,3,3a,3,
KY620376,3,3a,3,3a,3,3a,3,3a,3,
KY620377,3,3a,3,3a,3,3a,3,3a,3,
KY620378,3,3a,3,3a,3,3a,3,3a,3,
KY620379,3,3a,3,3a,3,3a,3,3a,3,
KY620380,3,3a,3,3a,3,3a,3,3a,3,
KY620381,3,3a,3,3a,3,3a,3,3a,3,
KY620382,3,3a,3,3a,3,3a,3,3a,3,
KY620383,3,3a,3,3a,3,3a,3,3a,3,
KY620384,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620385,3,3a,3,3a,3,3a,3,3a,3,
KY620386,3,3a,3,3a,3,3a,3,3a,3,
KY620387,3,3a,3,3a,3,3a,3,3a,3,
KY620388,3,3a,3,3a,3,3a,3,3a,3,
KY620389,3,3a,3,3a,3,3a,3,3a,3,
KY620390,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620391,3,3a,3,3a,3,3a,3,3a,3,
KY620392,3,3a,3,3a,3,3a,3,3a,3,
KY620393,3,3a,3,3a,3,3a,3,3a,3,
KY620394,3,3a,3,3a,3,3a,3,3a,3,
KY620395,3,3a,3,3a,3,3a,3,3a,3,
KY620396,3,3a,3,3a,3,3a,3,3a,3,
KY620397,3,3a,3,3a,3,3a,3,3a,3,
KY620398,3,3a,3,3a,3,3a,3,3a,3,
KY620399,3,3a,3,3a,3,3a,3,3a,3,
KY620400,3,3a,3,3a,3,3a,3,3a,3,
KY620401,3,3a,3,3a,3,3a,3,3a,3,
KY620402,3,3a,3,3a,3,3a,3,3a,3,
KY620403,3,3a,3,3a,3,3a,3,3a,3,
KY620404,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620405,3,3a,3,3a,3,3a,3,3a,3,
KY620406,3,3a,3,3a,3,3a,3,3a,3,
KY620407,3,3a,3,3a,3,3a,3,3a,3,
KY620408,3,3a,3,3a,3,3a,3,3a,3,
KY620409,3,3a,3,3a,3,3a,3,3a,3,
KY620410,3,3a,3,3a,3,3a,3,3a,3,
KY620411,3,3a,3,3a,3,3a,3,3a,3,
KY620412,3,3a,3,3a,3,3a,3,3a,3,
KY620413,3,3a,3,3a,3,3a,3,3a,3,
KY620414,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620415,3,3a,3,3a,3,3a,3,3a,3,
KY620416,3,3a,3,3a,3,3a,3,3a,3,
KY620417,3,3a,3,3a,3,3a,3,3a,3,
KY620418,3,3a,3,3a,3,3a,3,3a,3,
KY620419,3,3a,3,3a,3,3a,3,3a,3,
KY620420,3,3a,3,3a,3,3a,3,3a,3,
KY620421,3,3a,3,3a,3,3a,3,3a,3,
KY620422,3,3a,3,3a,3,3a,3,3a,3,
KY620423,3,3a,3,3a,3,3a,3,3a,3,
KY620424,3,3a,3,3a,3,3a,3,3a,3,
KY620425,3,3a,3,3a,3,3a,3,3a,3,
KY620426,3,3a,3,3a,3,3a,3,3a,3,
KY620427,3,3a,3,3a,3,3a,,"unassigned_1, 3a-3h",3,
KY620428,3,3a,3,3a,3,3a,3,3a,3,
KY620429,3,3a,3,3a,3,3a,3,3a,3,
KY620430,3,3a,3,3a,3,3a,3,3a,3,
KY620431,3,3a,3,3a,3,3a,3,3a,3,
KY620432,3,3a,3,3a,3,3a,3,3a,3,
KY620433,3,3a,3,3a,3,3a,3,3a,3,
KY620434,3,3a,3,3a,3,3a,3,3a,3,
KY620435,3,3a,3,3a,3,3a,3,3a,3,
KY620436,3,3a,3,3a,3,3a,3,3a,3,
