accession,genotype,subtype
KT235404,1,1b
KT235405,1,1a
KT235406,1,1b
KT235407,1,1a
KT235408,1,1a
KT235409,1,1a
KT235410,1,1b
KT235411,1,1a
KT235412,1,1a
KT235413,1,1a
KT235414,1,1a
KT235415,1,1a
KT235416,1,1a
KT235417,1,1a
KT235418,1,1b
KT235419,1,1a
KT235420,1,1b
KT235421,1,1a
KT235422,1,1a
KT235423,1,1a
KT235424,1,1b
KT235425,1,1a
KT235426,1,1a
KT235427,1,1a
KT235428,1,1a
KT235429,1,1a
KT235430,1,1a
KT235431,1,1a
KT235432,1,1a
KT235433,1,1b
KT235434,1,1a
KT235435,1,1b
KT235436,1,1b
KT235437,1,1b
KT235438,1,1a
KT235439,1,1b
KT235440,1,1a
KT235441,1,1a
KT235442,1,1a
KT235443,1,1a
KT235444,1,1a
KT235445,1,1a
KT235446,1,1b
KT235447,1,1a
KT235448,1,1b
KT235449,1,1a
KT235450,1,1b
KT235451,1,1b
KT235452,1,1b
KT235453,1,1a
KT235454,1,1a
KT235455,1,1a
KT235456,1,1a
KT235457,1,1a
KT235458,1,1a
KT235459,1,1a
KT235460,1,1a
KT235461,1,1a
KT235462,1,1b
KT235463,1,1a
KT235464,1,1a
KT235465,1,1b
KT235466,1,1a
KT235467,1,1a
KT235468,1,1b
KT235469,1,1a
KT235470,1,1a
KT235471,1,1b
KT235472,1,1b
KT235473,1,1b
KT235474,1,1b
KT235475,1,1b
KT235476,1,1b
KT235477,1,1b
KT235478,1,1b
KT235479,1,1b
KT235480,1,1b
KT235481,1,1b
KT235482,1,1b
KT235483,1,1b
KT235484,1,1b
KT235485,1,1b
KT235486,1,1b
KT235487,1,1b
KT235488,1,1b
KT235489,1,1b
KT235490,1,1b
KT235491,1,1b
KT235492,1,1b
KT235493,1,1b
KT235494,1,1b
KT235495,1,1b
KT235496,1,1b
KT235497,1,1b
KT235498,1,1b
KT235499,1,1b
KT235500,1,1b
KT235501,1,1b
KT235502,1,1b
KT235503,1,1b
KT235504,1,1b
KT235505,1,1b
KT235506,1,1b
KT235507,1,1b
KT235508,1,1b
KT235509,1,1b
KT235510,1,1b
KT235511,1,1b
KT235512,1,1b
KT235513,1,1b
KT235514,1,1b
KT235515,1,1b
KT235516,1,1b
KT235517,1,1b
KT235518,1,1b
KT235519,1,1b
KT235520,1,1b
KT235521,1,1b
KT235522,1,1b
KT235523,1,1b
KT235524,1,1b
KT235525,1,1b
KT235526,1,1b
KT235527,1,1b
KT235528,1,1b
KT235529,1,1b
KT235530,1,1b
KT235531,1,1b
KT235532,1,1b
KT235533,1,1b
KT235534,1,1b
KT235535,1,1b
KT235536,1,1b
KT235537,1,1b
KT235538,1,1b
KT235539,1,1b
KT235540,1,1b
KT235541,1,1b
KT235542,1,1b
KT235543,1,1b
KT235544,1,1b
KT235545,1,1b
KT235546,1,1b
KT235547,1,1b
KT235548,1,1a
KT235549,1,1b
KT235550,1,1b
KT235551,1,1b
KT235552,1,1a
KT235553,1,1b
KT235554,1,1b
KT235555,1,1b
KT235556,1,1b
KT235557,1,1b
KT235558,1,1b
KT235559,1,1b
KT235560,1,1b
KT235561,1,1b
KT235562,1,1b
KT235563,1,1b
KT235564,1,1b
KT336360,3,3g
KT336361,1,1b
KT336362,2,2a
KT345617,1,1b
KT345618,1,1b
KT345619,1,1b
KT345620,1,1b
KT345621,1,1b
KT345622,1,1b
KT345623,2,2a
KT345624,1,1b
KT345625,1,1b
KT345626,1,1b
KT362257,,
KT362258,1,1b
KT362259,1,1b
KT362260,3,3a
KT362261,1,1b
KT362262,1,1b
KT362263,1,1b
KT362264,1,1b
KT362265,1,1b
KT362266,1,1b
KT362267,1,1b
KT362268,1,1b
KT362269,1,1b
KT362270,1,1b
KT362271,1,1b
KT362272,1,1b
KT362273,,
KT367529,1,1b
KT367530,1,1b
KT367531,1,1b
KT367532,1,1b
KT367533,1,1b
KT367534,1,1b
KT367535,1,1b
KT367536,1,1b
KT367537,1,1b
KT367546,4,4d
KT367547,2,2c
KT367548,2,2c
KT367549,2,2c
KT367550,4,4d
KT367551,2,2c
KT367552,4,4r
KT367553,2,2c
KT367554,2,2c
KT367555,2,2c
KT367556,4,4d
KT367557,4,4d
KT367558,4,4d
KT367559,4,4d
KT367560,4,4d
KT367561,4,4r
KT367562,4,4d
KT367563,4,4d
KT367564,2,2c
KT367565,2,2c
KT367566,4,4d
KT367567,2,2c
KT367568,4,4d
KT367569,2,2c
KT367570,2,2c
KT369717,,
KT369718,,
KT369719,,
KT369720,,
KT378621,1,1b
KT378622,1,1b
KT378623,1,1b
KT378624,1,1b
KT378625,1,1a
KT378626,2,2a
KT378627,1,1b
KT378628,2,2a
KT378629,1,1b
KT378630,1,1b
KT378631,1,1b
KT378632,1,1b
KT378633,1,1b
KT378634,1,1b
KT378635,1,1b
KT378636,1,1b
KT378637,1,1b
KT378638,1,1b
KT378639,1,1b
KT378640,1,1b
KT378641,1,1b
KT595242,5,
KT721915,1,1a
KT721916,1,1a
KT721917,1,1a
KT721918,1,1a
KT721919,1,1a
KT721920,1,1a
KT721921,1,1a
KT721922,1,1a
KT721923,1,1a
KT721924,1,1a
KT721925,1,1a
KT721926,1,1a
KT721927,1,1a
KT721928,1,1a
KT721929,1,1a
KT721930,1,1a
KT721931,1,1a
KT721932,1,1a
KT721933,1,1a
KT721934,1,1a
KT721935,1,1a
KT721936,1,1a
KT721937,1,1a
KT721938,1,1a
KT721939,1,1a
KT721940,1,1a
KT721941,1,1a
KT721942,1,1a
KT721943,1,1a
KT721944,1,1a
KT721945,1,1a
KT721946,1,1a
KT721947,1,1a
KT721948,1,1a
KT721949,1,1a
KT721950,1,1a
KT721951,1,1a
KT721952,1,1a
KT721953,1,1a
KT721954,1,1a
KT721955,1,1a
KT721956,1,1a
KT721957,1,1a
KT721958,1,1a
KT721959,1,1a
KT721960,1,1a
KT721961,1,1a
KT721962,1,1a
KT721963,1,1a
KT721964,1,1a
KT721965,1,1a
KT721966,1,1a
KT721967,1,1a
KT721968,1,1a
KT721969,1,1a
KT721970,1,1a
KT721971,1,1a
KT721972,1,1a
KT721973,1,1a
KT721974,1,1a
KT721975,1,1a
KT721976,1,1a
KT721977,1,1a
KT721978,1,1a
KT721979,1,1a
KT721980,1,1a
KT721981,1,1a
KT721982,1,1a
KT721983,1,1a
KT721984,1,1a
KT721985,1,1a
KT721986,1,1a
KT721987,1,1a
KT721988,1,1a
KT721989,1,1a
KT721990,1,1a
KT721991,1,1a
KT721992,1,1a
KT721993,1,1a
KT721994,1,1a
KT721995,1,1a
KT721996,1,1a
KT721997,1,1a
KT721998,1,1a
KT721999,1,1a
KT722000,1,1a
KT722001,1,1a
KT722002,1,1a
KT722003,1,1a
KT722004,1,1a
KT722005,1,1a
KT722006,1,1a
KT722007,1,1a
KT722008,1,1a
KT722009,1,1a
KT722010,1,1a
KT722011,1,1a
KT722012,1,1a
KT722013,1,1a
KT722014,1,1a
KT722015,1,1a
KT722016,1,1a
KT722017,1,1a
KT722018,1,1a
KT722019,1,1a
KT722020,1,1a
KT722021,1,1a
KT722022,1,1a
KT722023,1,1a
KT722024,1,1a
KT722025,1,1a
KT722026,1,1a
KT722027,1,1a
KT722028,1,1a
KT722029,1,1a
KT722030,1,1a
KT722031,1,1a
KT722032,1,1a
KT722033,1,1a
KT722034,1,1a
KT722035,1,1a
KT722036,1,1a
KT722037,1,1a
KT722038,1,1a
KT722039,1,1a
KT722040,1,1a
KT722041,1,1a
KT722042,1,1a
KT722043,1,1a
KT722044,1,1a
KT722045,1,1a
KT722046,1,1a
KT722047,1,1a
KT722048,1,1a
KT722049,1,1a
KT722050,1,1a
KT722051,1,1a
KT722052,1,1a
KT722053,1,1a
KT722054,1,1a
KT722055,1,1a
KT722056,1,1a
KT722057,1,1a
KT722058,1,1a
KT722059,1,1a
KT722060,1,1a
KT722061,1,1a
KT722062,1,1a
KT722063,1,1a
KT722064,1,1a
KT722065,1,1a
KT722066,1,1a
KT722067,1,1a
KT722068,1,1a
KT722069,1,1a
KT722070,1,1a
KT722071,1,1a
KT722072,1,1a
KT722073,1,1a
KT722074,1,1a
KT722075,1,1a
KT722076,1,1a
KT722077,1,1a
KT722078,1,1a
KT722079,1,1a
KT722080,1,1a
KT722081,1,1a
KT722082,1,1a
KT722083,1,1a
KT722084,1,1a
KT722085,1,1a
KT722086,1,1a
KT722087,1,1a
KT722088,1,1a
KT722089,1,1a
KT722090,1,1a
KT722091,1,1a
KT722092,1,1a
KT722093,1,1a
KT722094,1,1a
KT722095,1,1a
KT722096,1,1a
KT722097,1,1a
KT722098,1,1a
KT722099,1,1a
KT722100,1,1a
KT722101,1,1a
KT722102,1,1a
KT722103,1,1a
KT722104,1,1a
KT722105,1,1a
KT722106,1,1a
KT722107,1,1a
KT722108,1,1a
KT722109,1,1a
KT722110,1,1a
KT722111,1,1a
KT722112,1,1a
KT722113,1,1a
KT722114,1,1a
KT722115,1,1a
KT722116,1,1a
KT722117,1,1a
KT722118,1,1a
KT722119,1,1a
KT722120,1,1a
KT722121,1,1a
KT722122,1,1a
KT722123,1,1a
KT722124,1,1a
KT722125,1,1a
KT722126,1,1a
KT722127,1,1a
KT722128,1,1a
KT722129,1,1a
KT722130,1,1a
KT722131,1,1a
KT722132,1,1a
KT722133,1,1a
KT722134,1,1a
KT722135,1,1a
KT722136,1,1a
KT722137,1,1a
KT722138,1,1a
KT722139,1,1a
KT722140,1,1a
KT722141,1,1a
KT722142,1,1a
KT722143,1,1a
KT722144,1,1a
KT722145,1,1a
KT722146,1,1a
KT722147,1,1a
KT722148,1,1a
KT722149,1,1a
KT722150,1,1a
KT722151,1,1a
KT722152,1,1a
KT722153,1,1a
KT722154,1,1a
KT722155,1,1a
KT722156,1,1a
KT722157,1,1a
KT722158,1,1a
KT722159,1,1a
KT722160,1,1a
KT722161,1,1a
KT722162,1,1a
KT722163,1,1a
KT722164,1,1a
KT722165,1,1a
KT722166,1,1a
KT722167,1,1a
KT722168,1,1a
KT722169,1,1a
KT722170,1,1a
KT722171,1,1a
KT722172,1,1a
KT722173,1,1a
KT722174,1,1a
KT722175,1,1a
KT722176,1,1a
KT722177,1,1a
KT722178,1,1b
KT722179,1,1b
KT722180,1,1b
KT722181,1,1b
KT722182,1,1b
KT722183,1,1b
KT722184,1,1b
KT722185,1,1b
KT722186,1,1b
KT722187,1,1b
KT722188,1,1b
KT722189,1,1b
KT722190,1,1b
KT722191,1,1b
KT722192,1,1b
KT722193,1,1b
KT722194,1,1b
KT722195,1,1b
KT722196,1,1b
KT722197,1,1b
KT722198,1,1b
KT722199,1,1b
KT722200,1,1b
KT722201,1,1b
KT722202,1,1b
KT722203,1,1b
KT722204,1,1b
KT722205,1,1b
KT722206,1,1b
KT722207,1,1b
KT722208,1,1b
KT722209,1,1b
KT722210,1,1b
KT722211,1,1b
KT722212,1,1b
KT722213,2,2b
KT722214,2,2b
KT722215,2,2b
KT722216,2,2b
KT722217,2,2b
KT722218,2,2b
KT722219,2,2b
KT722220,2,2b
KT722221,2,2b
KT722222,2,2b
KT722223,2,2b
KT722224,2,2b
KT722225,2,2b
KT722226,2,2b
KT722227,2,2b
KT722228,2,2b
KT722229,2,2b
KT722230,2,2b
KT722231,2,2b
KT722232,2,2b
KT722233,2,2b
KT722234,2,2b
KT722235,2,2b
KT722236,2,2b
KT722237,2,2b
KT722238,2,2b
KT722239,2,2b
KT722240,2,2b
KT722241,3,3a
KT722242,3,3a
KT722243,3,3a
KT722244,3,3a
KT722245,3,3a
KT722246,3,3a
KT722247,3,3a
KT722248,3,3a
KT722249,3,3a
KT722250,3,3a
KT722251,3,3a
KT722252,3,3a
KT722253,3,3a
KT722254,3,3a
KT722255,3,3a
KT722256,3,3a
KT722257,3,3a
KT722258,3,3a
KT722259,3,3a
KT722260,3,3a
KT722261,3,3a
KT722262,3,3a
KT722263,3,3a
KT722264,3,3a
KT722265,3,3a
KT722266,3,3a
KT722267,3,3a
KT722268,3,3a
KT722269,3,3a
KT722270,3,3a
KT722271,3,3a
KT722272,3,3a
KT722273,3,3a
KT722274,3,3a
KT722275,3,3a
KT722276,3,3a
KT722277,3,3a
KT722278,3,3a
KT722279,3,3a
KT722280,3,3a
KT722281,3,3a
KT722282,3,3a
KT722283,3,3a
KT722284,3,3a
KT722285,3,3a
KT722286,3,3a
KT722287,3,3a
KT722288,3,3a
KT722289,3,3a
KT722290,3,3a
KT722291,3,3a
KT722292,3,3a
KT722293,3,3a
KT722294,3,3a
KT722295,3,3a
KT722296,3,3a
KT722297,3,3a
KT722298,3,3a
KT722299,3,3a
KT722300,3,3a
KT722301,3,3a
KT722302,3,3a
KT722303,3,3a
KT722304,3,3a
KT722305,3,3a
KT722306,3,3a
KT722307,3,3a
KT722308,3,3a
KT722309,3,3a
KT722310,3,3a
KT722311,3,3a
KT722312,3,3a
KT722313,3,3a
KT722314,3,3a
KT722315,3,3a
KT722316,3,3a
KT722317,3,3a
KT722318,3,3a
KT722319,3,3a
KT722320,3,3b
KT722321,3,3b
KT722322,3,3b
KT722323,4,4a
KT722324,4,4a
KT722325,4,4a
KT722326,4,4a
KT722327,4,4a
KT722328,4,4a
KT722329,4,4a
KT722330,4,4a
KT722331,4,4a
KT722332,4,4a
KT722333,4,4a
KT733674,,
KT733675,,
KT733676,,
KT733677,,
KT733678,,
KT733679,,
KT733680,,
KT733681,,
KT733682,,
KT733683,,
KT733684,,
KT733685,,
KT733686,,
KT733687,,
KT733688,,
KT733689,,
KT733690,,
KT733691,,
KT733692,,
KT733693,,
KT733694,,
KT733695,,
KT733696,,
KT733697,,
KT733698,,
KT733699,,
KT733700,,
KT733701,,
KT733702,,
KT733703,,
KT733704,,
KT733705,,
KT733706,,
KT733707,,
KT733708,,
KT733709,,
KT733710,,
KT733711,,
KT733712,,
KT733713,,
KT733714,,
KT733715,,
KT733716,,
KT733717,,
KT733718,,
KT733719,,
KT733720,,
KT733721,,
KT733722,,
KT733723,,
KT733724,,
KT733725,,
KT733726,,
KT733727,,
KT733728,,
KT733729,,
KT733730,,
KT733731,,
KT733732,,
KT733733,,
KT733734,,
KT733735,,
KT733736,,
KT733737,,
KT733738,,
KT733739,,
KT733740,,
KT733741,,
KT733742,,
KT733743,,
KT733744,,
KT733745,,
KT733746,,
KT733747,,
KT733748,,
KT733749,,
KT733750,,
KT733751,,
KT733752,,
KT733753,,
KT733754,,
KT733755,,
KT733756,,
KT733757,,
KT733758,,
KT733759,,
KT733760,,
KT733761,,
KT733762,,
KT733763,,
KT733764,,
KT733765,,
KT733766,,
KT733767,,
KT733768,,
KT733769,,
KT733770,,
KT733771,,
KT733772,,
KT733773,,
KT733774,,
KT733775,,
KT733776,,
KT733777,,
KT733778,,
KT733779,,
KT733780,,
KT733781,,
KT733782,,
KT733783,,
KT733784,,
KT733785,,
KT733786,,
KT733787,,
KT733788,,
KT733789,,
KT733790,,
KT733791,,
KT733792,,
KT733793,,
KT733794,,
KT733795,,
KT733796,,
KT733797,,
KT733798,,
KT733799,,
KT733800,,
KT733801,,
KT733802,,
KT733803,,
KT733804,,
KT733805,,
KT733806,,
KT733807,,
KT733808,,
KT733809,,
KT733810,,
KT733811,,
KT733812,,
KT733813,,
KT733814,,
KT733815,,
KT733816,,
KT733817,,
KT733818,,
KT733819,,
KT733820,,
KT733821,,
KT733822,,
KT733823,,
KT733824,,
KT733825,,
KT733826,,
KT733827,,
KT733828,,
KT733829,,
KT733830,,
KT733831,,
KT733832,,
KT733833,,
KT733834,,
KT733835,,
KT733836,,
KT733837,,
KT733838,,
KT733839,,
KT733840,,
KT733841,,
KT733842,,
KT733843,,
KT733844,,
KT733845,,
KT733846,,
KT733847,,
KT733848,,
KT733849,,
KT733850,,
KT733851,,
KT733852,,
KT733853,,
KT733854,,
KT733855,,
KT733856,,
KT733857,,
KT733858,,
KT733859,,
KT733860,,
KT733861,,
KT733862,,
KT733863,,
KT733864,,
KT733865,,
KT733866,,
KT733867,,
KT733868,,
KT733869,,
KT733870,,
KT733871,,
KT733872,,
KT733873,,
KT733874,,
KT733875,,
KT733876,,
KT733877,,
KT733878,,
KT733879,,
KT733880,,
KT733881,,
KT733882,,
KT733883,,
KT733884,,
KT733885,,
KT733886,,
KT733887,,
KT733888,,
KT733889,,
KT733890,,
KT733891,,
KT733892,,
KT733893,,
KT733894,,
KT733895,,
KT733896,,
KT733897,,
KT733898,,
KT733899,,
KT733900,,
KT733901,,
KT733902,,
KT733903,,
KT733904,,
KT733905,,
KT733906,,
KT733907,,
KT733908,,
KT733909,,
KT733910,,
KT733911,,
KT733912,,
KT733913,,
KT733914,,
KT733915,,
KT733916,,
KT733917,,
KT733918,,
KT733919,,
KT733920,,
KT733921,,
KT733922,,
KT733923,,
KT733924,,
KT733925,,
KT733926,,
KT733927,,
KT733928,,
KT733929,,
KT733930,,
KT733931,,
KT733932,,
KT733933,,
KT733934,,
KT733935,,
KT733936,,
KT733937,,
KT733938,,
KT733939,,
KT733940,,
KT733941,,
KT733942,,
KT733943,,
KT733944,,
KT733945,,
KT733946,,
KT733947,,
KT733948,,
KT733949,,
KT733950,,
KT733951,,
KT733952,,
KT733953,,
KT733954,,
KT733955,,
KT733956,,
KT733957,,
KT733958,,
KT733959,,
KT733960,,
KT733961,,
KT733962,,
KT733963,,
KT733964,,
KT733965,,
KT733966,,
KT733967,,
KT733968,,
KT733969,,
KT733970,,
KT733971,,
KT733972,,
KT733973,,
KT733974,,
KT733975,,
KT733976,,
KT733977,,
KT733978,,
KT733979,,
KT733980,,
KT733981,,
KT733982,,
KT733983,,
KT733984,,
KT733985,,
KT733986,,
KT733987,,
KT733988,,
KT733989,,
KT733990,,
KT733991,,
KT733992,,
KT733993,,
KT733994,,
KT733995,,
KT733996,,
KT733997,,
KT733998,,
KT733999,,
KT734000,,
KT734001,,
KT734002,,
KT734003,,
KT734004,,
KT734005,,
KT734006,,
KT734007,,
KT734008,,
KT734009,,
KT734010,,
KT734011,,
KT734012,,
KT734013,,
KT734014,,
KT734015,,
KT734016,,
KT734017,,
KT734018,,
KT734019,,
KT734020,,
KT734021,,
KT734022,,
KT734023,,
KT734024,,
KT734025,,
KT734026,,
KT734027,,
KT734028,,
KT734029,,
KT734030,,
KT734031,,
KT734032,,
KT734033,,
KT734034,,
KT734035,,
KT734036,,
KT734037,,
KT734038,,
KT734039,,
KT734040,,
KT734041,,
KT734042,,
KT734043,,
KT734044,,
KT734045,,
KT734046,,
KT734047,,
KT734048,,
KT734049,,
KT734050,,
KT734051,,
KT734052,,
KT734053,,
KT734054,,
KT734055,,
KT734056,,
KT734057,,
KT734058,,
KT734059,,
KT734060,,
KT734061,,
KT734062,,
KT734063,,
KT734064,,
KT734065,,
KT734066,,
KT734067,,
KT734068,,
KT734069,,
KT734070,,
KT734071,,
KT734072,,
KT734073,,
KT734074,,
KT734075,,
KT734076,,
KT734077,,
KT734078,,
KT734079,,
KT734080,,
KT734081,,
KT734082,,
KT734083,,
KT734084,,
KT734085,,
KT734086,,
KT734087,,
KT734088,,
KT734089,,
KT734090,,
KT734091,,
KT734092,,
KT734093,,
KT734094,,
KT734095,,
KT734096,,
KT734097,,
KT734098,,
KT734099,,
KT734100,,
KT734101,,
KT734102,,
KT734103,,
KT734104,,
KT734105,,
KT734106,,
KT734107,,
KT734108,,
KT734109,,
KT734110,,
KT734111,,
KT734112,,
KT734113,,
KT734114,,
KT734115,,
KT734116,,
KT734117,,
KT734118,,
KT734119,,
KT734120,,
KT734121,,
KT734122,,
KT734123,,
KT734124,,
KT734125,,
KT734126,,
KT734127,,
KT734128,,
KT734129,,
KT734130,,
KT734131,,
KT734132,,
KT734133,,
KT734134,,
KT734135,,
KT734136,,
KT734137,,
KT734138,,
KT734139,,
KT734140,,
KT734141,,
KT734142,,
KT734143,,
KT734144,,
KT734145,,
KT734146,,
KT734147,,
KT734148,,
KT734149,,
KT734150,,
KT734151,,
KT734152,,
KT734153,,
KT734154,,
KT734155,,
KT734156,,
KT734157,,
KT734158,,
KT734159,,
KT734160,,
KT734161,,
KT734162,,
KT734163,,
KT734164,,
KT734165,,
KT734166,,
KT734167,,
KT734168,,
KT734169,,
KT734170,,
KT734171,,
KT734172,,
KT734173,,
KT734174,,
KT734175,,
KT734176,,
KT734177,,
KT734178,,
KT734179,,
KT734180,,
KT734181,,
KT734182,,
KT734183,,
KT734184,,
KT734185,,
KT734186,,
KT734187,,
KT734188,,
KT734189,,
KT734190,,
KT734191,,
KT734192,,
KT734193,,
KT734194,,
KT734195,,
KT734196,,
KT734197,,
KT734198,,
KT734199,,
KT734200,,
KT734201,,
KT734202,,
KT734203,,
KT734204,,
KT734205,,
KT734206,,
KT734207,,
KT734208,,
KT734209,,
KT734210,,
KT734211,,
KT734212,,
KT734213,,
KT734214,,
KT734215,,
KT734216,,
KT734217,,
KT734218,,
KT734219,,
KT734220,,
KT734221,,
KT734222,,
KT734223,,
KT734224,,
KT734225,,
KT734226,,
KT734227,,
KT734228,,
KT734229,,
KT734230,,
KT734231,,
KT734232,,
KT734233,,
KT734234,,
KT734235,,
KT734236,,
KT734237,,
KT734238,,
KT734239,,
KT734240,,
KT734241,,
KT734242,,
KT734243,,
KT734244,,
KT734245,,
KT734246,,
KT734247,,
KT734248,,
KT734249,,
KT734250,,
KT734251,,
KT734252,,
KT734253,,
KT734254,,
KT734255,,
KT734256,,
KT734257,,
KT734258,,
KT734259,,
KT734260,,
KT734261,,
KT734262,,
KT734263,,
KT734264,,
KT734265,,
KT734266,,
KT734267,,
KT734268,,
KT734269,,
KT734270,,
KT734271,,
KT734272,,
KT734273,,
KT734274,,
KT734275,,
KT734276,,
KT734277,,
KT734278,,
KT734279,,
KT734280,,
KT734281,,
KT734282,,
KT734283,,
KT734284,,
KT734285,,
KT734286,,
KT734287,,
KT734288,,
KT734289,,
KT734290,,
KT734291,,
KT734292,,
KT734293,,
KT734294,,
KT734295,,
KT734296,,
KT734297,,
KT734298,,
KT734299,,
KT734300,,
KT734301,,
KT734302,,
KT734303,,
KT734304,,
KT734305,,
KT734306,,
KT734307,,
KT734308,,
KT734309,,
KT734310,,
KT734311,,
KT734312,,
KT734313,,
KT734314,,
KT734315,,
KT734316,,
KT734317,,
KT734318,,
KT734319,,
KT734320,,
KT734321,,
KT734322,,
KT734323,,
KT734324,,
KT734325,,
KT734326,,
KT734327,,
KT734328,,
KT734329,,
KT734330,,
KT734331,,
KT734332,,
KT734333,,
KT734334,,
KT734335,,
KT734336,,
KT734337,,
KT734338,,
KT734339,,
KT734340,,
KT734341,,
KT734342,,
KT734343,,
KT734344,,
KT734345,,
KT734346,,
KT734347,,
KT734348,,
KT734349,,
KT734350,,
KT734351,,
KT734352,,
KT734353,,
KT734354,,
KT734355,,
KT734356,,
KT734357,,
KT734358,,
KT734359,,
KT734360,,
KT734361,,
KT734362,,
KT734363,,
KT734364,,
KT734365,,
KT734366,,
KT734367,,
KT734368,,
KT734369,,
KT734370,,
KT734371,,
KT734372,,
KT734373,,
KT734374,,
KT734375,,
KT734376,,
KT734377,,
KT734378,,
KT734379,,
KT734380,,
KT734381,,
KT734382,,
KT734383,,
KT734384,,
KT734385,,
KT734386,,
KT734387,,
KT734388,,
KT734389,,
KT734390,,
KT734391,,
KT734392,,
KT734393,,
KT734394,,
KT734395,,
KT734396,,
KT734397,,
KT734398,,
KT734399,,
KT734400,,
KT734401,,
KT734402,,
KT734403,,
KT734404,,
KT734405,,
KT734406,,
KT734407,,
KT734408,,
KT734409,,
KT734410,,
KT734411,,
KT734412,,
KT734413,,
KT734414,,
KT734415,,
KT734416,,
KT734417,,
KT734418,,
KT734419,,
KT734420,,
KT734421,,
KT734422,,
KT734423,,
KT734424,,
KT734425,,
KT734426,,
KT734427,,
KT734428,,
KT734429,,
KT734430,,
KT734431,,
KT734432,,
KT734433,,
KT734434,,
KT734435,,
KT734436,,
KT734437,,
KT734438,,
KT734439,,
KT734440,,
KT734441,,
KT734442,,
KT734443,,
KT734444,,
KT734445,,
KT734446,,
KT734447,,
KT734448,,
KT734449,,
KT734450,,
KT734451,,
KT734452,,
KT734453,,
KT734454,,
KT734455,,
KT734456,,
KT734457,,
KT734458,,
KT734459,,
KT734460,,
KT734461,,
KT734462,,
KT734463,,
KT734464,,
KT734465,,
KT734466,,
KT734467,,
KT734468,,
KT734469,,
KT734470,,
KT734471,,
KT734472,,
KT734473,,
KT734474,,
KT734475,,
KT734476,,
KT734477,,
KT734478,,
KT734479,,
KT734480,,
KT734481,,
KT734482,,
KT734483,,
KT734484,,
KT734485,,
KT734486,,
KT734487,,
KT734488,,
KT734489,,
KT734490,,
KT734491,,
KT734492,,
KT734493,,
KT734494,,
KT734495,,
KT734496,,
KT734497,,
KT734498,,
KT734499,,
KT734500,,
KT734501,,
KT734502,,
KT734503,,
KT734504,,
KT734505,,
KT734506,,
KT734507,,
KT734508,,
KT734509,,
KT734510,,
KT734511,,
KT734512,,
KT734513,,
KT734514,,
KT734515,,
KT734516,,
KT734517,,
KT734518,,
KT734519,,
KT734520,,
KT734521,,
KT734522,,
KT734523,,
KT734524,,
KT734525,,
KT734526,,
KT734527,,
KT734528,,
KT734529,,
KT734530,,
KT734531,,
KT734532,,
KT734533,,
KT734534,,
KT734535,,
KT734536,,
KT734537,,
KT734538,,
KT734539,,
KT734540,,
KT734541,,
KT734542,,
KT734543,,
KT734544,,
KT734545,,
KT734546,,
KT734547,,
KT734548,,
KT734549,,
KT734550,,
KT734551,,
KT734552,,
KT734553,,
KT734554,,
KT734555,,
KT734556,,
KT734557,,
KT734558,,
KT734559,,
KT734560,,
KT734561,,
KT734562,,
KT734563,,
KT734564,,
KT734565,,
KT734566,,
KT734567,,
KT734568,,
KT734569,,
KT734570,,
KT734571,,
KT734572,,
KT734573,,
KT734574,,
KT734575,,
KT734576,,
KT734577,,
KT734578,,
KT734579,,
KT734580,,
KT734581,,
KT734582,,
KT734583,,
KT734584,,
KT734585,,
KT734586,,
KT734587,,
KT734588,,
KT734589,,
KT734590,,
KT734591,,
KT734592,,
KT734593,,
KT734594,,
KT734595,,
KT734596,,
KT734597,,
KT734598,,
KT734599,,
KT734600,,
KT734601,,
KT734602,,
KT734603,,
KT734604,,
KT734605,,
KT734606,,
KT734607,,
KT734608,,
KT734609,,
KT734610,,
KT735178,1,1b
KT735179,1,1a
KT735180,1,1b
KT735181,1,1a
KT735182,1,1b
KT735183,3,3a
KT735184,1,1b
KT735185,4,4a
KT735186,1,1a
KT735187,1,1a
KT735659,3,3b
KT735660,3,3b
KT735661,3,3b
KT735662,6,6n
KT735663,3,3b
KT735664,3,3b
KT735665,6,6a
KT735666,3,3b
KT735667,3,3b
KT735668,6,6n
KT735669,6,6n
KT735670,1,1a
KT735671,1,1a
KT735672,1,1a
KT735673,3,3b
KT735674,6,6u
KT735675,3,3b
KT735676,3,3b
KT735677,3,3b
KT735678,3,3b
KT735679,1,1a
KT735680,3,3b
KT735681,6,6n
KT735682,3,3a
KT735683,3,3b
KT735684,3,3b
KT735685,3,3b
KT735686,1,1a
KT735687,6,6n
KT735688,3,3a
KT735689,6,6n
KT735690,6,6u
KT735691,3,3a
KT735692,3,3b
KT735693,1,1a
KT735694,1,1a
KT735695,6,6n
KT735696,3,3b
KT735697,6,6n
KT735698,6,6n
KT735699,3,3b
KT735700,6,6u
KT735701,1,1a
KT735702,1,1a
KT735703,1,1a
KT735704,6,6n
KT735705,3,3b
KT735706,1,1a
KT735707,3,3b
KT735708,1,1a
KT735709,6,6n
KT735710,1,1a
KT735711,1,1a
KT735712,6,6u
KT735713,3,3b
KT735714,6,6u
KT735715,6,6n
KT735716,3,3b
KT735717,3,3b
KT735718,6,6n
KT735719,1,1a
KT735720,3,3b
KT735721,3,3a
KT735722,1,1a
KT735723,6,6n
