Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA,FullyCover
KF011435,,,,
KF011436,,,,
KF011437,,,,
KF011438,,,,
KF011439,,,,
KF011440,,,,
KF011441,,,,
KF011442,,,,
KF011443,,,,
KF011444,,,,
KF011445,,,,
KF011446,,,,
KF011447,,,,
KF011448,,,,
KF011449,,,,
KF011450,,,,
KF011451,,,,
KF035123,3,3a,150-321,Yes
KF035124,3,3a,150-321,Yes
KF035125,3,3a,150-321,Yes
KF035126,3,3a,150-321,Yes
KF035127,3,3a,150-321,Yes
KF214729,3,3a,239-321,
KF214730,3,3a,227-321,
KF214731,3,3a,219-321,
KF214732,3,3a,219-321,
KF214733,1,1a,231-321,
KF214734,3,3a,219-319,
KF214735,3,3a,219-321,
KF214736,3,3a,227-321,
KF214737,3,3a,253-321,
KF214738,1,1a,234-321,
KF214739,1,1b,232-321,
KF214740,3,3a,227-321,
KF214741,3,3a,237-321,
KF218588,3,3g,,
KF261594,1,1b,227-321,
KF261595,1,1b,227-321,
KF263686,,,,
KF273123,3,3a,237-321,
KF273124,1,1a,231-321,
KF273125,1,1a,232-321,
KF273126,3,3a,237-321,
KF273127,3,3a,237-321,
KF273128,1,1a,229-321,
KF292122,6,6a,249-321,
KF292123,1,1a,249-321,
KF292124,3,3a,249-321,
KF292125,6,6a,249-321,
KF292126,6,6a,249-321,
KF292127,6,6a,249-321,
KF292128,3,3b,256-321,
KF292129,3,3b,256-321,
KF292130,1,1b,251-321,
KF292131,3,3b,256-321,
KF292132,6,6a,249-321,
KF292133,3,3b,256-321,
KF292134,3,3a,249-321,
KF292135,6,6a,249-321,
KF292136,6,6a,249-321,
KF292137,3,3b,256-321,
KF292138,6,6a,249-321,
KF292139,1,1a,249-321,
KF292140,6,6a,249-321,
KF292141,6,6a,249-321,
KF292142,1,1a,249-321,
KF292143,1,1a,249-321,
KF292144,3,3b,256-321,
KF292145,3,3a,249-321,
KF292146,6,6a,249-321,
KF292147,6,6a,249-321,
KF292148,3,3a,249-321,
KF292149,3,3b,255-321,
KF292150,6,6a,249-321,
KF292151,3,3a,249-321,
KF292152,6,6a,249-321,
KF292153,6,6a,249-321,
KF292154,6,6a,249-321,
KF292155,6,6e,250-321,
KF292156,6,6a,249-321,
KF292157,3,3b,256-321,
KF292158,3,3a,249-321,
KF292159,1,1b,251-321,
KF292160,6,6a,249-321,
KF292161,6,6a,249-321,
KF292162,1,1a,249-321,
KF292163,3,3a,249-321,
KF292164,6,6a,249-321,
KF292165,3,3a,249-321,
KF292166,6,6e,250-321,
KF292167,3,3b,256-321,
KF292168,3,3b,256-321,
KF292169,3,3a,249-321,
KF292170,6,6a,249-321,
KF292171,3,3b,255-321,
KF292172,3,3b,256-321,
KF292173,3,3b,256-321,
KF292174,6,6e,250-321,
KF292175,3,3b,256-321,
KF292176,3,3b,256-321,
KF292177,3,3b,249-321,
KF292178,1,1a,249-321,
KF292179,3,3b,256-321,
KF292831,3,3b,239-321,
KF292832,3,3b,239-321,
KF292833,3,3b,239-321,
KF292834,3,3b,239-321,
KF292835,3,3b,239-321,
KF292836,3,3b,239-321,
KF292837,3,3b,239-321,
KF292838,3,3b,239-321,
KF292839,3,3b,239-321,
KF292840,3,3b,239-321,
KF292841,3,3b,239-321,
KF292842,3,3b,239-321,
KF292843,3,3b,239-321,
KF292844,3,3b,239-321,
KF292845,3,3b,239-321,
KF292846,3,3b,239-321,
KF292847,3,3b,239-321,
KF292848,3,3b,239-321,
KF292849,3,3b,239-321,
KF292850,3,3b,239-321,
KF292851,3,3b,239-321,
KF292852,3,3b,239-321,
KF292853,3,3b,239-321,
KF292854,3,3b,239-321,
KF292855,3,3b,239-321,
KF292856,3,3b,239-321,
KF292857,3,3b,239-321,
KF292858,3,3b,239-321,
KF292859,3,3b,239-321,
KF292860,3,3b,239-321,
KF292861,3,3b,239-321,
KF292862,3,3b,239-321,
KF292863,3,3b,239-321,
KF292864,3,3b,239-321,
KF292865,3,3b,239-321,
KF292866,3,3b,239-321,
KF373567,5,5b,150-321,Yes
KF414631,1,1a,234-321,
KF414632,1,1a,234-321,
KF414633,1,1a,234-321,
KF414634,1,1a,234-321,
KF420488,,,,
KF420489,,,,
KF420490,,,,
KF420491,,,,
KF420492,,,,
KF420493,,,,
KF420494,,,,
KF420495,,,,
KF420496,,,,
KF420497,,,,
KF420498,,,,
KF420499,,,,
KF420500,,,,
KF420501,,,,
KF420502,,,,
KF420503,,,,
KF420504,,,,
KF420505,,,,
KF420506,,,,
KF420507,,,,
KF420508,,,,
KF420509,,,,
KF420510,,,,
KF420511,,,,
KF420512,,,,
KF420513,,,,
KF421949,1,1b,308-321,
KF421950,1,1b,308-321,
KF421951,1,1b,308-321,
KF421952,1,1b,308-321,
KF421953,1,1b,308-321,
KF421954,1,1b,308-321,
KF421955,1,1b,308-321,
KF421956,1,1b,308-321,
KF421957,1,1b,308-321,
KF421958,1,1b,308-321,
KF421959,1,1b,308-321,
KF421960,1,1b,308-321,
KF421961,1,1b,308-321,
KF421962,1,1b,308-321,
KF421963,1,1b,308-321,
KF421964,1,1b,308-321,
KF421965,1,1b,308-321,
KF421966,1,1b,308-321,
KF421967,1,1b,308-321,
KF421968,1,1b,308-321,
KF421969,1,1b,308-321,
KF421970,1,1b,308-321,
KF421971,1,1b,308-321,
KF421972,1,1b,308-321,
KF421973,1,1b,308-321,
KF421974,1,1b,308-321,
KF421975,1,1b,308-321,
KF421976,1,1b,308-321,
KF421977,1,1b,308-321,
KF421978,1,1b,308-321,
KF421979,1,1b,308-321,
KF421980,1,1b,308-321,
KF421981,1,1b,308-321,
KF421982,1,1b,308-321,
KF421983,1,1b,308-321,
KF421984,1,1b,308-321,
KF421985,1,1b,308-321,
KF421986,1,1b,308-321,
KF421987,1,1b,308-321,
KF421988,1,1b,308-321,
KF421989,1,1b,308-321,
KF421990,1,1b,308-321,
KF421991,1,1b,308-321,
KF421992,1,1b,308-321,
KF421993,1,1b,308-321,
KF421994,1,1b,308-321,
KF421995,1,1b,308-321,
KF421996,1,1b,308-321,
KF421997,1,1b,308-321,
KF421998,1,1b,308-321,
KF421999,1,1b,308-321,
KF422000,1,1b,308-321,
KF422001,1,1b,308-321,
KF422002,1,1b,308-321,
KF422003,1,1b,308-321,
KF422004,1,1b,308-321,
KF422005,1,1b,308-321,
KF422006,1,1b,308-321,
KF422007,1,1b,308-321,
KF422008,1,1b,308-321,
KF422009,1,1b,308-321,
KF422010,1,1b,308-321,
KF422011,1,1b,308-321,
KF422012,1,1b,308-321,
KF422013,1,1b,308-321,
KF422014,1,1b,308-321,
KF422015,1,1b,308-321,
KF422016,1,1b,308-321,
KF422017,1,1b,308-321,
KF422018,1,1b,308-321,
KF422019,1,1b,308-321,
KF422020,1,1b,308-321,
KF422021,1,1b,308-321,
KF422022,1,1b,308-321,
KF422023,1,1b,308-321,
KF422024,1,1b,308-321,
KF422025,1,1b,308-321,
KF422026,1,1b,308-321,
KF422027,1,1b,308-321,
KF422028,1,1b,308-321,
KF422029,1,1b,308-321,
KF422030,1,1b,308-321,
KF422031,1,1b,308-321,
KF422032,1,1b,308-321,
KF422033,1,1b,308-321,
KF422034,1,1b,308-321,
KF422035,1,1b,308-321,
KF422036,1,1b,308-321,
KF422037,1,1b,308-321,
KF422038,1,1b,308-321,
KF422039,1,1b,308-321,
KF422040,1,1b,308-321,
KF422041,1,1b,308-321,
KF422042,1,1b,308-321,
KF422043,1,1b,308-321,
KF422044,1,1b,308-321,
KF422045,1,1b,308-321,
KF422046,1,1b,308-321,
KF422047,1,1b,308-321,
KF422048,1,1b,308-321,
KF422049,1,1b,308-321,
KF422050,1,1b,308-321,
KF422051,1,1b,308-321,
KF422052,1,1b,308-321,
KF422053,1,1b,308-321,
KF422054,1,1b,308-321,
KF422055,1,1b,308-321,
KF422056,1,1b,308-321,
KF422057,1,1b,308-321,
KF422058,1,1b,308-321,
KF422059,1,1b,308-321,
KF422060,1,1b,308-321,
KF422061,1,1b,308-321,
KF422062,1,1b,308-321,
KF422063,1,1b,308-321,
KF422064,1,1b,308-321,
KF422065,1,1b,308-321,
KF422066,1,1b,308-321,
KF422067,1,1b,308-321,
KF422068,1,1b,308-321,
KF422069,1,1b,308-321,
KF422070,1,1b,308-321,
KF422071,1,1b,308-321,
KF422072,1,1b,308-321,
KF422073,1,1b,308-321,
KF422074,1,1b,308-321,
KF422075,1,1b,308-321,
KF422076,1,1b,308-321,
KF422077,1,1b,308-321,
KF422078,1,1b,308-321,
KF422079,1,1b,308-321,
KF422080,1,1b,308-321,
KF422081,1,1b,308-321,
KF422082,1,1b,308-321,
KF422083,1,1b,308-321,
KF422084,1,1b,308-321,
KF422085,1,1b,308-321,
KF422086,1,1b,308-321,
KF422087,1,1b,308-321,
KF422088,1,1b,308-321,
KF422089,1,1b,308-321,
KF422090,1,1b,308-321,
KF422091,1,1b,308-321,
KF422092,1,1b,308-321,
KF422093,1,1b,308-321,
KF422094,1,1b,308-321,
KF422095,1,1b,308-321,
KF422096,1,1b,308-321,
KF422097,1,1b,308-321,
KF422098,1,1b,308-321,
KF422099,1,1b,308-321,
KF422100,1,1b,308-321,
KF422101,1,1b,308-321,
KF422102,1,1b,308-321,
KF422103,1,1b,308-321,
KF422104,1,1b,308-321,
KF422105,1,1b,308-321,
KF422106,1,1b,308-321,
KF422107,1,1b,308-321,
KF422108,1,1b,308-321,
KF422109,1,1b,308-321,
KF422110,1,1b,308-321,
KF422111,1,1b,308-321,
KF422112,1,1b,308-321,
KF422113,1,1b,308-321,
KF422114,1,1b,308-321,
KF430633,,,,
KF437683,3,3a,241-321,
KF437684,3,3a,241-321,
KF437685,1,1a,236-321,
KF437686,1,1a,236-321,
KF437687,1,1a,236-321,
KF437688,1,1a,236-321,
KF437689,1,1a,236-321,
KF437690,1,1a,236-321,
KF437691,1,1a,236-321,
KF437692,1,1a,236-321,
KF437693,1,1a,236-321,
KF437694,1,1a,236-321,
KF437695,1,1a,236-321,
KF437696,1,1b,236-321,
KF437697,1,1b,236-321,
KF437698,1,1b,236-321,
KF437699,1,1b,236-321,
KF437700,1,1b,236-321,
KF437701,1,1b,236-321,
KF437702,1,1b,236-321,
KF437703,1,1b,236-321,
KF437704,1,1b,236-321,
KF437705,1,1b,236-321,
KF437706,1,1b,236-321,
KF437707,1,1c,233-321,
KF437708,3,3d,236-321,
KF437709,3,3d,236-321,
KF437710,3,3d,236-321,
KF437711,3,3d,236-321,
KF437712,3,3d,236-321,
KF437713,3,3d,236-321,
KF437714,3,3d,236-321,
KF437715,2,2a,247-321,
KF437716,2,2a,247-321,
KF437717,2,2a,247-321,
KF437718,3,3g,265-321,
KF437719,3,3g,265-321,
KF460468,,,,
KF460469,,,,
KF460470,,,,
KF460471,,,,
KF460472,,,,
KF460473,,,,
KF460474,,,,
KF460475,,,,
KF460476,,,,
KF460477,,,,
KF460478,,,,
KF460479,,,,
KF460480,,,,
KF460481,,,,
KF460482,,,,
KF460483,,,,
KF460484,,,,
KF460485,,,,
KF460486,,,,
KF460487,,,,
KF460488,,,,
KF460489,,,,
KF460490,,,,
KF460491,,,,
KF460492,,,,
KF460493,,,,
KF460494,,,,
KF460495,,,,
KF463156,4,4d,238-321,
KF463157,4,4d,238-321,
KF463158,4,4d,238-321,
KF463159,4,4d,238-321,
KF463160,4,4d,238-321,
KF463161,4,4d,238-321,
KF463162,4,4d,238-321,
KF463163,4,4d,238-321,
KF463164,4,4d,238-321,
KF463165,4,4d,238-321,
KF463166,4,4d,238-321,
KF463167,4,4d,238-321,
KF463168,4,4d,238-321,
KF463169,4,4d,238-321,
KF463170,4,4d,238-321,
KF463171,4,4d,238-321,
KF463172,4,4d,238-321,
KF463173,4,4d,238-321,
KF463174,4,4d,238-321,
KF463175,4,4d,238-321,
KF463176,4,4d,238-321,
KF463177,4,4d,238-321,
KF463178,4,4d,238-321,
KF463179,4,4d,238-321,
KF463180,4,4d,238-321,
KF463181,4,4d,238-321,
KF463182,4,4d,238-321,
KF463183,4,4d,238-321,
KF463184,4,4d,238-321,
KF463185,4,4d,238-321,
KF463186,4,4d,238-321,
KF463187,4,4d,239-321,
KF489390,,,,
KF489391,,,,
KF489392,,,,
KF489393,,,,
KF489394,,,,
KF489395,,,,
KF489396,,,,
KF489397,,,,
KF489398,,,,
KF489399,,,,
KF489400,,,,
KF489401,,,,
KF489402,,,,
KF489403,,,,
KF489404,,,,
KF489405,,,,
KF489406,,,,
KF489407,,,,
KF489408,,,,
KF489409,,,,
KF489410,,,,
KF489411,,,,
KF489412,,,,
KF489413,,,,
KF489414,,,,
KF489415,,,,
KF489416,,,,
KF489417,,,,
KF511657,3,3a,226-318,
KF516019,,,,
KF516020,,,,
KF516021,,,,
KF516022,,,,
KF516023,,,,
KF516024,,,,
KF516025,,,,
KF516026,,,,
KF516027,,,,
KF516028,,,,
KF516029,,,,
KF516030,,,,
KF516031,,,,
KF516032,,,,
KF516033,,,,
KF516034,,,,
KF516035,,,,
KF516036,,,,
KF516037,,,,
KF516038,,,,
KF516039,,,,
KF516040,,,,
KF516041,,,,
KF516042,,,,
KF516043,,,,
KF516044,,,,
KF516045,,,,
KF516046,,,,
KF516047,,,,
KF516048,,,,
KF516049,,,,
KF516050,,,,
KF516051,,,,
KF516052,,,,
KF516053,,,,
KF516054,,,,
KF516055,,,,
KF516056,,,,
KF516057,,,,
KF516058,,,,
KF516059,,,,
KF516060,,,,
KF516061,,,,
KF516062,,,,
KF516063,,,,
KF516064,,,,
KF516065,,,,
KF516066,,,,
KF516067,,,,
KF516068,,,,
KF516069,,,,
KF516070,,,,
KF516071,,,,
KF516072,,,,
KF516073,,,,
KF516074,,,,
KF516075,,,,
KF523955,1,1b,224-321,
KF523956,1,1a,224-321,
KF523957,1,1b,224-321,
KF523958,3,3a,224-321,
KF523959,1,1a,224-321,
KF523960,1,1a,224-321,
KF523961,1,1a,224-321,
KF523962,1,1b,224-321,
KF523963,1,1b,224-321,
KF523964,1,1b,224-321,
KF523965,1,1b,224-321,
KF523966,1,1b,224-321,
KF523967,1,1b,224-321,
KF523968,1,1b,224-321,
KF523969,1,1b,224-321,
KF523970,1,1b,227-321,
KF523971,3,3a,224-321,
KF523972,2,2b,224-321,
KF523973,1,1b,224-321,
KF523974,1,1b,236-321,
KF523975,1,1b,236-321,
KF523976,3,3a,235-321,
KF523977,1,1a,234-321,
KF523978,1,1a,235-321,
KF523979,1,1b,224-321,
KF523980,1,1b,224-321,
KF523981,1,1b,224-321,
KF523982,1,1b,224-321,
KF523983,1,1a,224-321,
KF523984,1,1b,224-321,
KF523985,1,1b,224-321,
KF523986,1,1a,224-321,
KF523987,3,3a,224-321,
KF523988,1,1b,224-321,
KF523989,1,1b,224-321,
KF523990,1,1a,224-321,
KF523991,1,1b,224-321,
KF523992,1,1b,224-321,
KF523993,1,1a,224-321,
KF523994,1,1b,224-321,
KF523995,1,1b,224-321,
KF523996,1,1b,224-321,
KF523997,1,1b,224-321,
KF523998,1,1b,228-321,
KF523999,3,3a,224-321,
KF524000,1,1a,224-321,
KF524001,1,1a,224-321,
KF524002,2,2b,224-321,
KF524003,1,1b,223-321,
KF524004,1,1a,223-321,
KF524005,1,1b,223-321,
KF524006,1,1a,223-321,
KF524007,1,1a,223-321,
KF524008,1,1b,223-321,
KF524009,1,1b,223-321,
KF524010,1,1a,223-321,
KF524011,1,1a,223-321,
KF524012,1,1b,223-321,
KF524013,1,1a,223-321,
KF524014,1,1a,223-321,
KF524015,1,1a,223-321,
KF524016,1,1a,223-321,
KF524017,1,1b,223-321,
KF524018,1,1a,223-321,
KF524019,1,1b,223-321,
KF524020,3,3a,223-321,
KF524021,1,1b,223-321,
KF524022,1,1b,223-321,
KF524023,1,1b,223-321,
KF524024,2,2b,223-321,
KF524025,3,3a,223-321,
KF524026,1,1a,223-321,
KF524027,3,3a,223-321,
KF524028,1,1b,223-321,
KF524029,1,1a,223-321,
KF524030,1,1a,223-321,
KF524031,4,4a,223-321,
KF524032,3,3a,223-321,
KF524033,3,3a,223-321,
KF524034,1,1a,223-321,
KF524035,1,1a,223-321,
KF524036,3,3a,223-321,
KF524037,1,1b,223-321,
KF524038,1,1a,223-321,
KF524039,1,1a,223-321,
KF524040,3,3a,224-321,
KF524041,1,1b,223-321,
KF524042,1,1a,223-321,
KF524043,1,1a,223-321,
KF524044,1,1b,223-321,
KF524045,1,1b,223-321,
KF524046,1,1a,223-321,
KF524047,1,1a,223-321,
KF524048,1,1b,223-321,
KF524049,3,3a,223-321,
KF524050,3,3a,223-321,
KF524051,1,1a,223-321,
KF524052,1,1b,223-321,
KF524053,1,1a,223-321,
KF524054,1,1a,223-321,
KF524055,3,3a,223-321,
KF524056,1,1a,223-321,
KF524057,1,1a,223-321,
KF524058,1,1a,223-321,
KF524059,1,1b,223-321,
KF524060,3,3a,223-321,
KF524061,3,3a,223-321,
KF524062,1,1a,223-321,
KF524063,3,3a,223-321,
KF524064,1,1a,223-321,
KF524065,1,1b,223-321,
KF524066,1,1a,223-321,
KF524067,2,2b,223-321,
KF524068,1,1a,223-321,
KF524069,1,1b,223-321,
KF524070,1,1b,223-321,
KF524071,3,3a,223-321,
KF524072,1,1b,224-321,
KF524073,1,1a,224-321,
KF524074,3,3a,223-321,
KF524075,1,1b,224-321,
KF524076,1,1b,224-321,
KF524077,3,3a,224-321,
KF524078,1,1b,224-321,
KF524079,3,3a,224-321,
KF524080,1,1b,223-321,
KF524081,3,3a,224-321,
KF524082,5,5a,224-321,
KF524083,1,1a,223-321,
KF524084,1,1b,228-321,
KF524085,1,1b,225-321,
KF524086,1,1b,224-321,
KF524087,1,1b,223-321,
KF524088,1,1b,223-321,
KF524089,1,1b,223-321,
KF524090,3,3a,223-321,
KF524091,1,1a,223-321,
KF524092,1,1a,223-321,
KF524093,1,1b,223-321,
KF524094,3,3a,223-321,
KF524095,1,1b,223-321,
KF524096,1,1a,223-321,
KF524097,1,1b,223-321,
KF524098,1,1b,223-321,
KF524099,1,1a,223-321,
KF524100,1,1a,223-321,
KF524101,1,1a,223-321,
KF524102,3,3a,223-321,
KF524103,1,1a,226-321,
KF524104,1,1b,224-321,
KF524105,2,2c,226-321,
KF524106,1,1b,223-321,
KF524107,1,1b,223-321,
KF524108,1,1b,223-321,
KF524109,1,1a,223-321,
KF524110,3,3a,223-321,
KF524111,1,1b,223-321,
KF524112,1,1b,223-321,
KF524113,1,1a,223-321,
KF524114,1,1b,223-321,
KF524115,3,3a,223-321,
KF524116,3,3a,223-321,
KF524117,1,1b,224-321,
KF524118,1,1a,223-321,
KF524119,1,1b,225-321,
KF524120,1,1b,223-321,
KF524121,2,2b,223-321,
KF524122,3,3a,223-321,
KF524123,1,1b,223-321,
KF524124,1,1b,223-321,
KF524125,3,3a,223-321,
KF524126,1,1b,223-321,
KF524127,1,1a,223-321,
KF524128,1,1b,223-321,
KF524129,1,1b,223-321,
KF524130,3,3a,223-321,
KF524131,1,1a,224-321,
KF524132,1,1a,223-321,
KF524133,,,,
KF524134,,,,
KF524135,,,,
KF524136,,,,
KF524137,,,,
KF524138,,,,
KF524139,,,,
KF524140,,,,
KF524141,,,,
KF524142,,,,
KF524143,,,,
KF524144,,,,
KF524145,,,,
KF524146,,,,
KF524147,,,,
KF524148,,,,
KF524149,,,,
KF524150,,,,
KF524151,,,,
KF524152,,,,
KF524153,,,,
KF524154,,,,
KF524155,,,,
KF524156,,,,
KF524157,,,,
KF524158,,,,
KF524159,,,,
KF524160,,,,
KF524161,,,,
KF524162,,,,
KF524163,,,,
KF524164,,,,
KF524165,,,,
KF524166,,,,
KF524167,,,,
KF524168,,,,
KF524169,,,,
KF524170,,,,
KF524171,,,,
KF524172,,,,
KF524173,,,,
KF524174,,,,
KF524175,,,,
KF524176,,,,
KF524177,,,,
KF524178,,,,
KF524179,,,,
KF524180,,,,
KF524181,,,,
KF524182,,,,
KF524183,,,,
KF524184,,,,
KF524185,,,,
KF524186,,,,
KF524187,,,,
KF524188,,,,
KF524189,,,,
KF524190,,,,
KF524191,,,,
KF524192,,,,
KF524193,,,,
KF524194,,,,
KF524195,,,,
KF524196,,,,
KF524197,,,,
KF524198,,,,
KF524199,,,,
KF524200,,,,
KF524201,,,,
KF524202,,,,
KF524203,,,,
KF524204,,,,
KF524205,,,,
KF524206,,,,
KF524207,,,,
KF524208,,,,
KF524209,,,,
KF524210,,,,
KF524211,,,,
KF524212,,,,
KF524213,,,,
KF524214,,,,
KF524215,,,,
KF524216,,,,
KF524217,,,,
KF524218,,,,
KF524219,,,,
KF524220,,,,
KF524221,,,,
KF524222,,,,
KF524223,,,,
KF524224,,,,
KF524225,,,,
KF524226,,,,
KF524227,,,,
KF524228,,,,
KF524229,,,,
KF524230,,,,
KF524231,,,,
KF524232,,,,
KF524233,,,,
KF524234,,,,
KF524235,,,,
KF524236,,,,
KF524237,,,,
KF524238,,,,
KF524239,,,,
KF524240,,,,
KF524241,,,,
KF524242,,,,
KF524243,,,,
KF524244,,,,
KF524245,,,,
KF524246,,,,
KF524247,,,,
KF524248,,,,
KF524249,,,,
KF524250,,,,
KF524251,,,,
KF524252,,,,
KF524253,,,,
KF524254,,,,
KF524255,,,,
KF524256,,,,
KF524257,,,,
KF585503,3,3a,223-321,
KF585504,1,1b,223-321,
KF585505,1,1b,223-321,
KF585506,2,2a,223-321,
KF585507,1,1b,223-321,
KF585508,1,1b,223-321,
KF585509,1,1b,223-321,
KF585510,1,1b,223-321,
KF585511,1,1b,223-321,
KF585512,2,2a,223-321,
KF585513,2,2a,223-321,
KF585514,2,2a,223-321,
KF585515,1,1b,223-321,
KF585516,2,2a,223-321,
KF585517,1,1b,223-321,
KF585518,2,2a,223-321,
KF585519,1,1b,223-321,
KF585520,2,2a,223-321,
KF585521,2,2a,223-321,
KF585522,1,1b,223-321,
KF585523,2,2a,223-321,
KF585524,1,1b,223-321,
KF585525,1,1b,223-321,
KF585526,1,1b,223-321,
KF585527,2,2a,223-321,
KF585528,3,3a,223-321,
KF585529,1,1b,223-321,
KF585530,2,2a,223-321,
KF585531,6,6a,223-321,
KF585532,1,1b,223-321,
KF585533,2,2a,223-321,
KF585534,6,6a,223-321,
KF585535,1,1b,223-321,
KF585536,1,1b,223-321,
KF585537,1,1b,223-321,
KF585538,3,3b,223-321,
KF585539,1,1b,223-321,
KF585540,1,1b,223-321,
KF585541,3,3a,223-321,
KF585542,6,6n,223-321,
KF585543,6,6a,223-321,
KF585544,1,1b,223-321,
KF585545,1,1b,223-321,
KF585546,3,3b,223-321,
KF585547,1,1b,223-321,
KF585548,2,2a,223-321,
KF585549,6,6a,223-321,
KF585550,1,1b,223-321,
KF585551,1,1b,223-321,
KF585552,6,6a,223-321,
KF585553,6,6a,223-321,
KF585554,3,3a,223-321,
KF585555,3,3a,223-321,
KF585556,6,6a,223-321,
KF585557,1,1b,223-321,
KF585558,6,6a,223-321,
KF585559,1,1a,223-321,
KF585560,1,1b,223-321,
KF585561,6,6a,223-321,
KF585562,3,3b,223-321,
KF585563,1,1a,223-321,
KF585564,1,1b,223-321,
KF585565,6,6a,223-321,
KF585566,1,1b,223-321,
KF585567,6,6a,223-321,
KF585568,6,6a,223-321,
KF585569,6,6a,223-321,
KF585570,6,6a,223-321,
KF585571,6,6a,223-321,
KF585572,3,3a,223-321,
KF585573,1,1b,223-321,
KF585574,6,6a,223-321,
KF585575,3,3a,223-321,
KF585576,6,6a,223-321,
KF585577,2,2a,223-321,
KF585578,3,3a,223-321,
KF585579,1,1b,223-321,
KF585580,6,6a,223-321,
KF585581,6,6a,223-321,
KF585582,1,1b,223-321,
KF585583,1,1b,223-321,
KF585584,1,1b,223-321,
KF585585,3,3a,223-321,
KF585586,6,6n,223-321,
KF585587,1,1b,223-321,
KF585588,1,1b,223-321,
KF585589,3,3b,223-321,
KF585590,6,6a,223-321,
KF585591,6,6a,223-321,
KF585592,2,2a,223-321,
KF585593,1,1b,223-321,
KF585594,6,6a,223-321,
KF585595,6,6a,223-321,
KF585596,1,1b,223-321,
KF585597,1,1b,223-321,
KF585598,1,1b,223-321,
KF585599,2,2a,223-321,
KF585600,6,6a,223-321,
KF585601,6,6a,223-321,
KF585602,1,1b,223-321,
KF585603,1,1b,223-321,
KF585604,1,1b,223-321,
KF585605,1,1b,223-321,
KF585606,1,1b,223-321,
KF585607,1,1b,223-321,
KF585608,6,6a,223-321,
KF585609,1,1b,223-321,
KF585610,6,6a,223-321,
KF585611,6,6a,223-321,
KF585612,6,6a,223-321,
KF585613,6,6a,223-321,
KF585614,1,1b,223-321,
KF585615,1,1b,223-321,
KF585616,1,1b,223-321,
KF585617,6,6a,223-321,
KF585618,6,6a,223-321,
KF585619,6,6a,223-321,
KF585620,1,1b,223-321,
KF585621,6,6a,223-321,
KF585622,3,3b,223-321,
KF585623,6,6a,223-321,
KF585624,3,3a,223-321,
KF585625,6,6a,223-321,
KF585626,6,6a,223-321,
KF585627,1,1b,223-321,
KF585628,6,6a,223-321,
KF585629,1,1b,223-321,
KF585630,3,3b,223-321,
KF585631,6,6a,223-321,
KF585632,1,1b,223-321,
KF585633,6,6a,223-321,
KF585634,1,1b,223-321,
KF585635,1,1b,223-321,
KF585636,2,2a,223-321,
KF585637,1,1b,223-321,
KF585638,1,1b,223-321,
KF585639,2,2a,223-321,
KF585640,1,1b,223-321,
KF585641,1,1b,223-321,
KF585642,1,1b,223-321,
KF585643,1,1b,223-321,
KF585644,1,1b,223-321,
KF585645,2,2a,223-321,
KF585646,6,6a,223-321,
KF585647,6,6a,223-321,
KF585648,1,1b,223-321,
KF585649,1,1b,223-321,
KF585650,1,1b,223-321,
KF585651,6,6a,223-321,
KF585652,6,6a,223-321,
KF585653,2,2a,223-321,
KF585654,1,1b,223-321,
KF585655,3,3b,223-321,
KF585656,1,1b,223-321,
KF585657,2,2a,223-321,
KF585658,3,3b,223-321,
KF585659,6,6a,223-321,
KF585660,6,6a,223-321,
KF585661,1,1b,223-321,
KF585662,1,1b,223-321,
KF585663,1,1b,223-321,
KF585664,6,6a,223-321,
KF585665,2,2a,223-321,
KF585666,1,1b,223-321,
KF585667,1,1b,223-321,
KF585668,3,3b,223-321,
KF585669,6,6v,223-321,
KF585670,6,6a,223-321,
KF585671,2,2a,223-321,
KF585672,1,1g,223-321,
KF585673,3,3b,223-321,
KF585674,1,1m,223-321,
KF585675,3,3b,223-321,
KF585676,3,3a,223-321,
KF585677,3,3b,223-321,
KF585678,2,2a,223-321,
KF585679,3,3a,223-321,
KF585680,1,1b,223-321,
KF585681,6,6n,223-321,
KF585682,6,6a,223-321,
KF585683,2,2a,223-321,
KF585684,2,2a,223-321,
KF585685,1,1b,223-321,
KF585686,3,3a,223-321,
KF585687,3,3b,223-321,
KF585688,6,6n,223-321,
KF585689,3,3b,223-321,
KF585690,3,3b,223-321,
KF585691,3,3a,223-321,
KF585692,2,2a,223-321,
KF585693,2,2a,223-321,
KF585694,3,3b,223-321,
KF585695,3,3b,223-321,
KF585696,3,3a,223-321,
KF585697,3,3b,223-321,
KF585698,3,3b,223-321,
KF585699,1,1b,223-321,
KF585700,3,3b,223-321,
KF585701,3,3b,223-321,
KF585702,3,3b,223-321,
KF585703,3,3b,223-321,
KF585704,3,3b,223-321,
KF585705,6,6a,223-321,
KF585706,1,1b,223-321,
KF585707,3,3a,223-321,
KF585708,3,3a,223-321,
KF585709,3,3a,223-321,
KF585710,6,6a,223-321,
KF585711,3,3a,223-321,
KF585712,6,6n,223-321,
KF585713,3,3b,223-321,
KF585714,3,3b,223-321,
KF585715,2,2a,223-321,
KF585716,3,3b,223-321,
KF585717,3,3b,223-321,
KF585718,3,3b,223-321,
KF585719,1,1a,223-321,
KF585720,3,3b,223-321,
KF585721,3,3b,223-321,
