Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredNS3RASPositions
KT232656,1,90.544,1a,91.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232657,1,78.911,1b,89.460,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232658,1,79.525,1b,90.169,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232659,1,77.860,1b,88.319,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232660,1,90.386,1a,90.967,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232661,1,91.706,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232662,1,78.077,1b,88.795,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232663,1,91.548,1a,92.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232664,1,92.974,1a,93.080,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232665,1,79.894,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232666,1,91.918,1a,92.604,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232667,1,91.231,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232668,1,90.602,1a,90.813,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232669,1,90.386,1a,90.755,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232670,1,79.609,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232671,1,91.495,1a,91.865,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232672,1,80.116,1b,90.280,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232673,1,79.072,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232674,1,79.008,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232675,1,79.589,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232676,1,92.446,1a,93.080,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232677,1,89.593,1a,90.491,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232678,1,78.722,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232679,1,94.189,1a,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232680,1,78.861,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232681,1,89.857,1a,90.386,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232682,1,79.303,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232683,1,79.061,1b,88.319,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232684,1,91.231,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232685,1,91.706,1a,92.393,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232686,1,91.231,1a,91.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232687,1,91.072,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232688,1,91.389,1a,91.918,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232689,1,92.340,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232690,1,90.174,1a,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232691,1,95.087,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232692,1,78.553,1b,88.689,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232693,1,80.285,1b,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232694,1,79.842,1b,89.693,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232695,1,91.125,1a,91.548,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232696,1,90.808,1a,90.967,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232697,1,91.231,1a,91.653,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232698,1,90.755,1a,91.495,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232699,1,90.491,1a,90.438,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232700,1,79.547,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232701,1,90.227,1a,90.597,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232702,1,78.745,1b,89.435,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232703,1,79.842,1b,89.693,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232704,1,79.536,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232705,1,79.863,1b,90.803,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232706,1,90.861,1a,91.337,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232707,1,94.348,1a,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232708,1,93.555,1a,93.978,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232709,1,91.389,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232710,1,80.158,1b,90.180,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232711,1,78.165,1b,89.118,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232712,1,79.589,1b,90.227,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232713,1,90.227,1a,90.650,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232714,1,80.032,1b,91.015,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232715,1,78.692,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232716,1,80.116,1b,91.121,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232717,1,93.450,1a,93.872,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232718,1,94.031,1a,94.665,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232719,1,92.552,1a,92.974,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232720,1,90.122,1a,90.597,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232721,1,79.303,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232722,1,92.763,1a,92.974,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232723,1,92.763,1a,93.291,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232724,1,93.238,1a,93.502,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232725,1,89.435,1a,89.910,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232726,1,94.242,1a,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232727,1,94.295,1a,94.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232728,1,78.892,1b,90.116,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232729,1,79.461,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232730,1,90.597,1a,91.495,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232731,1,79.314,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232732,1,91.337,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232733,1,91.495,1a,91.653,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232734,1,88.801,1a,89.382,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232735,1,91.653,1a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232736,1,93.185,1a,93.502,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232737,1,90.122,1a,90.914,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232738,1,78.986,1b,89.693,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232739,1,91.812,1a,92.340,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232740,1,91.125,1a,91.389,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232741,1,90.069,1a,90.650,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232742,1,78.775,1b,89.059,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232743,1,78.259,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232744,1,91.389,1a,91.653,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232745,1,90.698,1a,91.121,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232746,1,93.502,1a,93.502,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232747,1,79.314,1b,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232748,1,79.250,1b,90.063,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232749,1,79.884,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232750,1,79.070,1b,88.695,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232751,1,95.246,1a,95.140,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232752,1,94.031,1a,93.661,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232753,1,93.235,1a,93.288,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232754,1,79.989,1b,91.020,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232755,1,78.470,1b,88.636,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232756,1,78.753,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232757,1,93.978,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232758,1,90.755,1a,90.967,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232759,1,80.401,1b,91.226,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232760,1,78.703,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232761,1,79.483,1b,91.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232762,1,91.548,1a,91.865,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232763,1,80.463,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232764,1,91.759,1a,92.076,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232765,1,94.031,1a,93.978,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232766,1,79.178,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232767,1,93.344,1a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232768,1,79.494,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232769,1,78.805,1b,89.593,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232770,1,90.333,1a,91.125,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232771,1,90.650,1a,91.125,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232772,1,92.446,1a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232773,1,90.914,1a,91.442,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232774,1,90.438,1a,91.125,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232775,1,79.916,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232776,1,78.440,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232777,1,90.914,1a,91.389,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232778,1,91.653,1a,92.129,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232779,1,79.493,1b,90.751,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232780,1,78.945,1b,88.953,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232781,1,93.978,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232782,1,78.639,1b,88.901,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232783,1,79.494,1b,90.116,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232784,1,78.858,1b,89.910,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232785,1,93.502,1a,93.661,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232786,1,90.751,1a,91.173,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232787,1,90.808,1a,90.808,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232788,1,91.284,1a,91.389,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232789,1,78.945,1b,89.112,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232790,1,90.597,1a,91.231,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232791,1,93.872,1a,94.295,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232792,1,90.755,1a,91.442,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232793,1,78.692,1b,90.967,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232794,1,79.378,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232795,1,79.167,1b,89.746,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232796,1,78.066,1b,89.857,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232797,1,78.809,1b,88.901,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232798,1,79.261,1b,88.906,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232799,1,78.817,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232800,1,79.758,1b,89.905,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232801,1,79.905,1b,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232802,1,78.850,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232803,1,94.876,1a,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232804,1,79.514,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232805,1,78.967,1b,88.055,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232806,1,90.650,1a,91.020,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232807,1,94.453,1a,94.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232808,1,78.564,1b,89.223,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232809,1,79.283,1b,89.693,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232810,1,92.340,1a,92.763,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232811,1,79.483,1b,88.266,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232812,1,80.000,1b,90.592,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232813,1,79.652,1b,91.702,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232814,1,78.722,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232815,1,78.492,1b,88.742,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232816,1,93.502,1a,93.872,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232817,1,95.298,1a,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232818,1,92.763,1a,92.868,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232819,1,90.967,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232820,1,78.692,1b,89.540,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232821,1,91.020,1a,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232822,1,79.483,1b,89.746,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232823,1,89.963,1a,90.280,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232824,1,93.080,1a,93.238,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232825,1,78.534,1b,89.646,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232826,1,94.717,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232827,1,78.892,1b,92.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232828,1,78.903,1b,89.799,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232829,1,78.775,1b,91.385,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232830,1,79.863,1b,90.169,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232831,1,79.167,1b,89.429,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232832,1,79.620,1b,90.069,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232833,1,93.397,1a,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232834,1,78.036,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232835,1,90.703,1a,91.072,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232836,1,77.743,1b,88.266,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232837,1,91.173,1a,90.856,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232838,1,93.238,1a,94.189,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232839,1,79.094,1b,89.112,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232840,1,79.050,1b,91.015,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232841,1,79.483,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232842,1,78.492,1b,88.953,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232843,1,77.614,1b,88.953,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232844,1,79.831,1b,89.446,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232845,1,79.894,1b,90.539,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232846,1,79.208,1b,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232847,1,91.759,1a,91.865,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232848,1,90.069,1a,90.755,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232849,1,79.621,1b,89.535,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232850,1,79.694,1b,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232851,1,79.039,1b,89.059,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232852,1,79.389,1b,90.016,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232853,1,92.710,1a,93.555,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232854,1,95.615,1a,95.298,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232855,1,79.114,1b,89.699,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232856,1,79.452,1b,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232857,1,79.420,1b,89.958,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232858,1,77.402,1b,88.689,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232859,1,90.808,1a,91.337,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232860,1,89.065,1a,89.805,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232861,1,79.789,1b,90.645,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232862,1,80.601,1b,90.486,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232863,1,95.668,1a,95.351,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232864,1,78.639,1b,88.602,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232865,1,78.756,1b,88.848,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232866,1,78.006,1b,89.276,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232867,1,89.857,1a,90.755,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232868,1,78.323,1b,88.636,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232869,1,90.069,1a,90.438,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232870,1,92.499,1a,92.657,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232871,1,79.894,1b,91.173,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232872,1,78.089,1b,88.748,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232873,1,93.608,1a,94.400,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232874,1,78.809,1b,89.323,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232875,1,90.914,1a,92.023,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232876,1,79.103,1b,89.493,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232877,1,90.280,1a,90.808,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232878,1,79.367,1b,90.803,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232879,1,92.340,1a,93.027,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232880,1,78.481,1b,88.636,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232881,1,92.816,1a,93.238,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232882,1,91.125,1a,91.389,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232883,1,79.208,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232884,1,77.602,1b,88.901,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232885,1,80.180,1b,91.596,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232886,1,78.975,1b,89.171,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232887,1,79.567,1b,91.231,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232888,1,80.285,1b,90.328,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232889,1,91.442,1a,91.759,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232890,1,79.314,1b,90.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232891,1,80.148,1b,90.544,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232892,1,79.451,1b,91.015,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232893,1,79.451,1b,89.646,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232894,1,79.451,1b,89.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232895,1,92.023,1a,92.182,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232896,1,79.367,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
KT232897,1,79.514,1b,91.178,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
