Accession,PerGeneGenotype,PerGeneSubtype,PerGeneClosestSubtypeAlignedNT,FullSeqGenotype,FullSeqSubtype,FullSeqClosestSubtypeAlignedNT,CometPerGeneGenotype,CometPerGeneSubtype,CometFullSeqGenotype,CometFullSeqSubtype,GenBankGenotype,GenBankSubtype
KT234609,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234610,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234611,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234612,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234614,1,1b,1894,1,1b,2056,1,1b,1,1b,1,1b
KT234615,1,1b,1890,1,1b,2054,1,1b,1,1b,1,1b
KT234617,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234618,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234621,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234623,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234624,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234625,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234627,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234628,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234631,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234632,1,1a,1894,1,1a,2056,1,1a,1,1a,1,1a
KT234633,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234634,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234636,1,1b,1893,1,1b,2056,1,1b,1,1b,1,1b
KT234637,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234639,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234641,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234642,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234643,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234646,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234647,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234650,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234652,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234655,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234657,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT234660,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234662,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234663,1,1b,1886,1,1b,2055,1,1b,1,1b,1,1b
KT234669,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234672,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234674,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234675,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234676,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234677,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234679,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234681,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234684,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234687,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234688,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234690,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234694,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234696,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234697,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234699,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234702,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234704,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234707,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234709,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234710,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234712,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234714,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234715,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234718,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234719,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234723,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234725,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234726,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234728,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234729,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234731,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234732,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234735,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234736,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234737,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234738,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234739,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234741,1,1a,1895,1,1a,2057,1,1a,1,1a,1,1a
KT234743,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234745,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234747,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234748,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234750,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234752,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234753,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234756,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234757,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234759,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234760,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234761,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234763,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234767,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234769,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234773,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234774,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234775,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234779,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234784,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234785,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234787,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234788,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234795,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234796,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234798,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234800,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234803,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234804,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234805,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234806,1,1b,1895,1,1b,2057,1,1b,1,1b,1,1b
KT234807,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234808,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234809,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234810,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234812,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234813,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234814,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234816,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234820,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234822,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234823,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234824,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234825,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234829,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234830,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234831,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234832,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234834,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234835,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234838,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234839,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234840,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234842,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234843,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234844,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234845,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234847,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234848,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234850,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234852,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234853,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234854,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234855,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234856,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234858,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234859,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234860,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234862,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234864,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234865,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234866,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234867,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234868,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234869,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234871,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234872,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234876,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234878,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234881,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234882,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234883,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234885,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234888,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234889,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234890,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234897,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234898,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234900,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234901,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234903,1,1b,1894,1,1b,2055,1,1b,1,1b,1,1b
KT234904,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234905,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234908,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234909,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234910,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234911,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234912,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234913,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234916,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234918,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234920,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234921,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234923,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234925,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234926,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234928,1,1b,1893,1,1b,2056,1,1b,1,1b,1,1b
KT234936,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234941,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234942,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234943,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234946,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234949,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234950,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234952,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234953,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234954,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234955,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234956,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234957,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234963,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234964,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234965,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234966,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234967,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234968,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234969,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234970,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234973,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234974,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234977,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234979,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234981,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234987,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234989,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234990,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234993,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234994,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234997,1,1b,1893,1,1b,2056,1,1b,1,1b,1,1b
KT234998,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235002,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235003,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235004,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235006,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235009,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT235010,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235012,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235013,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235015,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235016,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235017,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235018,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235019,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235020,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235021,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235022,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235024,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235025,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235026,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235027,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235028,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235029,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235030,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235031,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235033,1,1b,1894,1,1b,2054,1,1b,1,1b,1,1b
KT235035,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235036,1,1b,1892,1,1b,2056,1,1b,1,1b,1,1b
KT235038,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235041,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235042,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235049,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235050,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT235051,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235052,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235054,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235055,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235056,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235057,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT235059,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235060,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235064,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235065,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235067,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235068,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235069,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235070,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235074,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235075,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235076,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235077,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235078,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235079,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235080,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235081,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235082,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235083,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235084,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235085,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235087,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT235090,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235092,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235094,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT235095,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235096,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235097,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT235099,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235100,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT235102,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235105,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235107,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235108,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235112,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235113,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235114,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235115,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235116,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT235117,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235120,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235121,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235122,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235124,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235125,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235126,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT235128,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT235129,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235132,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235137,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235139,1,1a,1892,1,1a,2054,1,1a,1,1a,1,1a
KT235142,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235143,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT235144,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235145,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT235147,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235150,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235153,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235154,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235155,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235156,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT235157,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT235159,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235161,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235163,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235164,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235168,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235170,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235173,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235176,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235178,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235179,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235180,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235181,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235183,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235184,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235187,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235189,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235191,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT235193,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235194,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235195,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235196,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235197,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235199,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235201,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT235203,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235204,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235205,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235206,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235207,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235208,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235210,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235213,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235214,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235217,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235219,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235221,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235222,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235223,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235225,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235230,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235232,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235233,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235235,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235236,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235237,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235241,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT235242,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235243,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235244,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235246,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235247,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235250,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT235254,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235255,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235256,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235259,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235260,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235262,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235263,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235264,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235265,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235270,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235275,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235276,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235278,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235279,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235282,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT235283,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235284,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT235286,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235287,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT235291,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT235293,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
